ID	LABEL	Definition	def_xref	is_a	part_of	develops_from	In_subset	Date	Contributor	Present_in_taxon	Wikipedia_image	xref
http://purl.obolibrary.org/obo/UBERON_8930088	serosa of fallopian tube isthmus	A serous membrane that forms the outermost layer of the isthmus of the fallopian tube, derived from the visceral peritoneum.	https://purl.org/ccf/ASCTB-TEMP_serosa-of-fallopian-tube-isthmus|PMID:31613440|PMID:25866566	UBERON:0000042	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube|FMA:18306
http://purl.obolibrary.org/obo/UBERON_8930090	vasculature of Fallopian tube ampulla	A vasculature that is part of the ampulla of the fallopian tube, consisting of blood vessels that supply nutrients and oxygen to the ampullary tissue and support reproductive functions.	https://purl.org/ccf/ASCTB-TEMP_vasculature-of-fallopian-tube-ampulla|PMID:7004702|PMID:34496720	UBERON:0002049	UBERON:0012648		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930091	vasculature of Fallopian tube fimbria	A network of blood vessels that supplies the fimbria of the fallopian tube, providing vascular support to the fimbrial fringe around the ostium.	https://purl.org/ccf/ASCTB-TEMP_vasculature-of-fallopian-tube-fimbria|PMID:25994820	UBERON:0002049	UBERON:8410010		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930092	vasculature of Fallopian tube infundibulum	A vasculature that is part of the uterine tube infundibulum, consisting of the network of blood vessels supplying the funnel-shaped abdominal extremity of the fallopian tube.	https://purl.org/ccf/ASCTB-TEMP_vasculature-of-fallopian-tube-infundibulum|PMID:25994820	UBERON:0002049	UBERON:0003984		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930093	vasculature of Fallopian tube intramural segment	A vasculature that supplies blood to and drains from the intramural segment of the fallopian tube, the portion of the uterine tube that passes through the uterine wall.	https://purl.org/ccf/ASCTB-TEMP_vasculature-of-fallopian-tube-intramural-segment|PMID:16938110	UBERON:0002049	UBERON:8930050		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930094	vasculature of Fallopian tube isthmus	A vasculature that is part of the isthmus of the fallopian tube, consisting of the network of blood vessels supplying this region.	https://purl.org/ccf/ASCTB-TEMP_vasculature-of-fallopian-tube-isthmus|PMID:32587423|PMID:27875265	UBERON:0002049	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930095	vasculature of mesosalpinx	The network of blood vessels that supply and drain the mesosalpinx, the serous mesenteric fold extending from the fallopian tube to the ovary as part of the broad ligament.	https://purl.org/ccf/ASCTB-TEMP_vasculature-of-mesosalpinx|PMID:29763118|doi:10.1016/B978-0-12-801238-3.64401-X	UBERON:0002049	UBERON:0012331		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Mesosalpinx
http://purl.obolibrary.org/obo/UBERON_8930096	wall of fallopian tube ampulla	An anatomical wall that bounds the ampulla of the fallopian tube, comprising the serosa, muscularis, and mucosal layers that define the structure of this dilated portion of the tube.	https://purl.org/ccf/ASCTB-TEMP_wall-of-fallopian-tube-ampulla|PMID:34496720|PMID:7004702	UBERON:0000060	UBERON:0012648		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Ampulla_of_uterine_tube
http://purl.obolibrary.org/obo/UBERON_8930097	wall of fallopian tube infundibulum	An anatomical wall that is part of the uterine tube infundibulum, forming the structural boundary of the funnel-shaped abdominal extremity of the fallopian tube.	https://purl.org/ccf/ASCTB-TEMP_wall-of-fallopian-tube-infundibulum|PMID:16938110	UBERON:0000060	UBERON:0003984		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930098	wall of fallopian tube intramural segment	An anatomical wall that surrounds and defines the intramural segment of the fallopian tube, consisting of mucosal, muscular, and serosal layers in the portion of the tube embedded within the myometrium.	https://purl.org/ccf/ASCTB-TEMP_wall-of-fallopian-tube-intramural-segment|PMID:16938110	UBERON:0000060	UBERON:8930050		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930099	wall of fallopian tube isthmus	An anatomical wall that is part of the isthmus of the fallopian tube, consisting of the serosa, muscular layers, and mucosa.	https://purl.org/ccf/ASCTB-TEMP_wall-of-fallopian-tube-isthmus|PMID:27875265	UBERON:0000060	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
