#curie_map:
#  AAO: "http://purl.obolibrary.org/obo/AAO_"
#  AEO: "http://purl.obolibrary.org/obo/AEO_"
#  CARO: "http://purl.obolibrary.org/obo/CARO_"
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  EHDAA2: "http://purl.obolibrary.org/obo/EHDAA2_"
#  EMAPA: "http://purl.obolibrary.org/obo/EMAPA_"
#  EV: "http://purl.obolibrary.org/obo/EV_"
#  FMA: "http://purl.obolibrary.org/obo/FMA_"
#  GO: "http://purl.obolibrary.org/obo/GO_"
#  KUPO: "http://purl.obolibrary.org/obo/KUPO_"
#  MA: "http://purl.obolibrary.org/obo/MA_"
#  NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#  SCTID: "http://purl.obolibrary.org/obo/SCTID_"
#  VHOG: "http://purl.obolibrary.org/obo/VHOG_"
#  VSAO: "http://purl.obolibrary.org/obo/VSAO_"
#  WBbt: "http://purl.obolibrary.org/obo/WBbt_"
#  XAO: "http://purl.obolibrary.org/obo/XAO_"
#  ZFA: "http://purl.obolibrary.org/obo/ZFA_"
subject_id	subject_label	predicate_id	object_id	mapping_justification	mapping_cardinality
CL:0000604	retinal rod cell	semapv:crossSpeciesExactMatch	FMA:67747	semapv:UnspecifiedMatching	1:1
CL:0000609	vestibular hair cell	semapv:crossSpeciesExactMatch	FMA:62351	semapv:UnspecifiedMatching	1:1
CL:0000612	eosinophilic myelocyte	semapv:crossSpeciesExactMatch	FMA:83542	semapv:UnspecifiedMatching	1:1
CL:0000614	basophilic myelocyte	semapv:crossSpeciesExactMatch	FMA:83543	semapv:UnspecifiedMatching	1:1
CL:0000617	GABAergic neuron	semapv:crossSpeciesExactMatch	FMA:84788	semapv:UnspecifiedMatching	1:n
CL:0000617	GABAergic neuron	semapv:crossSpeciesExactMatch	WBbt:0005190	semapv:UnspecifiedMatching	1:n
CL:0000622	acinar cell	semapv:crossSpeciesExactMatch	FMA:83625	semapv:UnspecifiedMatching	1:1
CL:0000623	natural killer cell	skos:broadMatch	VHOG:0001697	semapv:UnspecifiedMatching	1:n
CL:0000623	natural killer cell	semapv:crossSpeciesExactMatch	FMA:63147	semapv:UnspecifiedMatching	1:n
CL:0000623	natural killer cell	semapv:crossSpeciesExactMatch	FMA:83601	semapv:UnspecifiedMatching	1:n
CL:0000632	hepatic stellate cell	semapv:crossSpeciesExactMatch	FMA:67763	semapv:UnspecifiedMatching	1:1
CL:0000633	Hensen cell	semapv:crossSpeciesExactMatch	FMA:79799	semapv:UnspecifiedMatching	1:1
CL:0000634	Claudius cell	semapv:crossSpeciesExactMatch	FMA:79802	semapv:UnspecifiedMatching	1:1
CL:0000635	Deiter's cell	semapv:crossSpeciesExactMatch	FMA:75725	semapv:UnspecifiedMatching	1:1
CL:0000637	chromophil cell of anterior pituitary gland	semapv:crossSpeciesExactMatch	FMA:83089	semapv:UnspecifiedMatching	1:1
CL:0000638	acidophil cell of pars distalis of adenohypophysis	semapv:crossSpeciesExactMatch	FMA:83093	semapv:UnspecifiedMatching	1:1
CL:0000639	basophil cell of pars distalis of adenohypophysis	semapv:crossSpeciesExactMatch	FMA:83094	semapv:UnspecifiedMatching	1:1
CL:0000641	chromophobe cell	semapv:crossSpeciesExactMatch	FMA:83626	semapv:UnspecifiedMatching	1:1
CL:0000644	Bergmann glial cell	semapv:crossSpeciesExactMatch	FMA:54559	semapv:UnspecifiedMatching	1:1
CL:0000645	pituicyte	semapv:crossSpeciesExactMatch	FMA:83503	semapv:UnspecifiedMatching	1:1
CL:0000646	basal cell	semapv:crossSpeciesExactMatch	FMA:62516	semapv:UnspecifiedMatching	1:1
CL:0000647	multinucleated giant cell	semapv:crossSpeciesExactMatch	FMA:83035	semapv:UnspecifiedMatching	1:1
CL:0000648	kidney granular cell	semapv:crossSpeciesExactMatch	FMA:84138	semapv:UnspecifiedMatching	1:1
CL:0000649	prickle cell	semapv:crossSpeciesExactMatch	FMA:69059	semapv:UnspecifiedMatching	1:1
CL:0000650	mesangial cell	semapv:crossSpeciesExactMatch	FMA:70972	semapv:UnspecifiedMatching	1:1
CL:0000652	pinealocyte	semapv:crossSpeciesExactMatch	FMA:83417	semapv:UnspecifiedMatching	1:1
CL:0000653	podocyte	semapv:crossSpeciesExactMatch	FMA:70967	semapv:UnspecifiedMatching	1:1
CL:0000654	primary oocyte	semapv:crossSpeciesExactMatch	FMA:18645	semapv:UnspecifiedMatching	1:1
CL:0000655	secondary oocyte	semapv:crossSpeciesExactMatch	FMA:18646	semapv:UnspecifiedMatching	1:1
CL:0000656	primary spermatocyte	semapv:crossSpeciesExactMatch	FMA:72292	semapv:UnspecifiedMatching	1:1
CL:0000657	secondary spermatocyte	semapv:crossSpeciesExactMatch	FMA:72293	semapv:UnspecifiedMatching	1:1
CL:0000669	pericyte	semapv:crossSpeciesExactMatch	FMA:63174	semapv:UnspecifiedMatching	1:1
CL:0000670	primordial germ cell	semapv:crossSpeciesExactMatch	FMA:70567	semapv:UnspecifiedMatching	1:1
CL:0000679	glutamatergic neuron	semapv:crossSpeciesExactMatch	WBbt:0006829	semapv:UnspecifiedMatching	1:1
CL:0000682	M cell of gut	semapv:crossSpeciesExactMatch	FMA:62929	semapv:UnspecifiedMatching	1:1
CL:0000696	PP cell	semapv:crossSpeciesExactMatch	FMA:62938	semapv:UnspecifiedMatching	1:n
CL:0000696	PP cell	semapv:crossSpeciesExactMatch	FMA:83409	semapv:UnspecifiedMatching	1:n
CL:0000700	dopaminergic neuron	semapv:crossSpeciesExactMatch	FMA:84787	semapv:UnspecifiedMatching	1:n
CL:0000700	dopaminergic neuron	semapv:crossSpeciesExactMatch	WBbt:0006746	semapv:UnspecifiedMatching	1:n
CL:0000706	choroid plexus epithelial cell	semapv:crossSpeciesExactMatch	FMA:70549	semapv:UnspecifiedMatching	1:1
CL:0000710	neurecto-epithelial cell	semapv:crossSpeciesExactMatch	FMA:70557	semapv:UnspecifiedMatching	1:1
CL:0000731	urothelial cell	semapv:crossSpeciesExactMatch	FMA:84127	semapv:UnspecifiedMatching	1:1
CL:0000737	striated muscle cell	semapv:crossSpeciesExactMatch	FMA:86936	semapv:UnspecifiedMatching	1:1
CL:0000738	leukocyte	skos:narrowMatch	NCIT:C12529	semapv:UnspecifiedMatching	1:n
CL:0000738	leukocyte	semapv:crossSpeciesExactMatch	FMA:62852	semapv:UnspecifiedMatching	1:n
CL:0000740	retinal ganglion cell	semapv:crossSpeciesExactMatch	FMA:67765	semapv:UnspecifiedMatching	1:1
CL:0000746	cardiac muscle cell	semapv:crossSpeciesExactMatch	FMA:14067	semapv:UnspecifiedMatching	1:1
CL:0000751	rod bipolar cell	semapv:crossSpeciesExactMatch	FMA:67750	semapv:UnspecifiedMatching	1:1
CL:0000764	erythroid lineage cell	semapv:crossSpeciesExactMatch	FMA:62845	semapv:UnspecifiedMatching	1:n
CL:0000764	erythroid lineage cell	semapv:crossSpeciesExactMatch	FMA:83516	semapv:UnspecifiedMatching	1:n
CL:0000765	erythroblast	semapv:crossSpeciesExactMatch	FMA:83504	semapv:UnspecifiedMatching	1:1
CL:0000767	basophil	semapv:crossSpeciesExactMatch	FMA:62862	semapv:UnspecifiedMatching	1:1
CL:0000769	basophilic metamyelocyte	semapv:crossSpeciesExactMatch	FMA:84198	semapv:UnspecifiedMatching	1:1
CL:0000771	eosinophil	semapv:crossSpeciesExactMatch	FMA:62861	semapv:UnspecifiedMatching	1:1
CL:0000775	neutrophil	semapv:crossSpeciesExactMatch	FMA:62860	semapv:UnspecifiedMatching	1:1
CL:0000786	plasma cell	semapv:crossSpeciesExactMatch	FMA:70574	semapv:UnspecifiedMatching	1:1
CL:0000815	regulatory T cell	semapv:crossSpeciesExactMatch	FMA:84070	semapv:UnspecifiedMatching	1:1
CL:0000830	basophilic promyelocyte	semapv:crossSpeciesExactMatch	FMA:84208	semapv:UnspecifiedMatching	1:1
CL:0000833	eosinophilic promyelocyte	semapv:crossSpeciesExactMatch	FMA:84199	semapv:UnspecifiedMatching	1:1
CL:0000835	myeloblast	semapv:crossSpeciesExactMatch	FMA:83524	semapv:UnspecifiedMatching	1:1
CL:0000836	promyelocyte	semapv:crossSpeciesExactMatch	FMA:83530	semapv:UnspecifiedMatching	1:1
CL:0000838	lymphoid lineage restricted progenitor cell	semapv:crossSpeciesExactMatch	FMA:70338	semapv:UnspecifiedMatching	1:1
CL:0000839	myeloid lineage restricted progenitor cell	semapv:crossSpeciesExactMatch	FMA:70339	semapv:UnspecifiedMatching	1:1
CL:0000841	mature conventional dendritic cell	semapv:crossSpeciesExactMatch	FMA:83038	semapv:UnspecifiedMatching	1:1
CL:0000842	mononuclear cell	semapv:crossSpeciesExactMatch	FMA:86713	semapv:UnspecifiedMatching	1:1
CL:0000850	serotonergic neuron	semapv:crossSpeciesExactMatch	WBbt:0006837	semapv:UnspecifiedMatching	1:1
CL:0000853	olfactory epithelial supporting cell	semapv:crossSpeciesExactMatch	FMA:62302	semapv:UnspecifiedMatching	1:1
CL:0000861	elicited macrophage	semapv:crossSpeciesExactMatch	FMA:84643	semapv:UnspecifiedMatching	1:n
CL:0000861	elicited macrophage	semapv:crossSpeciesExactMatch	FMA:84645	semapv:UnspecifiedMatching	1:n
CL:0000864	tissue-resident macrophage	semapv:crossSpeciesExactMatch	FMA:84642	semapv:UnspecifiedMatching	1:n
CL:0000864	tissue-resident macrophage	semapv:crossSpeciesExactMatch	FMA:84644	semapv:UnspecifiedMatching	1:n
CL:0000871	splenic macrophage	semapv:crossSpeciesExactMatch	FMA:83026	semapv:UnspecifiedMatching	1:1
CL:0000891	foam cell	semapv:crossSpeciesExactMatch	FMA:83586	semapv:UnspecifiedMatching	1:1
CL:0000893	thymocyte	semapv:crossSpeciesExactMatch	FMA:72202	semapv:UnspecifiedMatching	1:n
CL:0000893	thymocyte	semapv:crossSpeciesExactMatch	XAO:0003159	semapv:UnspecifiedMatching	1:n
CL:0000917	Tc1 cell	semapv:crossSpeciesExactMatch	FMA:84793	semapv:UnspecifiedMatching	1:1
CL:0000918	Tc2 cell	semapv:crossSpeciesExactMatch	FMA:84794	semapv:UnspecifiedMatching	1:1
CL:0000980	plasmablast	semapv:crossSpeciesExactMatch	FMA:84371	semapv:UnspecifiedMatching	1:1
CL:0000988	hematopoietic cell	semapv:crossSpeciesExactMatch	FMA:70366	semapv:UnspecifiedMatching	1:n
CL:0000988	hematopoietic cell	semapv:crossSpeciesExactMatch	FMA:83598	semapv:UnspecifiedMatching	1:n
CL:0000990	conventional dendritic cell	semapv:crossSpeciesExactMatch	FMA:84191	semapv:UnspecifiedMatching	1:1
CL:0001039	terminally differentiated osteoblast	skos:exactMatch	VSAO:0000116	semapv:UnspecifiedMatching	1:1
CL:0001040	non-terminally differentiated osteoblast	skos:exactMatch	VSAO:0000117	semapv:UnspecifiedMatching	1:1
CL:0002003	CD34-positive, GlyA-negative erythroid progenitor cell	semapv:crossSpeciesExactMatch	FMA:83517	semapv:UnspecifiedMatching	1:1
CL:0002062	type I pneumocyte	semapv:crossSpeciesExactMatch	FMA:62500	semapv:UnspecifiedMatching	1:1
CL:0002063	type II pneumocyte	semapv:crossSpeciesExactMatch	FMA:62501	semapv:UnspecifiedMatching	1:1
CL:0002064	pancreatic acinar cell	semapv:crossSpeciesExactMatch	FMA:63032	semapv:UnspecifiedMatching	1:1
CL:0002066	Feyrter cell	semapv:crossSpeciesExactMatch	FMA:14118	semapv:UnspecifiedMatching	1:1
CL:0002067	type A enteroendocrine cell	semapv:crossSpeciesExactMatch	FMA:62939	semapv:UnspecifiedMatching	1:1
CL:0002068	Purkinje myocyte	semapv:crossSpeciesExactMatch	FMA:14146	semapv:UnspecifiedMatching	1:1
CL:0002069	type II vestibular sensory cell	semapv:crossSpeciesExactMatch	FMA:67909	semapv:UnspecifiedMatching	1:1
CL:0002070	type I vestibular sensory cell	semapv:crossSpeciesExactMatch	FMA:62352	semapv:UnspecifiedMatching	1:1
CL:0002071	enterocyte of epithelium of large intestine	semapv:crossSpeciesExactMatch	FMA:63638	semapv:UnspecifiedMatching	1:n
CL:0002071	enterocyte of epithelium of large intestine	semapv:crossSpeciesExactMatch	FMA:66771	semapv:UnspecifiedMatching	1:n
CL:0002072	nodal myocyte	semapv:crossSpeciesExactMatch	FMA:67101	semapv:UnspecifiedMatching	1:1
CL:0002073	transitional myocyte	semapv:crossSpeciesExactMatch	FMA:67142	semapv:UnspecifiedMatching	1:1
CL:0002074	myocardial endocrine cell	semapv:crossSpeciesExactMatch	FMA:67111	semapv:UnspecifiedMatching	1:1
CL:0002076	endo-epithelial cell	semapv:crossSpeciesExactMatch	FMA:69075	semapv:UnspecifiedMatching	1:1
CL:0002077	ecto-epithelial cell	semapv:crossSpeciesExactMatch	FMA:69074	semapv:UnspecifiedMatching	1:1
CL:0002078	meso-epithelial cell	semapv:crossSpeciesExactMatch	FMA:69076	semapv:UnspecifiedMatching	1:1
CL:0002079	pancreatic ductal cell	semapv:crossSpeciesExactMatch	FMA:63099	semapv:UnspecifiedMatching	1:1
CL:0002080	pancreatic centro-acinar cell	semapv:crossSpeciesExactMatch	FMA:62455	semapv:UnspecifiedMatching	1:1
CL:0002081	type II cell of carotid body	semapv:crossSpeciesExactMatch	FMA:84187	semapv:UnspecifiedMatching	1:1
CL:0002082	type II cell of adrenal medulla	semapv:crossSpeciesExactMatch	FMA:69322	semapv:UnspecifiedMatching	1:1
CL:0002083	type I cell of adrenal medulla	semapv:crossSpeciesExactMatch	FMA:69321	semapv:UnspecifiedMatching	1:1
CL:0002085	tanycyte	semapv:crossSpeciesExactMatch	FMA:54560	semapv:UnspecifiedMatching	1:1
CL:0002086	specialized cardiac myocyte	semapv:crossSpeciesExactMatch	FMA:67968	semapv:UnspecifiedMatching	1:1
CL:0002087	nongranular leukocyte	semapv:crossSpeciesExactMatch	FMA:62855	semapv:UnspecifiedMatching	1:1
CL:0002088	interstitial cell of Cajal	semapv:crossSpeciesExactMatch	FMA:86573	semapv:UnspecifiedMatching	1:1
CL:0002090	polar body	semapv:crossSpeciesExactMatch	EHDAA2:0004716	semapv:UnspecifiedMatching	1:n
CL:0002090	polar body	semapv:crossSpeciesExactMatch	FMA:85543	semapv:UnspecifiedMatching	1:n
CL:0002090	polar body	semapv:crossSpeciesExactMatch	WBbt:0008429	semapv:UnspecifiedMatching	1:n
CL:0002090	polar body	semapv:crossSpeciesExactMatch	XAO:0000262	semapv:UnspecifiedMatching	1:n
CL:0002091	primary polar body	skos:broadMatch	VHOG:0000464	semapv:UnspecifiedMatching	1:n
CL:0002091	primary polar body	semapv:crossSpeciesExactMatch	EHDAA2:0000541	semapv:UnspecifiedMatching	1:n
CL:0002091	primary polar body	semapv:crossSpeciesExactMatch	EMAPA:16032	semapv:UnspecifiedMatching	1:n
CL:0002091	primary polar body	semapv:crossSpeciesExactMatch	FMA:18650	semapv:UnspecifiedMatching	1:n
CL:0002092	bone marrow cell	semapv:crossSpeciesExactMatch	FMA:83621	semapv:UnspecifiedMatching	1:1
CL:0002093	secondary polar body	semapv:crossSpeciesExactMatch	EHDAA2:0001820	semapv:UnspecifiedMatching	1:n
CL:0002093	secondary polar body	semapv:crossSpeciesExactMatch	EMAPA:16034	semapv:UnspecifiedMatching	1:n
CL:0002093	secondary polar body	semapv:crossSpeciesExactMatch	EMAPA:16045	semapv:UnspecifiedMatching	1:n
CL:0002093	secondary polar body	semapv:crossSpeciesExactMatch	FMA:18651	semapv:UnspecifiedMatching	1:n
CL:0002094	interstitial cell of ovary	semapv:crossSpeciesExactMatch	FMA:18709	semapv:UnspecifiedMatching	1:1
CL:0002095	hilus cell of ovary	semapv:crossSpeciesExactMatch	FMA:18710	semapv:UnspecifiedMatching	1:1
CL:0002096	internodal tract myocyte	semapv:crossSpeciesExactMatch	FMA:223275	semapv:UnspecifiedMatching	1:1
CL:0002097	cortical cell of adrenal gland	semapv:crossSpeciesExactMatch	FMA:69545	semapv:UnspecifiedMatching	1:1
CL:0002098	regular cardiac myocyte	semapv:crossSpeciesExactMatch	FMA:67967	semapv:UnspecifiedMatching	1:1
CL:0002099	type I cell of adrenal cortex	semapv:crossSpeciesExactMatch	FMA:69273	semapv:UnspecifiedMatching	1:1
CL:0002100	regular interventricular cardiac myocyte	semapv:crossSpeciesExactMatch	FMA:228792	semapv:UnspecifiedMatching	1:1
CL:0002129	regular atrial cardiac myocyte	semapv:crossSpeciesExactMatch	FMA:83108	semapv:UnspecifiedMatching	1:1
CL:0002130	regular interatrial cardiac myocyte	semapv:crossSpeciesExactMatch	FMA:228790	semapv:UnspecifiedMatching	1:1
CL:0002131	regular ventricular cardiac myocyte	semapv:crossSpeciesExactMatch	FMA:83109	semapv:UnspecifiedMatching	1:1
CL:0002132	stromal cell of ovary	semapv:crossSpeciesExactMatch	FMA:72299	semapv:UnspecifiedMatching	1:1
CL:0002133	stromal cell of ovarian cortex	semapv:crossSpeciesExactMatch	FMA:256169	semapv:UnspecifiedMatching	1:1
CL:0002134	stromal cell of ovarian medulla	semapv:crossSpeciesExactMatch	FMA:256171	semapv:UnspecifiedMatching	1:1
CL:0002135	nonkeratinized cell of epidermis	semapv:crossSpeciesExactMatch	FMA:62880	semapv:UnspecifiedMatching	1:1
CL:0002136	type II cell of adrenal cortex	semapv:crossSpeciesExactMatch	FMA:69547	semapv:UnspecifiedMatching	1:1
CL:0002137	type III cell of adrenal cortex	semapv:crossSpeciesExactMatch	FMA:69564	semapv:UnspecifiedMatching	1:1
CL:0002138	endothelial cell of lymphatic vessel	semapv:crossSpeciesExactMatch	FMA:68458	semapv:UnspecifiedMatching	1:1
CL:0002139	endothelial cell of vascular tree	semapv:crossSpeciesExactMatch	FMA:67755	semapv:UnspecifiedMatching	1:1
CL:0002140	acinar cell of sebaceous gland	semapv:crossSpeciesExactMatch	FMA:70953	semapv:UnspecifiedMatching	1:1
CL:0002141	active chief cell of parathyroid gland	semapv:crossSpeciesExactMatch	FMA:69082	semapv:UnspecifiedMatching	1:1
CL:0002142	dark cell of eccrine sweat gland	semapv:crossSpeciesExactMatch	FMA:70659	semapv:UnspecifiedMatching	1:1
CL:0002143	dark chief cell of parathyroid gland	semapv:crossSpeciesExactMatch	FMA:69080	semapv:UnspecifiedMatching	1:1
CL:0002144	capillary endothelial cell	semapv:crossSpeciesExactMatch	FMA:67756	semapv:UnspecifiedMatching	1:1
CL:0002145	ciliated columnar cell of tracheobronchial tree	semapv:crossSpeciesExactMatch	FMA:70542	semapv:UnspecifiedMatching	1:1
CL:0002146	clear cell of eccrine sweat gland	semapv:crossSpeciesExactMatch	FMA:70658	semapv:UnspecifiedMatching	1:1
CL:0002147	clear chief cell of parathyroid gland	semapv:crossSpeciesExactMatch	FMA:69081	semapv:UnspecifiedMatching	1:1
CL:0002148	dental pulp cell	semapv:crossSpeciesExactMatch	FMA:87170	semapv:UnspecifiedMatching	1:1
CL:0002149	epithelial cell of uterus	semapv:crossSpeciesExactMatch	FMA:256161	semapv:UnspecifiedMatching	1:1
CL:0002150	epithelioid macrophage	semapv:crossSpeciesExactMatch	FMA:83514	semapv:UnspecifiedMatching	1:1
CL:0002151	late promyelocyte	semapv:crossSpeciesExactMatch	FMA:83534	semapv:UnspecifiedMatching	1:1
CL:0002152	columnar cell of endocervix	semapv:crossSpeciesExactMatch	FMA:86486	semapv:UnspecifiedMatching	1:1
CL:0002153	corneocyte	semapv:crossSpeciesExactMatch	FMA:68650	semapv:UnspecifiedMatching	1:1
CL:0002154	early promyelocyte	semapv:crossSpeciesExactMatch	FMA:83533	semapv:UnspecifiedMatching	1:1
CL:0002155	echinocyte	semapv:crossSpeciesExactMatch	FMA:81099	semapv:UnspecifiedMatching	1:1
CL:0002157	endosteal cell	semapv:crossSpeciesExactMatch	FMA:86495	semapv:UnspecifiedMatching	1:1
CL:0002158	external epithelial cell of tympanic membrane	semapv:crossSpeciesExactMatch	FMA:70558	semapv:UnspecifiedMatching	1:1
CL:0002159	general ecto-epithelial cell	semapv:crossSpeciesExactMatch	FMA:70556	semapv:UnspecifiedMatching	1:1
CL:0002162	internal epithelial cell of tympanic membrane	semapv:crossSpeciesExactMatch	FMA:70626	semapv:UnspecifiedMatching	1:1
CL:0002163	internal pillar cell of cochlea	semapv:crossSpeciesExactMatch	FMA:75726	semapv:UnspecifiedMatching	1:n
CL:0002164	external pillar cell of cochlea	semapv:crossSpeciesExactMatch	FMA:75727	semapv:UnspecifiedMatching	1:1
CL:0002165	phalangeal cell	semapv:crossSpeciesExactMatch	FMA:79800	semapv:UnspecifiedMatching	1:1
CL:0002166	epithelial cell of Malassez	semapv:crossSpeciesExactMatch	FMA:62987	semapv:UnspecifiedMatching	1:1
CL:0002167	olfactory epithelial cell	semapv:crossSpeciesExactMatch	FMA:67870	semapv:UnspecifiedMatching	1:1
CL:0002168	border cell of cochlea	semapv:crossSpeciesExactMatch	FMA:79798	semapv:UnspecifiedMatching	1:1
CL:0002169	basal cell of olfactory epithelium	semapv:crossSpeciesExactMatch	FMA:62303	semapv:UnspecifiedMatching	1:1
CL:0002171	globose cell of olfactory epithelium	semapv:crossSpeciesExactMatch	FMA:67874	semapv:UnspecifiedMatching	1:1
CL:0002172	interdental cell of cochlea	semapv:crossSpeciesExactMatch	FMA:79797	semapv:UnspecifiedMatching	1:1
CL:0002173	extraglomerular mesangial cell	semapv:crossSpeciesExactMatch	FMA:84143	semapv:UnspecifiedMatching	1:n
CL:0002173	extraglomerular mesangial cell	semapv:crossSpeciesExactMatch	KUPO:0001033	semapv:UnspecifiedMatching	1:n
CL:0002174	follicular cell of ovary	semapv:crossSpeciesExactMatch	EMAPA:31247	semapv:UnspecifiedMatching	1:n
CL:0002174	follicular cell of ovary	semapv:crossSpeciesExactMatch	FMA:70589	semapv:UnspecifiedMatching	1:n
CL:0002175	primary follicular cell of ovary	semapv:crossSpeciesExactMatch	FMA:70590	semapv:UnspecifiedMatching	1:1
CL:0002176	secondary follicular cell of ovary	semapv:crossSpeciesExactMatch	FMA:70591	semapv:UnspecifiedMatching	1:1
CL:0002177	folliculostellate cell of pars distalis of adenohypophysis	semapv:crossSpeciesExactMatch	FMA:83102	semapv:UnspecifiedMatching	1:1
CL:0002178	epithelial cell of stomach	semapv:crossSpeciesExactMatch	FMA:62948	semapv:UnspecifiedMatching	1:1
CL:0002179	foveolar cell of stomach	semapv:crossSpeciesExactMatch	FMA:86552	semapv:UnspecifiedMatching	1:1
CL:0002180	mucous cell of stomach	semapv:crossSpeciesExactMatch	FMA:63464	semapv:UnspecifiedMatching	1:1
CL:0002181	mucous neck cell of gastric gland	semapv:crossSpeciesExactMatch	FMA:62954	semapv:UnspecifiedMatching	1:1
CL:0002182	surface mucosal cell of stomach	semapv:crossSpeciesExactMatch	FMA:62949	semapv:UnspecifiedMatching	1:1
CL:0002183	stem cell of gastric gland	semapv:crossSpeciesExactMatch	FMA:62953	semapv:UnspecifiedMatching	1:1
CL:0002184	basal proper cell of olfactory epithelium	semapv:crossSpeciesExactMatch	FMA:62304	semapv:UnspecifiedMatching	1:1
CL:0002187	basal cell of epidermis	semapv:crossSpeciesExactMatch	FMA:70571	semapv:UnspecifiedMatching	1:1
CL:0002188	glomerular endothelial cell	semapv:crossSpeciesExactMatch	FMA:70970	semapv:UnspecifiedMatching	1:1
CL:0002189	granular cell of epidermis	semapv:crossSpeciesExactMatch	FMA:70543	semapv:UnspecifiedMatching	1:1
CL:0002190	squamous cell of epidermis	semapv:crossSpeciesExactMatch	FMA:86925	semapv:UnspecifiedMatching	1:1
CL:0002191	granulocytopoietic cell	semapv:crossSpeciesExactMatch	FMA:83519	semapv:UnspecifiedMatching	1:1
CL:0002192	metamyelocyte	semapv:crossSpeciesExactMatch	FMA:83541	semapv:UnspecifiedMatching	1:1
CL:0002193	myelocyte	semapv:crossSpeciesExactMatch	FMA:83525	semapv:UnspecifiedMatching	1:1
CL:0002194	monopoietic cell	semapv:crossSpeciesExactMatch	FMA:83552	semapv:UnspecifiedMatching	1:1
CL:0002195	hepatic stem cell	semapv:crossSpeciesExactMatch	FMA:86577	semapv:UnspecifiedMatching	1:1
CL:0002196	hepatic oval stem cell	semapv:crossSpeciesExactMatch	FMA:86576	semapv:UnspecifiedMatching	1:1
CL:0002198	oncocyte	semapv:crossSpeciesExactMatch	FMA:67606	semapv:UnspecifiedMatching	1:1
CL:0002199	oxyphil cell of parathyroid gland	semapv:crossSpeciesExactMatch	FMA:69084	semapv:UnspecifiedMatching	1:1
CL:0002200	oxyphil cell of thyroid	semapv:crossSpeciesExactMatch	FMA:87169	semapv:UnspecifiedMatching	1:1
CL:0002202	epithelial cell of tracheobronchial tree	semapv:crossSpeciesExactMatch	FMA:66816	semapv:UnspecifiedMatching	1:1
CL:0002203	brush cell of epithelium proper of large intestine	semapv:crossSpeciesExactMatch	FMA:263222	semapv:UnspecifiedMatching	1:1
CL:0002204	brush cell	semapv:crossSpeciesExactMatch	FMA:67978	semapv:UnspecifiedMatching	1:1
CL:0002205	brush cell of lobular bronchiole	semapv:crossSpeciesExactMatch	FMA:263220	semapv:UnspecifiedMatching	1:1
CL:0002206	brush cell of terminal bronchiole	semapv:crossSpeciesExactMatch	FMA:263228	semapv:UnspecifiedMatching	1:1
CL:0002207	brush cell of trachea	semapv:crossSpeciesExactMatch	FMA:263224	semapv:UnspecifiedMatching	1:1
CL:0002208	brush cell of bronchus	semapv:crossSpeciesExactMatch	FMA:263226	semapv:UnspecifiedMatching	1:1
CL:0002209	intermediate epitheliocyte	semapv:crossSpeciesExactMatch	FMA:69060	semapv:UnspecifiedMatching	1:1
CL:0002211	type I muscle cell	semapv:crossSpeciesExactMatch	FMA:84413	semapv:UnspecifiedMatching	1:1
CL:0002212	type II muscle cell	semapv:crossSpeciesExactMatch	FMA:84414	semapv:UnspecifiedMatching	1:1
CL:0002213	white muscle cell	semapv:crossSpeciesExactMatch	FMA:84449	semapv:UnspecifiedMatching	1:1
CL:0002214	type IIa muscle cell	semapv:crossSpeciesExactMatch	FMA:84415	semapv:UnspecifiedMatching	1:1
CL:0002215	type IIb muscle cell	semapv:crossSpeciesExactMatch	FMA:84416	semapv:UnspecifiedMatching	1:1
CL:0002216	intermediate muscle cell	semapv:crossSpeciesExactMatch	FMA:84450	semapv:UnspecifiedMatching	1:1
CL:0002217	intermediate trophoblast cell	semapv:crossSpeciesExactMatch	FMA:86564	semapv:UnspecifiedMatching	1:1
CL:0002220	interstitial cell of pineal gland	semapv:crossSpeciesExactMatch	FMA:86575	semapv:UnspecifiedMatching	1:1
CL:0002221	keratinized squamous cell of esophagus	semapv:crossSpeciesExactMatch	FMA:86549	semapv:UnspecifiedMatching	1:1
CL:0002222	vertebrate lens cell	semapv:crossSpeciesExactMatch	FMA:70950	semapv:UnspecifiedMatching	1:1
CL:0002223	anterior lens cell	semapv:crossSpeciesExactMatch	FMA:63181	semapv:UnspecifiedMatching	1:1
CL:0002224	lens epithelial cell	semapv:crossSpeciesExactMatch	FMA:67559	semapv:UnspecifiedMatching	1:1
CL:0002226	non-nucleated secondary lens fiber	semapv:crossSpeciesExactMatch	FMA:67561	semapv:UnspecifiedMatching	1:1
CL:0002227	nucleated secondary lens fiber	semapv:crossSpeciesExactMatch	FMA:70949	semapv:UnspecifiedMatching	1:1
CL:0002228	primary lens fiber	semapv:crossSpeciesExactMatch	FMA:70613	semapv:UnspecifiedMatching	1:1
CL:0002229	light chief cell of parathyroid gland	semapv:crossSpeciesExactMatch	FMA:69079	semapv:UnspecifiedMatching	1:1
CL:0002231	epithelial cell of prostate	semapv:crossSpeciesExactMatch	FMA:256163	semapv:UnspecifiedMatching	1:n
CL:0002231	epithelial cell of prostate	semapv:crossSpeciesExactMatch	FMA:66817	semapv:UnspecifiedMatching	1:n
