#curie_map:
#  BTO: "http://purl.obolibrary.org/obo/BTO_"
#  IDOMAL: "http://purl.obolibrary.org/obo/IDOMAL_"
#  UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#  VO: "http://purl.obolibrary.org/obo/VO_"
#  mesh: "http://id.nlm.nih.gov/mesh/"
#  orcid: "https://orcid.org/"
#mapping_set_id: "https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv"
#mapping_set_version: "0.3.7.dev0"
#mapping_set_title: "Biomappings"
#mapping_set_description: "Biomappings is a repository of community curated and predicted equivalences and related mappings between named biological entities that are not available from primary sources. It's also a place where anyone can contribute curations of predicted mappings or their own novel mappings."
#creator_id:
#  - "orcid:0000-0001-9439-5346"
#  - "orcid:0000-0002-1216-4761"
#  - "orcid:0000-0002-2046-6145"
#  - "orcid:0000-0002-2627-0696"
#  - "orcid:0000-0002-6601-2165"
#  - "orcid:0000-0003-1307-2508"
#  - "orcid:0000-0003-4423-4370"
#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_provider: "https://github.com/biopragmatics/biomappings"
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	mapping_justification	author_id	mapping_tool	confidence
UBERON:0004676	spinal cord lateral horn	skos:exactMatch		mesh:D066152	Spinal Cord Lateral Horn	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0004720	cerebellar vermis	skos:exactMatch		mesh:D065814	Cerebellar Vermis	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0004725	piriform cortex	skos:exactMatch		mesh:D066195	Piriform Cortex	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0004749	blastodisc	skos:exactMatch		mesh:D054239	Blastodisc	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0005290	myelencephalon	skos:exactMatch		mesh:D054024	Myelencephalon	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0005335	chorioallantoic membrane	skos:exactMatch		mesh:D049033	Chorioallantoic Membrane	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0005343	cortical plate	skos:exactMatch		mesh:D002540	Cerebral Cortex	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0005343	cortical plate	skos:exactMatch	Not	VO:0011021	CP	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	mira	0.555556
UBERON:0005366	olfactory lobe	skos:exactMatch		mesh:D066194	Olfactory Cortex	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0005403	ventral striatum	skos:exactMatch		mesh:D066328	Ventral Striatum	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0005408	circumventricular organ	skos:exactMatch		mesh:D066280	Circumventricular Organs	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0005408	circumventricular organ	skos:exactMatch		BTO:0006267	circumventricular organ	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0005438	coronary sinus	skos:exactMatch		mesh:D054326	Coronary Sinus	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0005456	jugular foramen	skos:exactMatch		mesh:D000080869	Jugular Foramina	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0005498	primitive heart tube	skos:exactMatch		BTO:0006179	cardiac tube	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/530a1b/scripts/generate_uberon_bto_mappings.py	0.556000
UBERON:0005631	extraembryonic membrane	skos:exactMatch		mesh:D005321	Extraembryonic Membranes	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0005742	adventitia	skos:exactMatch		mesh:D063194	Adventitia	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0005777	glomerular basement membrane	skos:exactMatch		mesh:D050533	Glomerular Basement Membrane	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0005902	occipital region	skos:exactMatch		mesh:D009778	Occipital Lobe	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0006083	perirhinal cortex	skos:exactMatch		mesh:D000071039	Perirhinal Cortex	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0006098	basal nuclear complex	skos:exactMatch		mesh:D001479	Basal Ganglia	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0006108	corticomedial nuclear complex	skos:exactMatch		mesh:D066276	Corticomedial Nuclear Complex	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0006444	annulus fibrosus	skos:exactMatch		mesh:D000070616	Annulus Fibrosus	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0006514	pallidum	skos:exactMatch		mesh:D005917	Globus Pallidus	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0006562	pharynx	skos:exactMatch		mesh:D010614	Pharynx	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0006588	round ligament of liver	skos:exactMatch		mesh:D000069592	Round Ligament of Liver	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0006589	round ligament of uterus	skos:exactMatch		mesh:D012404	Round Ligament of Uterus	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0006614	aponeurosis	skos:exactMatch		mesh:D000070606	Aponeurosis	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0006657	glenoid fossa	skos:exactMatch		mesh:D061165	Glenoid Cavity	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0006675	venous valve	skos:exactMatch		mesh:D055422	Venous Valves	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0006692	vertebral canal	skos:exactMatch		mesh:D013115	Spinal Canal	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0006810	olecranon	skos:exactMatch		mesh:D056740	Olecranon Process	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0006812	mental foramen	skos:exactMatch		mesh:D000080383	Mental Foramen	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0007109	meconium	skos:exactMatch		mesh:D008470	Meconium	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0007132	head kidney	skos:exactMatch		mesh:D060226	Head Kidney	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0007251	preoptic nucleus	skos:exactMatch		mesh:D011301	Preoptic Area	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0007268	upper esophageal sphincter	skos:exactMatch		mesh:D049631	Esophageal Sphincter, Upper	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0007329	pancreatic duct	skos:exactMatch		mesh:D010183	Pancreatic Ducts	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0007380	dermal scale	skos:exactMatch		mesh:D000075342	Animal Scales	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0007381	epidermal scale	skos:exactMatch		mesh:D000075342	Animal Scales	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0007412	midbrain raphe nuclei	skos:exactMatch		mesh:D066267	Midbrain Raphe Nuclei	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0007632	Barrington's nucleus	skos:exactMatch		mesh:D065835	Barrington's Nucleus	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0007634	parabrachial nucleus	skos:exactMatch		mesh:D065823	Parabrachial Nucleus	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0007641	trigeminal nuclear complex	skos:exactMatch		mesh:D014278	Trigeminal Nuclei	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0007703	spinothalamic tract	skos:exactMatch		mesh:D013133	Spinothalamic Tracts	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0007703	spinothalamic tract	skos:exactMatch		BTO:0006128	spinothalamic tract	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0008266	periodontal ligament	skos:exactMatch		mesh:D010513	Periodontal Ligament	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0008269	nacre	skos:exactMatch		mesh:D060734	Nacre	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0008275	carapace	skos:exactMatch		mesh:D060105	Animal Shells	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0008826	pulmonary surfactant	skos:exactMatch		mesh:D011663	Pulmonary Surfactants	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0008904	neuromast	skos:exactMatch		BTO:0006219	neuromast	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0008969	dental follicle	skos:exactMatch		mesh:D003795	Dental Sac	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0008974	apocrine gland	skos:exactMatch		mesh:D001050	Apocrine Glands	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0009040	deep circumflex iliac artery	skos:exactMatch		mesh:D007083	Iliac Artery	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0009097	gravid organism	skos:exactMatch		IDOMAL:0000443	gravid	semapv:LexicalMatching		mira	0.555556
UBERON:0009127	epibranchial ganglion	skos:exactMatch		BTO:0006250	epibranchial ganglion	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0009755	spermaceti	skos:exactMatch		mesh:C009301	spermaceti	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0009757	ambergris	skos:exactMatch		mesh:D018648	Ambergris	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0009951	main olfactory bulb	skos:exactMatch		mesh:D009830	Olfactory Bulb	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0010264	hepatopancreas	skos:exactMatch		mesh:D043143	Hepatopancreas	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0010361	synostosis	skos:exactMatch		mesh:D013580	Synostosis	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0010725	accessory navicular bone	skos:exactMatch		mesh:C536002	Accessory navicular bone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0011004	pharyngeal arch cartilage	skos:exactMatch		BTO:0006051	pharyngeal arch cartilage	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0011117	superior tibiofibular joint	skos:exactMatch		mesh:D007719	Knee Joint	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0011119	carpometacarpal joint	skos:exactMatch		mesh:D052737	Carpometacarpal Joints	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0011132	intercarpal joint	skos:exactMatch		mesh:D050824	Carpal Joints	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0011166	patellofemoral joint	skos:exactMatch		mesh:D057071	Patellofemoral Joint	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0011390	pudendal nerve	skos:exactMatch		mesh:D060525	Pudendal Nerve	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0011895	endomysium	skos:exactMatch		BTO:0006241	endomysium	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0011905	plantaris	skos:exactMatch		BTO:0006312	plantaris muscle	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/530a1b/scripts/generate_uberon_bto_mappings.py	0.556000
UBERON:0012245	silk	skos:exactMatch		mesh:D047011	Silk	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0012245	silk	skos:exactMatch	Not	BTO:0002854	corn silk	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/530a1b/scripts/generate_uberon_bto_mappings.py	0.556000
UBERON:0013218	rete mirabile	skos:exactMatch		BTO:0006363	rete mirabile	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0013422	infratemporal fossa	skos:exactMatch		mesh:D000080884	Infratemporal Fossa	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0013755	arterial blood	skos:exactMatch		BTO:0006188	arterial blood	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0013756	venous blood	skos:exactMatch		BTO:0006187	venous blood	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0014374	embryoid body	skos:exactMatch		mesh:D058732	Embryoid Bodies	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0014398	respiratory muscle	skos:exactMatch		mesh:D012132	Respiratory Muscles	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0014537	periamygdaloid cortex	skos:exactMatch		mesh:D066277	Periamygdaloid Cortex	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0014621	cervical spinal cord ventral horn	skos:exactMatch		mesh:D066151	Spinal Cord Ventral Horn	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0015169	tapetum	skos:exactMatch		BTO:0001350	tapetum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0015488	sural nerve	skos:exactMatch		mesh:D013497	Sural Nerve	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0016435	chest wall	skos:exactMatch		mesh:D035441	Thoracic Wall	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0016530	parietal cortex	skos:exactMatch		mesh:D010296	Parietal Lobe	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0016538	temporal cortex	skos:exactMatch		mesh:D013702	Temporal Lobe	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0016884	shoulder joint	skos:exactMatch		mesh:D012785	Shoulder Joint	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0018141	anterior perforated substance	skos:exactMatch		mesh:D066208	Olfactory Tubercle	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:0018144	cervical rib	skos:exactMatch		mesh:D057070	Cervical Rib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0018388	cercaria	skos:exactMatch		mesh:D058487	Cercaria	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0022469	primary olfactory cortex	skos:exactMatch	Not	mesh:D066194	Olfactory Cortex	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0034921	multi organ part structure	skos:exactMatch		IDOMAL:0002461	anatomical cluster	semapv:LexicalMatching		mira	0.555556
UBERON:0034971	aortic body	skos:exactMatch		mesh:D001016	Aortic Bodies	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0034971	aortic body	skos:exactMatch		BTO:0006193	aortic body	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0035032	abdominal oblique muscle	skos:exactMatch		mesh:D000071596	Abdominal Oblique Muscles	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0035050	excretory duct	skos:exactMatch		BTO:0006341	excretory duct	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:0035618	parapharyngeal space	skos:exactMatch		mesh:D000080886	Parapharyngeal Space	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0036016	honey	skos:exactMatch		mesh:D006722	Honey	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0036145	glymphatic system	skos:exactMatch		mesh:D000077502	Glymphatic System	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:0036243	vaginal fluid	skos:exactMatch		BTO:0003084	vaginal fluid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:1000010	mole	skos:exactMatch		mesh:D009506	Nevus	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:2000006	ball	skos:exactMatch		mesh:D015452	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:2000188	corpus cerebelli	skos:exactMatch		mesh:D002531	Cerebellum	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:2000293	synencephalon	skos:exactMatch		BTO:0006476	synencephalon	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:2000297	vagal lobe	skos:exactMatch		BTO:0006431	vagal lobe	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:2000356	gill raker	skos:exactMatch		BTO:0002149	gill raker	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:2001553	manubrium	skos:exactMatch		mesh:D008371	Manubrium	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:2001977	pad	skos:exactMatch	Not	mesh:D058729	Peripheral Arterial Disease	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:3010463	animal cap	skos:exactMatch		BTO:0004724	animal cap	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:3010586	vasa efferentia	skos:exactMatch		BTO:0002254	vas efferens	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/530a1b/scripts/generate_uberon_bto_mappings.py	0.556000
UBERON:3011045	gasserian ganglion	skos:exactMatch		mesh:D012668	Trigeminal Ganglion	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:3011048	genital system	skos:exactMatch		mesh:D005835	Genitalia	semapv:LexicalMatching		generate_uberon_mesh_mappings.py	0.900000
UBERON:4000104	ganoine	skos:exactMatch		mesh:C067951	ganoine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:4000163	anal fin	skos:exactMatch		BTO:0004652	anal fin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:4000164	caudal fin	skos:exactMatch		BTO:0001827	tail fin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/530a1b/scripts/generate_uberon_bto_mappings.py	0.556000
UBERON:4200215	suture	skos:exactMatch		mesh:D013537	Sutures	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
UBERON:4300194	photophore	skos:exactMatch		BTO:0001477	photophore	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:8440012	cerebral nuclei	skos:exactMatch		BTO:0006534	cerebral nucleus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/530a1b/scripts/generate_uberon_bto_mappings.py	0.556000
UBERON:8450002	excretory system	skos:exactMatch		BTO:0006338	excretory system	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
UBERON:8480040	ovarian fluid	skos:exactMatch		BTO:0004569	ovarian fluid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	generate_uberon_bto_mappings.py	0.900000
