iri	label	definition	definitionXrefs	classAxiomUsages	classAxiomExampleUsage
http://purl.obolibrary.org/obo/RO_0002220	adjacent_to			249	intercostal space **SubClassOf** adjacent to **some** rib|pyloric sphincter **SubClassOf** adjacent to **some** duodenum|upper rhombic lip **SubClassOf** adjacent to **some** midbrain-hindbrain boundary|neural tube ventricular layer **SubClassOf** adjacent to **some** neural tube lumen|surface structure **EquivalentTo** anatomical structure **and** part of **some** integumental system **and** adjacent to **some** space surrounding organism
http://purl.obolibrary.org/obo/RO_0002221	surrounds	inverse of surrounded_by	https://orcid.org/0000-0002-6601-2165	64	vertebral canal **SubClassOf** surrounds **some** spinal cord|external anal sphincter **SubClassOf** surrounds **some** anus|brain arachnoid mater **EquivalentTo** arachnoid mater **and** surrounds **some** brain|perilymph **SubClassOf** surrounds **some** membranous labyrinth|vernix caseosa **SubClassOf** surrounds **some** skin of body
http://purl.obolibrary.org/obo/RO_0002222	temporally related to			8	
http://purl.obolibrary.org/obo/RO_0002223	starts	inverse of starts with		3	
http://purl.obolibrary.org/obo/RO_0002224	starts with			8	zygote stage **SubClassOf** starts with **some** life cycle|4 cell stage **SubClassOf** starts with **some** 4-8 cell stage
http://purl.obolibrary.org/obo/RO_0002225	develops from part of	x develops from part of y if and only if there exists some z such that x develops from z and z is part of y		9	tympanic cavity epithelium **SubClassOf** develops from part of **some** tubotympanic recess epithelium|pharyngotympanic tube epithelium **SubClassOf** develops from part of **some** tubotympanic recess epithelium|vagus nerve **SubClassOf** develops from part of **some** preganglionic parasympathetic nervous system|globus pallidus **SubClassOf** develops from part of **some** diencephalon|oculomotor nerve **SubClassOf** develops from part of **some** preganglionic parasympathetic nervous system
http://purl.obolibrary.org/obo/RO_0002226	develops in	x develops_in y if x is located in y whilst x is developing		18	hepatic sinusoid of left of lobe of liver **SubClassOf** develops in **some** left lobe of liver|hepatic sinusoid of right of lobe of liver **SubClassOf** develops in **some** right lobe of liver|epithelial scleral papilla layer **SubClassOf** develops in **some** scleral mesenchyme|quadrate lobe hepatic sinusoids **SubClassOf** develops in **some** quadrate lobe of liver|caudate lobe hepatic sinusoids **SubClassOf** develops in **some** caudate lobe of liver
http://purl.obolibrary.org/obo/RO_0002229	ends			7	death stage **SubClassOf** ends **some** life cycle|8 cell stage **SubClassOf** ends **some** 4-8 cell stage
http://purl.obolibrary.org/obo/RO_0002230	ends with	x ends with y if and only if x has part y and the time point at which x ends is equivalent to the time point at which y ends. Formally: α(y) > α(x) ∧ ω(y) = ω(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.		4	
http://purl.obolibrary.org/obo/RO_0002234	has output			3	
http://purl.obolibrary.org/obo/RO_0002254	has developmental contribution from	x has developmental contribution from y iff x has some part z such that z develops from y		149	paired limb/fin bud **SubClassOf** has developmental contribution from **some** paired limb/fin field|umbilicus **SubClassOf** has developmental contribution from **some** umbilical cord|ethmoid region **SubClassOf** has developmental contribution from **some** neurocranial trabecula|vagus nerve **SubClassOf** has developmental contribution from **some** basal plate metencephalon|parathyroid gland **and** part of **some** Caudata **SubClassOf** has developmental contribution from **some** ventral part of pharyngeal pouch 4
http://purl.obolibrary.org/obo/RO_0002255	developmentally contributes to			5	
http://purl.obolibrary.org/obo/RO_0002256	developmentally induced by			26	lens placode **SubClassOf** developmentally induced by **some** optic vesicle|apical ectodermal ridge **SubClassOf** developmentally induced by **some** mesenchyme|cardiac mesoderm **SubClassOf** developmentally induced by **some** anterior lateral plate mesoderm|metanephros induced blastemal cells **SubClassOf** developmentally induced by **some** ureteric bud|metanephric mesenchyme **SubClassOf** developmentally induced by **some** ureteric bud
http://purl.obolibrary.org/obo/RO_0002257	developmentally induces	Inverse of developmentally induced by		4	
http://purl.obolibrary.org/obo/RO_0002258	developmentally preceded by	Candidate definition: x developmentally related to y if and only if there exists some developmental process (GO:0032502) p such that x and y both participates in p, and x is the output of p and y is the input of p		10	
http://purl.obolibrary.org/obo/RO_0002285	developmentally replaces	x developmentally replaces y if and only if there is some developmental process that causes x to move or to cease to exist, and for the site that was occupied by x to become occupied by y, where y either comes into existence in this site or moves to this site from somewhere else		10	metanephros **SubClassOf** developmentally replaces **some** mesonephros|tympanic cavity **SubClassOf** developmentally replaces **some** tubotympanic recess lumen|lumen of pharyngotympanic tube **SubClassOf** developmentally replaces **some** tubotympanic recess lumen|endochondral bone **SubClassOf** developmentally replaces **some** cartilage tissue|oronasal cavity **SubClassOf** developmentally replaces **some** oronasal membrane
http://purl.obolibrary.org/obo/RO_0002286	developmentally succeeded by	Inverse of developmentally preceded by		6	
http://purl.obolibrary.org/obo/RO_0002320	evolutionarily related to	A relationship that holds via some environmental process		5	
http://purl.obolibrary.org/obo/RO_0002321	ecologically related to	A relationship that is mediated in some way by the environment or environmental feature (ENVO:00002297)		2	
http://purl.obolibrary.org/obo/RO_0002322	confers advantage in			9	fin **SubClassOf** confers advantage in **some** aquatic biome|nasal tentacle **SubClassOf** confers advantage in **some** subterrestrial habitat|gill **SubClassOf** confers advantage in **some** aquatic biome|wing **SubClassOf** confers advantage in **some** aerial habitat|salt gland **SubClassOf** confers advantage in **some** marine biome
http://purl.obolibrary.org/obo/RO_0002323	mereotopologically related to	A mereological relationship or a topological relationship		10	
http://purl.obolibrary.org/obo/RO_0002324	developmentally related to			3	
http://purl.obolibrary.org/obo/RO_0002328	functionally related to			9	articular system **SubClassOf** functionally related to **some** locomotion|appendage girdle complex **SubClassOf** functionally related to **some** locomotion|mesenchyme **SubClassOf** functionally related to **some** developmental process|amniotic fluid **SubClassOf** functionally related to **some** in utero embryonic development
http://purl.obolibrary.org/obo/RO_0002329	part of structure that is capable of	this relation holds between c and p when c is part of some c', and c' is capable of p.		3	
http://purl.obolibrary.org/obo/RO_0002350	member of	is member of is a mereological relation between a item and a collection.		3	
http://purl.obolibrary.org/obo/RO_0002351	has member	has member is a mereological relation between a collection and an item.		10	articular system **EquivalentTo** anatomical cluster **and** has member **some** skeletal joint|skeleton **EquivalentTo** anatomical cluster **and** has member **some** skeletal element|collection of feathers **EquivalentTo** anatomical cluster **and** has member **some** feather|collection of hair on face **SubClassOf** has member **some** strand of hair of face|collection of eyelashes **EquivalentTo** collection of hair on face **and** has member **some** eyelash
http://purl.obolibrary.org/obo/RO_0002353	output of			15	membrane bone **SubClassOf** output of **some** intramembranous ossification|lamina terminalis of neural tube **SubClassOf** output of **some** anterior neuropore closure|excreta **EquivalentTo** portion of organism substance **and** output of **some** excretion|feces **EquivalentTo** excreta **and** output of **some** defecation|bodily fluid **EquivalentTo** portion of organism substance **and** output of **some** body fluid secretion
http://purl.obolibrary.org/obo/RO_0002371	attached to			107	rectus thoracis muscle **SubClassOf** attached to **some** rib|central tendon of diaphragm **SubClassOf** attached to **some** fibrous pericardium|columnella muscle **EquivalentTo** muscle organ **and** attached to **some** columnella|palatal tooth **EquivalentTo** calcareous tooth **and** attached to **some** palate bone|eyelash **SubClassOf** attached to **some** eyelid
http://purl.obolibrary.org/obo/RO_0002372	has muscle origin			227	brachioradialis **SubClassOf** has muscle origin **some** humerus|frontalis **SubClassOf** has muscle origin **some** epicranial aponeurosis|iliofemoralis muscle **EquivalentTo** muscle of pelvis **and** has muscle origin **some** ilium **and** has muscle insertion **some** femur|puboischiofemoralis internus muscle **SubClassOf** has muscle origin **some** lumbar vertebra|depressor septi nasi **SubClassOf** has muscle origin **some** maxilla
http://purl.obolibrary.org/obo/RO_0002373	has muscle insertion			230	iliofemoralis muscle **EquivalentTo** muscle of pelvis **and** has muscle origin **some** ilium **and** has muscle insertion **some** femur|quadriceps femoris **SubClassOf** has muscle insertion **some** tibia|fibularis longus **SubClassOf** has muscle insertion **some** metatarsal bone of digit 1|cremaster muscle **SubClassOf** has muscle insertion **some** tunica vaginalis testis|depressor labii inferioris **SubClassOf** has muscle insertion **some** orbicularis oris muscle
http://purl.obolibrary.org/obo/RO_0002374	has fused element			45	tibiofibula **SubClassOf** has fused element **some** fibula|coccyx **SubClassOf** has fused element **some** coccygeal vertebra|postorbital bar **SubClassOf** has fused element **some** zygomatic process of frontal bone|radio-ulna **SubClassOf** has fused element **some** ulna|radio-ulna **SubClassOf** has fused element **some** radius bone
http://purl.obolibrary.org/obo/RO_0002375	in branching relationship with			5	
http://purl.obolibrary.org/obo/RO_0002376	tributary of	x tributary_of y if and only if x a channel for the flow of a substance into y, where y is larger than x. If x and y are hydrographic features, then y is the main stem of a river, or a lake or bay, but not the sea or ocean. If x and y are anatomical, then y is a vein.		97	median cubital vein **SubClassOf** tributary of **some** basilic vein|external jugular vein **SubClassOf** tributary of **some** subclavian vein|cephalic vein **SubClassOf** tributary of **some** subclavian vein|proper palmar digital vein **SubClassOf** tributary of **some** common palmar digital vein|anterior jugular vein **SubClassOf** tributary of **some** subclavian vein
http://purl.obolibrary.org/obo/RO_0002380	branching part of	x is a branching part of y if and only if x is part of y and x is a branch_of the main stem of y		120	masseteric nerve **SubClassOf** branching part of **some** mandibular nerve|inferior phrenic artery **SubClassOf** branching part of **some** abdominal aorta|inferior branch of oculomotor nerve **EquivalentTo** nerve **and** supplies **some** inferior rectus extraocular muscle **and** branching part of **some** oculomotor nerve|superior branch of oculomotor nerve **EquivalentTo** nerve **and** supplies **some** superior rectus extraocular muscle **and** branching part of **some** oculomotor nerve|ethmoidal artery **SubClassOf** branching part of **some** ophthalmic artery
http://purl.obolibrary.org/obo/RO_0002384	has developmental potential involving	x has developmental potential involving y iff x is capable of a developmental process with output y. y may be the successor of x, or may be a different structure in the vicinity (as for example in the case of developmental induction).		6	
http://purl.obolibrary.org/obo/RO_0002385	has potential to developmentally contribute to			11	fin field **EquivalentTo** paired limb/fin field **and** has potential to developmentally contribute to **some** paired fin bud|mesencephalic neural crest **EquivalentTo** neural crest **and** has potential to developmentally contribute to **some** midbrain|diencephalon neural crest **EquivalentTo** neural crest **and** has potential to developmentally contribute to **some** diencephalon|telencephalon neural crest **EquivalentTo** neural crest **and** has potential to developmentally contribute to **some** telencephalon|paired limb/fin field **EquivalentTo** primordium **and** has potential to developmentally contribute to **some** paired limb/fin bud
http://purl.obolibrary.org/obo/RO_0002386	has potential to developmentally induce	x has potential to developmentally induce y iff x developmentally induces y or x is capable of developmentally inducing y		3	
http://purl.obolibrary.org/obo/RO_0002387	has potential to develop into			183	presumptive bulbus arteriosus **EquivalentTo** presumptive structure **and** has potential to develop into **some** bulbus arteriosus|swim bladder bud **SubClassOf** has potential to develop into **some** swim bladder|sublingual gland primordium **SubClassOf** has potential to develop into **some** sublingual gland|submandibular gland primordium **SubClassOf** has potential to develop into **some** submandibular gland|proctodeum **SubClassOf** has potential to develop into **some** anal region
http://purl.obolibrary.org/obo/RO_0002388	has potential to directly develop into			3	
http://purl.obolibrary.org/obo/RO_0002433	contributes to morphology of	p contributes to morphology of w if and only if a change in the morphology of p entails a change in the morphology of w. Examples: every skull contributes to morphology of the head which it is a part of. Counter-example: nuclei do not generally contribute to the morphology of the cell they are part of, as they are buffered by cytoplasm.		648	kidney interstitium **SubClassOf** contributes to morphology of **some** kidney|external naris **SubClassOf** contributes to morphology of **some** olfactory apparatus|lobule of lactiferous gland **SubClassOf** contributes to morphology of **some** mammary gland|anterior segment of eyeball **SubClassOf** contributes to morphology of **some** camera-type eye|loop of Henle **SubClassOf** contributes to morphology of **some** nephron tubule
http://purl.obolibrary.org/obo/RO_0002473	composed primarily of			317	distal tarsal cartilage **EquivalentTo** distal tarsal bone endochondral element **and** composed primarily of **some** cartilage tissue|phalanx cartilage element **EquivalentTo** phalanx endochondral element **and** composed primarily of **some** cartilage tissue|tunicate tunic **SubClassOf** composed primarily of **some** (1->4)-beta-D-glucan|capsule of lymph node **SubClassOf** composed primarily of **some** connective tissue|papillary layer of dermis **SubClassOf** composed primarily of **some** dense connective tissue
http://purl.obolibrary.org/obo/RO_0002476	child nucleus of	c is a child nucleus of d if and only if c and d are both nuclei and parts of cells c' and d', where c' is derived from d' by mitosis and the genetic material in c is a copy of the generic material in d		6	
http://purl.obolibrary.org/obo/RO_0002477	child nucleus of in hermaphrodite	A child nucleus relationship in which the cells are part of a hermaphroditic organism		2	
http://purl.obolibrary.org/obo/RO_0002478	child nucleus of in male	A child nucleus relationship in which the cells are part of a hermaphroditic organism		2	
http://purl.obolibrary.org/obo/RO_0002488	existence starts during	Relation between continuant c and occurrent s, such that every instance of c comes into existing during some s.	https://orcid.org/0000-0002-6601-2165	15	morula **SubClassOf** existence starts during **some** cleavage stage|primitive gut **SubClassOf** existence starts during **some** gastrula stage|notochord **SubClassOf** existence starts during **some** embryo stage|stomochord **SubClassOf** existence starts during **some** embryo stage|hemisphere of embryo **SubClassOf** existence starts during **some** zygote stage
http://purl.obolibrary.org/obo/RO_0002489	existence starts with	Relation between continuant and occurrent, such that c comes into existence at the start of p.	https://orcid.org/0000-0002-6601-2165	10	conceptus **SubClassOf** existence starts with **some** embryo stage|embryo **EquivalentTo** multi-cellular organism **and** existence starts with **some** embryo stage **and** existence ends with **some** embryo stage|adult organism **EquivalentTo** multi-cellular organism **and** existence starts with **some** post-juvenile adult stage **and** existence ends with **some** post-juvenile adult stage|sexually immature organism **EquivalentTo** multi-cellular organism **and** existence starts with **some** sexually immature stage **and** existence ends with **some** sexually immature stage|cleaving embryo **EquivalentTo** multi-cellular organism **and** existence starts with **some** cleavage stage **and** existence ends with **some** cleavage stage
http://purl.obolibrary.org/obo/RO_0002492	existence ends during	Relation between continuant c and occurrent s, such that every instance of c ceases to exist during some s, if it does not die prematurely.	https://orcid.org/0000-0002-6601-2165	37	genitourinary system **SubClassOf** existence ends during **some** fully formed stage|limb segment **SubClassOf** existence ends during **some** fully formed stage|gastrointestinal system **SubClassOf** existence ends during **some** fully formed stage|metanephros **SubClassOf** existence ends during **some** fully formed stage|skeletal system **SubClassOf** existence ends during **some** fully formed stage
http://purl.obolibrary.org/obo/RO_0002493	existence ends with	Relation between continuant and occurrent, such that c ceases to exist at the end of p.	https://orcid.org/0000-0002-6601-2165	10	conceptus **SubClassOf** existence ends with **some** embryo stage|late embryo **SubClassOf** existence ends with **some** late embryonic stage|embryo **EquivalentTo** multi-cellular organism **and** existence starts with **some** embryo stage **and** existence ends with **some** embryo stage|adult organism **EquivalentTo** multi-cellular organism **and** existence starts with **some** post-juvenile adult stage **and** existence ends with **some** post-juvenile adult stage|sexually immature organism **EquivalentTo** multi-cellular organism **and** existence starts with **some** sexually immature stage **and** existence ends with **some** sexually immature stage
http://purl.obolibrary.org/obo/RO_0002494	transformation of			4	
http://purl.obolibrary.org/obo/RO_0002495	immediate transformation of			71	myelencephalon **SubClassOf** immediate transformation of **some** future myelencephalon|nucleus ambiguus **SubClassOf** immediate transformation of **some** future nucleus ambiguus|hindbrain **SubClassOf** immediate transformation of **some** presumptive hindbrain|uterus **SubClassOf** immediate transformation of **some** embryonic uterus|neural tube derived brain **SubClassOf** immediate transformation of **some** future brain
http://purl.obolibrary.org/obo/RO_0002496	existence starts during or after			9	organ **SubClassOf** existence starts during or after **some** organogenesis stage|anatomical system **SubClassOf** existence starts during or after **some** organogenesis stage|future nervous system **SubClassOf** existence starts during or after **some** organogenesis stage
http://purl.obolibrary.org/obo/RO_0002497	existence ends during or before			6	
http://purl.obolibrary.org/obo/RO_0003000	produces	a produces b if some process that occurs_in a has_output b, where a and b are material entities. Examples: hybridoma cell line produces monoclonal antibody reagent; chondroblast produces avascular GAG-rich matrix.		33	salivary gland **EquivalentTo** gland **and** produces **some** saliva|silk gland **EquivalentTo** gland **and** produces **some** silk|ciliary epithelium **SubClassOf** produces **some** aqueous humor of eyeball|sweat gland **EquivalentTo** gland **and** produces **some** sweat|mucous gland **SubClassOf** produces **some** mucus
http://purl.obolibrary.org/obo/RO_0003001	produced by			43	cervical mucus **EquivalentTo** mucus **and** produced by **some** uterine cervix|respiratory system mucus **EquivalentTo** mucus **and** produced by **some** respiratory system mucosa|sweat **EquivalentTo** bodily secretion **and** produced by **some** sweat gland|scrotal sweat **EquivalentTo** sweat **and** produced by **some** scrotal sweat gland|sweat of axilla **EquivalentTo** sweat **and** produced by **some** axilla
http://purl.obolibrary.org/obo/core#connected_to				1	
http://purl.obolibrary.org/obo/core#distally_connected_to				1	
http://purl.obolibrary.org/obo/core#innervated_by				1	
http://purl.obolibrary.org/obo/core#subdivision_of				1	
http://purl.obolibrary.org/obo/uberon/core#anteriorly_connected_to	anteriorly connected to	x anteriorly_connected_to y iff the anterior part of x is connected to y. i.e. x connected_to y and x posterior_to y.	http://purl.obolibrary.org/obo/uberon/docs/Connectivity-Design-Pattern	31	neck **SubClassOf** anteriorly connected to **some** head|mammalian cervical vertebra 3 **SubClassOf** anteriorly connected to **some** vertebral bone 2|thoracic vertebra 10 **SubClassOf** anteriorly connected to **some** thoracic vertebra 9|thoracic vertebra 7 **SubClassOf** anteriorly connected to **some** thoracic vertebra 6|thoracic vertebra 12 **SubClassOf** anteriorly connected to **some** thoracic vertebra 11
http://purl.obolibrary.org/obo/uberon/core#channel_for	channel for			26	mammary duct **SubClassOf** channel for **some** milk|lateral vaginal canal **SubClassOf** channel for **some** semen|blood vessel **SubClassOf** channel for **some** blood|bile duct **EquivalentTo** duct **and** channel for **some** bile|male genital duct **SubClassOf** channel for **some** semen
http://purl.obolibrary.org/obo/uberon/core#channels_from	channels_from			26	posterior cardinal vein **SubClassOf** channels from **some** vasculature of trunk|ejaculatory duct **SubClassOf** channels from **some** seminal vesicle|efferent duct **SubClassOf** channels from **some** rete testis|pulmonary venous system **SubClassOf** channels from **some** lung vasculature|brachiocephalic artery **SubClassOf** channels from **some** arch of aorta
http://purl.obolibrary.org/obo/uberon/core#channels_into	channels_into			18	cystic duct **SubClassOf** channels into **some** common bile duct|rete testis **SubClassOf** channels into **some** efferent duct|renal pelvis **SubClassOf** channels into **some** ureter|common bile duct **SubClassOf** channels into **some** ventral pancreatic duct|ejaculatory duct **SubClassOf** channels into **some** urethra
http://purl.obolibrary.org/obo/uberon/core#developmentally_succeeded_by				2	
http://purl.obolibrary.org/obo/uberon/core#distally_connected_to	distally connected to	x distally_connected_to y iff the distal part of x is connected to y. i.e. x connected_to y and x proximal_to y.	http://purl.obolibrary.org/obo/uberon/docs/Connectivity-Design-Pattern	50	stylopodial skeleton **and** part of **some** Tetrapoda **SubClassOf** distally connected to **some** zeugopodial skeleton|distal tarsal bone 2 **SubClassOf** distally connected to **some** metatarsal bone of digit 2|distal tarsal bone 1 **SubClassOf** distally connected to **some** metatarsal bone of digit 1|distal tarsal bone 3 **SubClassOf** distally connected to **some** metatarsal bone of digit 3|middle phalanx **and** part of **some** Euarchontoglires **SubClassOf** distally connected to **some** distal phalanx
http://purl.obolibrary.org/obo/uberon/core#enclosed_by	enclosed_by			61	lumen of anal canal **EquivalentTo** anatomical space **and** enclosed by **some** anal canal|stomach lumen **EquivalentTo** anatomical space **and** enclosed by **some** stomach|mantle cavity **EquivalentTo** anatomical space **and** enclosed by **some** mantle|lumen of central canal of spinal cord **EquivalentTo** anatomical space **and** enclosed by **some** central canal of spinal cord|cavum septum pellucidum **EquivalentTo** anatomical space **and** enclosed by **some** septum pellucidum
http://purl.obolibrary.org/obo/uberon/core#encloses	encloses	x encloses y iff the convex hull formed by x contains all or the majority of y.	https://orcid.org/0000-0002-6601-2165	6	orbital region **SubClassOf** encloses **some** camera-type eye|nasal cartilage **SubClassOf** encloses **some** nasal vestibule|anatomical conduit **SubClassOf** encloses **some** anatomical conduit space|neurocranium **SubClassOf** encloses **some** brain
http://purl.obolibrary.org/obo/uberon/core#evolved_from	evolved_from			16	gastrocnemius lateralis **SubClassOf** evolved from **some** gastrocnemius externus|gastrocnemius medialis **SubClassOf** evolved from **some** gastrocnemius internus|paired limb/fin **SubClassOf** evolved from **some** paired fin|narwhal tusk **SubClassOf** evolved from **some** upper left incisor tusk|spiral organ of cochlea **SubClassOf** evolved from **some** basilar papilla
http://purl.obolibrary.org/obo/uberon/core#evolved_multiple_times_in	evolved_multiple_times_in			3	bony vertebral centrum **SubClassOf** evolved multiple times in **some** Vertebrata <Metazoa>|interventricular septum **SubClassOf** evolved multiple times in **some** Vertebrata <Metazoa>
http://purl.obolibrary.org/obo/uberon/core#existence_starts_and_ends_during	existence starts and ends during			16	tadpole **EquivalentTo** multi-cellular organism **and** existence starts and ends during **some** tadpole stage|blastula **EquivalentTo** multi-cellular organism **and** existence starts and ends during **some** blastula stage|entire extraembryonic component **SubClassOf** existence starts and ends during **some** embryo stage|echinopluteus larva **EquivalentTo** multi-cellular organism **and** existence starts and ends during **some** echinopluteus larval stage|nematode larva **EquivalentTo** multi-cellular organism **and** existence starts and ends during **some** nematode larval stage
http://purl.obolibrary.org/obo/uberon/core#has_muscle_antagonist	has_muscle_antagonist	m1 has_muscle_antagonist m2 iff m1 acts in opposition to m2, and m2 is responsible for returning the structure to its initial position.	http://en.wikipedia.org/wiki/Antagonist_(muscle)	50	plantaris **SubClassOf** has muscle antagonist **some** tibialis anterior|tibialis anterior **SubClassOf** has muscle antagonist **some** tibialis posterior|latissimus dorsi muscle **SubClassOf** has muscle antagonist **some** deltoid|adductor pollicis muscle **SubClassOf** has muscle antagonist **some** abductor pollicis brevis muscle|flexor pollicis longus muscle **SubClassOf** has muscle antagonist **some** extensor pollicis longus muscle
http://purl.obolibrary.org/obo/uberon/core#has_skeleton	has skeleton	A relation between a subdivision of an organism and the single subdivision of skeleton that provides structural support for that subdivision.	http://orcid.org/0000-0002-6601-2165	81	digit plus metapodial segment **SubClassOf** has skeleton **some** individual digit of digitopodial skeleton|alular digit plus metapodial segment **SubClassOf** has skeleton **some** alular digit digitopodial skeleton|manual major digit (Aves) plus metapodial segment **SubClassOf** has skeleton **some** manual major digit (Aves) digitopodial skeleton|lower jaw region **SubClassOf** has skeleton **some** skeleton of lower jaw|manual minor digit (Aves) plus metapodial segment **SubClassOf** has skeleton **some** manual minor digit (Aves) digitopodial skeleton
http://purl.obolibrary.org/obo/uberon/core#has_start	has_start			1	
http://purl.obolibrary.org/obo/uberon/core#occurs_in				2	
http://purl.obolibrary.org/obo/uberon/core#posteriorly_connected_to	posteriorly connected to	x posteriorly_connected_to y iff the posterior part of x is connected to y. i.e. x connected_to y and x anterior_to y.	http://purl.obolibrary.org/obo/uberon/docs/Connectivity-Design-Pattern	4	neck **SubClassOf** posteriorly connected to **some** trunk
http://purl.obolibrary.org/obo/uberon/core#proximally_connected_to	proximally connected to	x proximally_connected_to y iff the proximal part of x is connected to y. i.e. x connected_to y and x distal_to y.	http://purl.obolibrary.org/obo/uberon/docs/Connectivity-Design-Pattern	81	metacarpus skeleton **SubClassOf** proximally connected to **some** carpal skeleton|respiratory bronchiole **SubClassOf** proximally connected to **some** terminal bronchiole|metatarsus skeleton **SubClassOf** proximally connected to **some** tarsal skeleton|metapodial skeleton **SubClassOf** proximally connected to **some** mesopodial skeleton|acropodial skeleton **SubClassOf** proximally connected to **some** metapodial skeleton
http://purl.obolibrary.org/obo/uberon/core#site_of	site_of	c site_of p if c is the bearer of a disposition that is realized by a process that has p as part		28	uterus or analog **EquivalentTo** subdivision of tube **and** site of **some** embryo development|Peyer's patch germinal center **SubClassOf** site of **some** plasma cell differentiation|vascular cord **SubClassOf** site of **some** branching morphogenesis of an epithelial tube|gonad **SubClassOf** site of **some** gamete generation|growth plate cartilage **SubClassOf** site of **some** bone mineralization
http://purl.obolibrary.org/obo/uberon/core#subdivision_of	subdivision of			81	metacarpus skeleton **EquivalentTo** subdivision of skeleton **and** subdivision of **some** metacarpus region|pectoral fin skeleton **EquivalentTo** subdivision of skeleton **and** subdivision of **some** pectoral fin|pelvic fin skeleton **EquivalentTo** subdivision of skeleton **and** subdivision of **some** pelvic fin|forelimb skeleton **EquivalentTo** subdivision of skeleton **and** subdivision of **some** forelimb|hindlimb skeleton **EquivalentTo** subdivision of skeleton **and** subdivision of **some** hindlimb
http://purl.obolibrary.org/obo/uberon/core#transitively_anteriorly_connected_to	transitively anteriorly connected to	.	http://purl.obolibrary.org/obo/uberon/docs/Connectivity-Design-Pattern	3	
http://purl.obolibrary.org/obo/uberon/core#transitively_connected_to	transitively_connected to			3	
http://purl.obolibrary.org/obo/uberon/core#transitively_distally_connected_to	transitively distally connected to	.	http://purl.obolibrary.org/obo/uberon/docs/Connectivity-Design-Pattern	3	
http://purl.obolibrary.org/obo/uberon/core#transitively_proximally_connected_to	transitively proximally connected to	.	http://purl.obolibrary.org/obo/uberon/docs/Connectivity-Design-Pattern	3	
http://www.w3.org/2002/07/owl#topObjectProperty				2	
