ClassID	ClassLabel	In ID	In Class	BFO_0000050 part_of ID	BFO_0000050 part_of Label	BFO_0000051 has part ID	BFO_0000051 has part Label
UBERON:0001138	superior mesenteric vein	-	-	UBERON:0004537|UBERON:0005806|UBERON:0004582	blood vasculature|portal system|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001138	superior mesenteric vein	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004537|UBERON:0005806|UBERON:0004582	Danio rerio|blood vasculature|portal system|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001138	superior mesenteric vein	-	-	UBERON:0004537|UBERON:0005806|UBERON:0004582	blood vasculature|portal system|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001138	superior mesenteric vein	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004537|UBERON:0005806|UBERON:0004582	Homo sapiens|blood vasculature|portal system|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001139	common iliac vein	-	-	UBERON:0001072	inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001139	common iliac vein	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001072	Danio rerio|inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001139	common iliac vein	-	-	UBERON:0001072	inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001139	common iliac vein	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001072	Homo sapiens|inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001140	renal vein	-	-	UBERON:0001072	inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001140	renal vein	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001072	Danio rerio|inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001140	renal vein	-	-	UBERON:0001072	inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001140	renal vein	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001072	Homo sapiens|inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001141	right renal vein	-	-	UBERON:0001072	inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001141	right renal vein	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001072	Danio rerio|inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001141	right renal vein	-	-	UBERON:0001072	inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001141	right renal vein	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001072	Homo sapiens|inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001142	left renal vein	-	-	UBERON:0001072	inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001142	left renal vein	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001072	Danio rerio|inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001142	left renal vein	-	-	UBERON:0001072	inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001142	left renal vein	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001072	Homo sapiens|inferior vena cava	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001143	hepatic vein	-	-	UBERON:0001072|UBERON:0006877	inferior vena cava|vasculature of liver	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001143	hepatic vein	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001072|UBERON:0006877	Danio rerio|inferior vena cava|vasculature of liver	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001143	hepatic vein	-	-	UBERON:0001072|UBERON:0006877	inferior vena cava|vasculature of liver	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001143	hepatic vein	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001072|UBERON:0006877	Homo sapiens|inferior vena cava|vasculature of liver	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001144	testicular vein	-	-	UBERON:0004537|UBERON:0004582	blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001144	testicular vein	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004537|UBERON:0004582	Danio rerio|blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001144	testicular vein	-	-	UBERON:0004537|UBERON:0004582	blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001144	testicular vein	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004537|UBERON:0004582	Homo sapiens|blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001145	ovarian vein	-	-	UBERON:0004537|UBERON:0004582	blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001145	ovarian vein	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004537|UBERON:0004582	Danio rerio|blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001145	ovarian vein	-	-	UBERON:0004537|UBERON:0004582	blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001145	ovarian vein	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004537|UBERON:0004582	Homo sapiens|blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001146	suprarenal vein	-	-	UBERON:0004537|UBERON:0004582	blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001146	suprarenal vein	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004537|UBERON:0004582	Danio rerio|blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001146	suprarenal vein	-	-	UBERON:0004537|UBERON:0004582	blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001146	suprarenal vein	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004537|UBERON:0004582	Homo sapiens|blood vasculature|venous system	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001147	trunk of peripheral nerve	-	-	UBERON:0002003|UBERON:0000062	peripheral nerve|organ	GO:0005623	cell
UBERON:0001147	trunk of peripheral nerve	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002003|UBERON:0000062	Danio rerio|peripheral nerve|organ	GO:0005623	cell
UBERON:0001147	trunk of peripheral nerve	-	-	UBERON:0002003|UBERON:0000062	peripheral nerve|organ	GO:0005623	cell
UBERON:0001147	trunk of peripheral nerve	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002003|UBERON:0000062	Homo sapiens|peripheral nerve|organ	GO:0005623	cell
UBERON:0001148	median nerve	-	-	UBERON:0001814|UBERON:0001460	brachial nerve plexus|arm	CL:0002573|UBERON:0000470|GO:0043005	Schwann cell|cell part|neuron projection
UBERON:0001148	median nerve	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001814|UBERON:0001460	Danio rerio|brachial nerve plexus|arm	CL:0002573|UBERON:0000470|GO:0043005	Schwann cell|cell part|neuron projection
UBERON:0001148	median nerve	-	-	UBERON:0001814|UBERON:0001460	brachial nerve plexus|arm	CL:0002573|UBERON:0000470|GO:0043005	Schwann cell|cell part|neuron projection
UBERON:0001148	median nerve	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001814|UBERON:0001460	Homo sapiens|brachial nerve plexus|arm	CL:0002573|UBERON:0000470|GO:0043005	Schwann cell|cell part|neuron projection
UBERON:0001149	bare area of liver	-	-	UBERON:0001114	right lobe of liver		
UBERON:0001149	bare area of liver	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001114	Danio rerio|right lobe of liver		
UBERON:0001149	bare area of liver	-	-	UBERON:0001114	right lobe of liver		
UBERON:0001149	bare area of liver	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001114	Homo sapiens|right lobe of liver		
UBERON:0001150	body of pancreas	-	-	UBERON:0001264	pancreas	GO:0005623	cell
UBERON:0001150	body of pancreas	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001264	Danio rerio|pancreas	GO:0005623	cell
UBERON:0001150	body of pancreas	-	-	UBERON:0001264	pancreas	GO:0005623	cell
UBERON:0001150	body of pancreas	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001264	Homo sapiens|pancreas	GO:0005623	cell
UBERON:0001151	tail of pancreas	-	-	UBERON:0001264	pancreas	GO:0005623	cell
UBERON:0001151	tail of pancreas	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001264	Danio rerio|pancreas	GO:0005623	cell
UBERON:0001151	tail of pancreas	-	-	UBERON:0001264	pancreas	GO:0005623	cell
UBERON:0001151	tail of pancreas	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001264	Homo sapiens|pancreas	GO:0005623	cell
UBERON:0001152	cystic duct	-	-	UBERON:0001173	biliary tree		
UBERON:0001152	cystic duct	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001173	Danio rerio|biliary tree		
UBERON:0001152	cystic duct	-	-	UBERON:0001173	biliary tree		
UBERON:0001152	cystic duct	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001173	Homo sapiens|biliary tree		
UBERON:0001153	caecum	-	-	UBERON:0001155	colon	GO:0005623	cell
UBERON:0001153	caecum	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001155	Danio rerio|colon	GO:0005623	cell
UBERON:0001153	caecum	-	-	UBERON:0001155	colon	GO:0005623	cell
UBERON:0001153	caecum	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001155	Homo sapiens|colon	GO:0005623	cell
UBERON:0001154	vermiform appendix	-	-	UBERON:0001153	caecum	GO:0005623	cell
UBERON:0001154	vermiform appendix	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001153	Danio rerio|caecum	GO:0005623	cell
UBERON:0001154	vermiform appendix	-	-	UBERON:0001153	caecum	GO:0005623	cell
UBERON:0001154	vermiform appendix	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001153	Homo sapiens|caecum	GO:0005623	cell
UBERON:0001155	colon	-	-	UBERON:0000059	large intestine	GO:0005623	cell
UBERON:0001155	colon	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000059	Danio rerio|large intestine	GO:0005623	cell
UBERON:0001155	colon	-	-	UBERON:0000059	large intestine	GO:0005623	cell
UBERON:0001155	colon	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000059	Homo sapiens|large intestine	GO:0005623	cell
UBERON:0001156	ascending colon	-	-	UBERON:0001155	colon	GO:0005623	cell
UBERON:0001156	ascending colon	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001155	Danio rerio|colon	GO:0005623	cell
UBERON:0001156	ascending colon	-	-	UBERON:0001155	colon	GO:0005623	cell
UBERON:0001156	ascending colon	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001155	Homo sapiens|colon	GO:0005623	cell
UBERON:0001157	transverse colon	-	-	UBERON:0001155	colon	GO:0005623	cell
UBERON:0001157	transverse colon	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001155	Danio rerio|colon	GO:0005623	cell
UBERON:0001157	transverse colon	-	-	UBERON:0001155	colon	GO:0005623	cell
UBERON:0001157	transverse colon	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001155	Homo sapiens|colon	GO:0005623	cell
UBERON:0001158	descending colon	-	-	UBERON:0001155	colon	GO:0005623	cell
UBERON:0001158	descending colon	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001155	Danio rerio|colon	GO:0005623	cell
UBERON:0001158	descending colon	-	-	UBERON:0001155	colon	GO:0005623	cell
UBERON:0001158	descending colon	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001155	Homo sapiens|colon	GO:0005623	cell
UBERON:0001159	sigmoid colon	-	-	UBERON:0001155	colon	GO:0005623	cell
UBERON:0001159	sigmoid colon	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001155	Danio rerio|colon	GO:0005623	cell
UBERON:0001159	sigmoid colon	-	-	UBERON:0001155	colon	GO:0005623	cell
UBERON:0001159	sigmoid colon	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001155	Homo sapiens|colon	GO:0005623	cell
UBERON:0001160	fundus of stomach	-	-	UBERON:0000945	stomach	UBERON:0010038	fundic gastric gland
UBERON:0001160	fundus of stomach	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000945	Danio rerio|stomach	UBERON:0010038	fundic gastric gland
UBERON:0001160	fundus of stomach	-	-	UBERON:0000945	stomach	UBERON:0010038	fundic gastric gland
UBERON:0001160	fundus of stomach	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000945	Homo sapiens|stomach	UBERON:0010038	fundic gastric gland
UBERON:0001161	body of stomach	-	-	UBERON:0000945	stomach	GO:0005623	cell
UBERON:0001161	body of stomach	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000945	Danio rerio|stomach	GO:0005623	cell
UBERON:0001161	body of stomach	-	-	UBERON:0000945	stomach	GO:0005623	cell
UBERON:0001161	body of stomach	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000945	Homo sapiens|stomach	GO:0005623	cell
UBERON:0001162	cardia of stomach	-	-	UBERON:0000945	stomach	UBERON:0008859	cardiac gastric gland
UBERON:0001162	cardia of stomach	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000945	Danio rerio|stomach	UBERON:0008859	cardiac gastric gland
UBERON:0001162	cardia of stomach	-	-	UBERON:0000945	stomach	UBERON:0008859	cardiac gastric gland
UBERON:0001162	cardia of stomach	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000945	Homo sapiens|stomach	UBERON:0008859	cardiac gastric gland
UBERON:0001163	lesser curvature of stomach	-	-	UBERON:0000945	stomach	GO:0005623	cell
UBERON:0001163	lesser curvature of stomach	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000945	Danio rerio|stomach	GO:0005623	cell
UBERON:0001163	lesser curvature of stomach	-	-	UBERON:0000945	stomach	GO:0005623	cell
UBERON:0001163	lesser curvature of stomach	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000945	Homo sapiens|stomach	GO:0005623	cell
UBERON:0001164	greater curvature of stomach	-	-	UBERON:0000945	stomach	GO:0005623	cell
UBERON:0001164	greater curvature of stomach	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000945	Danio rerio|stomach	GO:0005623	cell
UBERON:0001164	greater curvature of stomach	-	-	UBERON:0000945	stomach	GO:0005623	cell
UBERON:0001164	greater curvature of stomach	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000945	Homo sapiens|stomach	GO:0005623	cell
UBERON:0001165	pyloric antrum	-	-	UBERON:0001166	pylorus	GO:0005623	cell
UBERON:0001165	pyloric antrum	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001166	Danio rerio|pylorus	GO:0005623	cell
UBERON:0001165	pyloric antrum	-	-	UBERON:0001166	pylorus	GO:0005623	cell
UBERON:0001165	pyloric antrum	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001166	Homo sapiens|pylorus	GO:0005623	cell
UBERON:0001166	pylorus	-	-	UBERON:0000945	stomach	UBERON:0008858|UBERON:0008861|UBERON:0001165	pyloric canal|pyloric gastric gland|pyloric antrum
UBERON:0001166	pylorus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000945	Danio rerio|stomach	UBERON:0008858|UBERON:0008861|UBERON:0001165	pyloric canal|pyloric gastric gland|pyloric antrum
UBERON:0001166	pylorus	-	-	UBERON:0000945	stomach	UBERON:0008858|UBERON:0008861|UBERON:0001165	pyloric canal|pyloric gastric gland|pyloric antrum
UBERON:0001166	pylorus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000945	Homo sapiens|stomach	UBERON:0008858|UBERON:0008861|UBERON:0001165	pyloric canal|pyloric gastric gland|pyloric antrum
UBERON:0001167	wall of stomach	-	-	UBERON:0000945	stomach	UBERON:0004923	organ component layer
UBERON:0001167	wall of stomach	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000945	Danio rerio|stomach	UBERON:0004923	organ component layer
UBERON:0001167	wall of stomach	-	-	UBERON:0000945	stomach	UBERON:0004923	organ component layer
UBERON:0001167	wall of stomach	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000945	Homo sapiens|stomach	UBERON:0004923	organ component layer
UBERON:0001168	wall of small intestine	-	-	UBERON:0002108	small intestine	UBERON:0004923	organ component layer
UBERON:0001168	wall of small intestine	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002108	Danio rerio|small intestine	UBERON:0004923	organ component layer
UBERON:0001168	wall of small intestine	-	-	UBERON:0002108	small intestine	UBERON:0004923	organ component layer
UBERON:0001168	wall of small intestine	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002108	Homo sapiens|small intestine	UBERON:0004923	organ component layer
UBERON:0001169	wall of large intestine	-	-	UBERON:0001262|UBERON:0000059	wall of intestine|large intestine	UBERON:0004923	organ component layer
UBERON:0001169	wall of large intestine	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001262|UBERON:0000059	Danio rerio|wall of intestine|large intestine	UBERON:0004923	organ component layer
UBERON:0001169	wall of large intestine	-	-	UBERON:0001262|UBERON:0000059	wall of intestine|large intestine	UBERON:0004923	organ component layer
UBERON:0001169	wall of large intestine	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001262|UBERON:0000059	Homo sapiens|wall of intestine|large intestine	UBERON:0004923	organ component layer
UBERON:0001170	mesentery of small intestine	-	-	UBERON:0001243|UBERON:0001168|UBERON:0001178	serosa of intestine|wall of small intestine|visceral peritoneum	UBERON:0001136|UBERON:0002384	mesothelium|connective tissue
UBERON:0001170	mesentery of small intestine	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001243|UBERON:0001168|UBERON:0001178	Danio rerio|serosa of intestine|wall of small intestine|visceral peritoneum	UBERON:0001136|UBERON:0002384	mesothelium|connective tissue
UBERON:0001170	mesentery of small intestine	-	-	UBERON:0001243|UBERON:0001168|UBERON:0001178	serosa of intestine|wall of small intestine|visceral peritoneum	UBERON:0001136|UBERON:0002384	mesothelium|connective tissue
UBERON:0001170	mesentery of small intestine	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001243|UBERON:0001168|UBERON:0001178	Homo sapiens|serosa of intestine|wall of small intestine|visceral peritoneum	UBERON:0001136|UBERON:0002384	mesothelium|connective tissue
UBERON:0001171	portal lobule	-	-	UBERON:0001280	liver parenchyma	GO:0005623	cell
UBERON:0001171	portal lobule	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001280	Danio rerio|liver parenchyma	GO:0005623	cell
UBERON:0001171	portal lobule	-	-	UBERON:0001280	liver parenchyma	GO:0005623	cell
UBERON:0001171	portal lobule	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001280	Homo sapiens|liver parenchyma	GO:0005623	cell
UBERON:0001172	hepatic acinus	-	-	UBERON:0004647|UBERON:0001171	liver lobule|portal lobule	GO:0005623	cell
UBERON:0001172	hepatic acinus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004647|UBERON:0001171	Danio rerio|liver lobule|portal lobule	GO:0005623	cell
UBERON:0001172	hepatic acinus	-	-	UBERON:0004647|UBERON:0001171	liver lobule|portal lobule	GO:0005623	cell
UBERON:0001172	hepatic acinus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004647|UBERON:0001171	Homo sapiens|liver lobule|portal lobule	GO:0005623	cell
UBERON:0001173	biliary tree	-	-	UBERON:0002294	biliary system	GO:0005623	cell
UBERON:0001173	biliary tree	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002294	Danio rerio|biliary system	GO:0005623	cell
UBERON:0001173	biliary tree	-	-	UBERON:0002294	biliary system	GO:0005623	cell
UBERON:0001173	biliary tree	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002294	Homo sapiens|biliary system	GO:0005623	cell
UBERON:0001174	common bile duct	-	-	UBERON:0001173	biliary tree		
UBERON:0001174	common bile duct	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001173	Danio rerio|biliary tree		
UBERON:0001174	common bile duct	-	-	UBERON:0001173	biliary tree		
UBERON:0001174	common bile duct	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001173	Homo sapiens|biliary tree		
UBERON:0001175	common hepatic duct	-	-	UBERON:0005604	hepatic duct extrahepatic part		
UBERON:0001175	common hepatic duct	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0005604	Danio rerio|hepatic duct extrahepatic part		
UBERON:0001175	common hepatic duct	-	-	UBERON:0005604	hepatic duct extrahepatic part		
UBERON:0001175	common hepatic duct	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0005604	Homo sapiens|hepatic duct extrahepatic part		
UBERON:0001176	right hepatic duct	-	-	UBERON:0005171	hepatic duct		
UBERON:0001176	right hepatic duct	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0005171	Danio rerio|hepatic duct		
UBERON:0001176	right hepatic duct	-	-	UBERON:0005171	hepatic duct		
UBERON:0001176	right hepatic duct	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0005171	Homo sapiens|hepatic duct		
UBERON:0001177	left hepatic duct	-	-	UBERON:0005171	hepatic duct		
UBERON:0001177	left hepatic duct	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0005171	Danio rerio|hepatic duct		
UBERON:0001177	left hepatic duct	-	-	UBERON:0005171	hepatic duct		
UBERON:0001177	left hepatic duct	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0005171	Homo sapiens|hepatic duct		
UBERON:0001178	visceral peritoneum	-	-	UBERON:0002358	peritoneum	GO:0005623	cell
UBERON:0001178	visceral peritoneum	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002358	Danio rerio|peritoneum	GO:0005623	cell
UBERON:0001178	visceral peritoneum	-	-	UBERON:0002358	peritoneum	GO:0005623	cell
UBERON:0001178	visceral peritoneum	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002358	Homo sapiens|peritoneum	GO:0005623	cell
UBERON:0001179	peritoneal cavity	-	-	UBERON:0005906	serous sac		
UBERON:0001179	peritoneal cavity	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0005906	Danio rerio|serous sac		
UBERON:0001179	peritoneal cavity	-	-	UBERON:0005906	serous sac		
UBERON:0001179	peritoneal cavity	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0005906	Homo sapiens|serous sac		
UBERON:0001180	superior recess of lesser sac	-	-	UBERON:0001341	lesser sac		
UBERON:0001180	superior recess of lesser sac	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001341	Danio rerio|lesser sac		
UBERON:0001180	superior recess of lesser sac	-	-	UBERON:0001341	lesser sac		
UBERON:0001180	superior recess of lesser sac	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001341	Homo sapiens|lesser sac		
UBERON:0001181	inferior recess of lesser sac	-	-	UBERON:0001341	lesser sac		
UBERON:0001181	inferior recess of lesser sac	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001341	Danio rerio|lesser sac		
UBERON:0001181	inferior recess of lesser sac	-	-	UBERON:0001341	lesser sac		
UBERON:0001181	inferior recess of lesser sac	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001341	Homo sapiens|lesser sac		
UBERON:0001182	superior mesenteric artery	-	-	UBERON:0001516	abdominal aorta	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001182	superior mesenteric artery	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001516	Danio rerio|abdominal aorta	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001182	superior mesenteric artery	-	-	UBERON:0001516	abdominal aorta	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001182	superior mesenteric artery	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001516	Homo sapiens|abdominal aorta	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001183	inferior mesenteric artery	-	-	UBERON:0001516	abdominal aorta	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001183	inferior mesenteric artery	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001516	Danio rerio|abdominal aorta	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001183	inferior mesenteric artery	-	-	UBERON:0001516	abdominal aorta	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001183	inferior mesenteric artery	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001516	Homo sapiens|abdominal aorta	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001184	renal artery	-	-	UBERON:0001516	abdominal aorta	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001184	renal artery	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001516	Danio rerio|abdominal aorta	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0001184	renal artery	-	-	UBERON:0001516	abdominal aorta	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
