ClassID	ClassLabel	RO_0002488 existence starts during ID	RO_0002488 existence starts during Label	RO_0002492 existence ends during ID	RO_0002492 existence ends during Label	RO_0002496 existence starts during or after ID	RO_0002496 existence starts during or after Label	RO_0002497 existence ends during or before ID	RO_0002497 existence ends during or before Label
UBERON:0000922	embryo	UBERON:0000068	embryo stage	UBERON:0000068	embryo stage	UBERON:0000068	embryo stage	UBERON:0000068	embryo stage
UBERON:0000923	germ layer					ZFS:0000020	Gastrula:75%-epiboly (Danio)	ZFS:0000038	Larval:Day 6 (Danio)
UBERON:0000924	ectoderm					ZFS:0000020	Gastrula:75%-epiboly (Danio)	ZFS:0000038	Larval:Day 6 (Danio)
UBERON:0000925	endoderm					ZFS:0000020	Gastrula:75%-epiboly (Danio)	ZFS:0000038|ZFS:0000035	Larval:Day 6 (Danio)|Larval:Protruding-mouth (Danio)
UBERON:0000926	mesoderm					ZFS:0000020	Gastrula:75%-epiboly (Danio)	ZFS:0000038|ZFS:0000034	Larval:Day 6 (Danio)|Hatching:Pec-fin (Danio)
UBERON:0000927	mesectoderm					ZFS:0000020	Gastrula:75%-epiboly (Danio)	ZFS:0000038	Larval:Day 6 (Danio)
UBERON:0000928	embryonic segment					UBERON:0000111|ZFS:0000014	organogenesis stage|Blastula:Sphere (Danio)	ZFS:0000038	Larval:Day 6 (Danio)
UBERON:0000929	pharyngeal branch of vagus nerve					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000930	stomodeum					ZFS:0000027	Segmentation:20-25 somites (Danio)	ZFS:0000038	Larval:Day 6 (Danio)
UBERON:0000931	proctodeum					ZFS:0000028	Segmentation:26+ somites (Danio)	ZFS:0000038|ZFS:0000029	Larval:Day 6 (Danio)|Pharyngula:Prim-5 (Danio)
UBERON:0000933	pharyngeal muscle					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0000935	anterior commissure					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000936	posterior commissure					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000941	cranial nerve II					ZFS:0000033|UBERON:0000111	Hatching:Long-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0000942	frontal nerve (branch of ophthalmic)					UBERON:0000111|ZFS:0000014	organogenesis stage|Blastula:Sphere (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000946	cardial valve					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0000947	aorta					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000948	heart					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0000949	endocrine system			UBERON:0000066	fully formed stage	UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000951	rotator muscle of the vertebral column					UBERON:0000111|ZFS:0000023	organogenesis stage|Segmentation:1-4 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000955	brain			UBERON:0000066	fully formed stage	UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000956	cerebral cortex					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0000957	lamina								
UBERON:0000958	medulla of organ								
UBERON:0000959	optic chiasma					ZFS:0000033|UBERON:0000111	Hatching:Long-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0000961	thoracic ganglion					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000962	nerve of cervical vertebra					UBERON:0000111|ZFS:0000014	organogenesis stage|Blastula:Sphere (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000964	cornea					ZFS:0000034|UBERON:0000111	Hatching:Pec-fin (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0000965	lens of camera-type eye					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000966	retina					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000970	eye					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0000974	neck					UBERON:0000111|ZFS:0000014	organogenesis stage|Blastula:Sphere (Danio)		
UBERON:0000982	skeletal joint							UBERON:0000113	post-juvenile adult stage
UBERON:0000985	axillary vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000988	pons					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0000990	reproductive system			UBERON:0000066	fully formed stage	ZFS:0000020|UBERON:0000111	Gastrula:75%-epiboly (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0000991	gonad					UBERON:0000111|ZFS:0000041	organogenesis stage|Larval:Days 21-29 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000992	female gonad					UBERON:0000111|ZFS:0000041	organogenesis stage|Larval:Days 21-29 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000993	oviduct					ZFS:0000020	Gastrula:75%-epiboly (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0000994	spermathecum					UBERON:0000111|ZFS:0000040	organogenesis stage|Larval:Days 14-20 (Danio)		
UBERON:0000996	vagina					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0000998	seminal vesicle					UBERON:0000111|ZFS:0000041	organogenesis stage|Larval:Days 21-29 (Danio)		
UBERON:0001002	cuticle					UBERON:0000106	zygote stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001003	skin epidermis					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001004	respiratory system			UBERON:0000066	fully formed stage	UBERON:0000111	organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001005	respiratory airway					UBERON:0000111	organogenesis stage		
UBERON:0001007	digestive system			UBERON:0000066	fully formed stage	UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001008	renal system			UBERON:0000066	fully formed stage	UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001009	circulatory system			UBERON:0000066	fully formed stage	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
UBERON:0001011	hemolymph								
UBERON:0001013	adipose tissue					ZFS:0000020	Gastrula:75%-epiboly (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001015	musculature					ZFS:0000023	Segmentation:1-4 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001016	nervous system			UBERON:0000066	fully formed stage	UBERON:0000111|ZFS:0000022	organogenesis stage|Gastrula:Bud (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001017	central nervous system			UBERON:0000066	fully formed stage	UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001018	axon tract					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0001019	nerve fasciculus					UBERON:0000111|ZFS:0000014	organogenesis stage|Blastula:Sphere (Danio)		
UBERON:0001020	nervous system commissure					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0001021	nerve					UBERON:0000111|ZFS:0000014	organogenesis stage|Blastula:Sphere (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001022	cell body					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0001027	sensory nerve					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001029	neuromuscular junction					UBERON:0000111|ZFS:0000014	organogenesis stage|Blastula:Sphere (Danio)		
UBERON:0001031	neurilemma					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0001032	sensory system					UBERON:0000111|ZFS:0000022	organogenesis stage|Gastrula:Bud (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001033	gustatory system			UBERON:0000066	fully formed stage	ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001035	dento-alveolar joint					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0001041	foregut					ZFS:0000020	Gastrula:75%-epiboly (Danio)		
UBERON:0001042	chordate pharynx					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001043	esophagus					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001044	salivary gland					UBERON:0000111|ZFS:0000027	organogenesis stage|Segmentation:20-25 somites (Danio)		
UBERON:0001045	midgut					ZFS:0000020	Gastrula:75%-epiboly (Danio)		
UBERON:0001046	hindgut					ZFS:0000022	Gastrula:Bud (Danio)		
UBERON:0001047	neural glomerulus					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0001048	primordium								
UBERON:0001049	neural tube					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)	ZFS:0000038|ZFS:0000032|UBERON:0000113|ZFS:0000029	Larval:Day 6 (Danio)|Pharyngula:High-pec (Danio)|post-juvenile adult stage|Pharyngula:Prim-5 (Danio)
UBERON:0001051	hypopharynx					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0001052	rectum					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0001053	neurohemal organ					UBERON:0000111|ZFS:0000014	organogenesis stage|Blastula:Sphere (Danio)		
UBERON:0001062	anatomical entity								
UBERON:0001063	flocculus					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001065	parotid duct					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001066	intervertebral disk					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001067	vertebral arch joint					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001068	skin of back					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0001070	external carotid artery					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001071	superficial cervical artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001072	inferior vena cava					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001073	ileocecal junction					ZFS:0000020	Gastrula:75%-epiboly (Danio)		
UBERON:0001074	pericardial cavity					ZFS:0000023	Segmentation:1-4 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001075	bony vertebral centrum					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001076	neural spine					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001077	transverse process of vertebra					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0001078	pedicle of vertebra					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0001079	prezygapophysis					ZFS:0000039|UBERON:0000111	Larval:Days 7-13 (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001080	postzygapophysis					ZFS:0000039|UBERON:0000111	Larval:Days 7-13 (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001081	endocardium of ventricle					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001082	epicardium of ventricle					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001083	myocardium of ventricle					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001084	skin of head					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0001085	skin of trunk					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)		
UBERON:0001087	pleural fluid								
UBERON:0001088	urine								
UBERON:0001090	synovial fluid							UBERON:0000113	post-juvenile adult stage
UBERON:0001091	calcareous tooth					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001092	vertebral bone 1					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001093	vertebral bone 2					ZFS:0000039|UBERON:0000111	Larval:Days 7-13 (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001094	sacral vertebra					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001095	caudal vertebra					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001096	wall of esophagus					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0001098	incisor tooth					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001099	subcostal vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001100	pectoralis minor					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001101	external jugular vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001102	cartilage of main bronchus					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001104	anterior jugular vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001108	omohyoid muscle					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	ZFS:0000038|UBERON:0000113	Larval:Day 6 (Danio)|post-juvenile adult stage
UBERON:0001111	intercostal muscle					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001113	lobe of liver					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0001114	right lobe of liver					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001115	left lobe of liver					ZFS:0000033|UBERON:0000111	Hatching:Long-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001116	quadrate lobe of liver					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001117	caudate lobe of liver					ZFS:0000035|UBERON:0000111	Larval:Protruding-mouth (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001118	lobe of thyroid gland					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage		
UBERON:0001119	right lobe of thyroid gland					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage		
UBERON:0001120	left lobe of thyroid gland					ZFS:0000036|UBERON:0000111	Larval:Day 4 (Danio)|organogenesis stage		
UBERON:0001121	longus colli muscle					UBERON:0000111|ZFS:0000023	organogenesis stage|Segmentation:1-4 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001122	scalenus medius					ZFS:0000020|UBERON:0000111	Gastrula:75%-epiboly (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001123	scalenus posterior					ZFS:0000020|UBERON:0000111	Gastrula:75%-epiboly (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001126	serratus dorsalis superior muscle					UBERON:0000111|ZFS:0000023	organogenesis stage|Segmentation:1-4 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001127	serratus dorsalis inferior muscle					ZFS:0000020|UBERON:0000111	Gastrula:75%-epiboly (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001130	vertebral column					UBERON:0000111|ZFS:0000023	organogenesis stage|Segmentation:1-4 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001131	vertebral foramen					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001133	cardiac muscle tissue					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001134	skeletal muscle tissue					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0001135	smooth muscle tissue					ZFS:0000020|UBERON:0000111	Gastrula:75%-epiboly (Danio)|organogenesis stage	UBERON:0000113	post-juvenile adult stage
UBERON:0001136	mesothelium					ZFS:0000020	Gastrula:75%-epiboly (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001137	dorsum					UBERON:0000111|ZFS:0000014	organogenesis stage|Blastula:Sphere (Danio)		
UBERON:0001138	superior mesenteric vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001139	common iliac vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001140	renal vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001141	right renal vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001142	left renal vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001143	hepatic vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001144	testicular vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001145	ovarian vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001146	suprarenal vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001147	trunk of peripheral nerve					UBERON:0000111|ZFS:0000014	organogenesis stage|Blastula:Sphere (Danio)		
UBERON:0001149	bare area of liver					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)		
UBERON:0001155	colon					UBERON:0000111|ZFS:0000030	organogenesis stage|Pharyngula:Prim-15 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001156	ascending colon					UBERON:0000111|ZFS:0000027	organogenesis stage|Segmentation:20-25 somites (Danio)		
UBERON:0001157	transverse colon					UBERON:0000111|ZFS:0000027	organogenesis stage|Segmentation:20-25 somites (Danio)		
UBERON:0001158	descending colon					UBERON:0000111|ZFS:0000027	organogenesis stage|Segmentation:20-25 somites (Danio)		
UBERON:0001159	sigmoid colon					UBERON:0000111|ZFS:0000027	organogenesis stage|Segmentation:20-25 somites (Danio)		
UBERON:0001168	wall of small intestine					ZFS:0000027	Segmentation:20-25 somites (Danio)		
UBERON:0001169	wall of large intestine					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0001170	mesentery of small intestine					UBERON:0000111|ZFS:0000028	organogenesis stage|Segmentation:26+ somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001171	portal lobule					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage		
UBERON:0001172	hepatic acinus					ZFS:0000032|UBERON:0000111	Pharyngula:High-pec (Danio)|organogenesis stage		
UBERON:0001173	biliary tree					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0001176	right hepatic duct					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001177	left hepatic duct					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001178	visceral peritoneum					ZFS:0000028	Segmentation:26+ somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001179	peritoneal cavity					ZFS:0000023	Segmentation:1-4 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001180	superior recess of lesser sac					ZFS:0000023	Segmentation:1-4 somites (Danio)		
UBERON:0001181	inferior recess of lesser sac					ZFS:0000022	Gastrula:Bud (Danio)		
UBERON:0001182	superior mesenteric artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001183	inferior mesenteric artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001184	renal artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001185	right renal artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001186	left renal artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001187	testicular artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001188	right testicular artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001189	left testicular artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001190	ovarian artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001193	hepatic artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001195	inferior pancreaticoduodenal artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001196	middle colic artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001197	ileocolic artery					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001204	mucosa of small intestine					ZFS:0000027	Segmentation:20-25 somites (Danio)		
UBERON:0001205	submucosa of small intestine					ZFS:0000027	Segmentation:20-25 somites (Danio)		
UBERON:0001206	serosa of small intestine					ZFS:0000028	Segmentation:26+ somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001207	mucosa of large intestine					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0001208	submucosa of large intestine					UBERON:0000111|ZFS:0000025	organogenesis stage|Segmentation:10-13 somites (Danio)		
UBERON:0001209	serosa of large intestine					UBERON:0000111|ZFS:0000028	organogenesis stage|Segmentation:26+ somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001210	muscularis mucosae of small intestine					UBERON:0000111|ZFS:0000027	organogenesis stage|Segmentation:20-25 somites (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001211	Peyer's patch					ZFS:0000020	Gastrula:75%-epiboly (Danio)		
UBERON:0001213	intestinal villus					ZFS:0000037	Larval:Day 5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001214	pancreatic tributary of splenic vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001215	inferior mesenteric vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001216	jejunal vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001217	ileal vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001218	middle colic vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
UBERON:0001219	ileocolic vein					UBERON:0000111|ZFS:0000029	organogenesis stage|Pharyngula:Prim-5 (Danio)	UBERON:0000113	post-juvenile adult stage
