Uberon Label	Uberon Id	EFO LABEL(S)	MAPPING TYPE	ONTOLOGY TERM(S)	ONTOLOGY(S)	Comment
horizontal septum	UBERON:0003901	horizontal myoseptum	Automatic	EFO_0003555	http://www.ebi.ac.uk/efo/	y
mesenchyme pectoral fin	UBERON:0003934	mesenchyme pectoral fin	Automatic	EFO_0003604	http://www.ebi.ac.uk/efo/	y
postoptic commissure	UBERON:0003936	postoptic commissure	Automatic	EFO_0003478	http://www.ebi.ac.uk/efo/	y
caudal ganglionic eminence	UBERON:0004026	caudal ganglionic eminence	Automatic	EFO_0001911	http://www.ebi.ac.uk/efo/	y
bulbus arteriosus	UBERON:0004152	bulbus arteriosus	Automatic	EFO_0003505	http://www.ebi.ac.uk/efo/	y
orbitofrontal cortex	UBERON:0004167	orbitofrontal cortex	Automatic	EFO_0001990	http://www.ebi.ac.uk/efo/	y
skeleton	UBERON:0004288	skeletal system	Automatic	EFO_0000806	http://www.ebi.ac.uk/efo/	y
neuromere	UBERON:0004731	rhombomere	Automatic	EFO_0003617	http://www.ebi.ac.uk/efo/	y
gastrula	UBERON:0004734	gastrula stage	Automatic	EFO_0001296	http://www.ebi.ac.uk/efo/	y
basibranchial	UBERON:0004740	basibranchial	Automatic	EFO_0003503	http://www.ebi.ac.uk/efo/	y
cleithrum	UBERON:0004741	cleithrum	Automatic	EFO_0003507	http://www.ebi.ac.uk/efo/	y
dentary	UBERON:0004742	dentary	Automatic	EFO_0003508	http://www.ebi.ac.uk/efo/	y
chordamesoderm	UBERON:0004880	axial chorda mesoderm	Automatic	EFO_0003426	http://www.ebi.ac.uk/efo/	y
forebrain-midbrain boundary	UBERON:0005075	presumptive forebrain midbrain boundary	Automatic	EFO_0003463	http://www.ebi.ac.uk/efo/	y
trunk mesenchyme	UBERON:0005256	trunk mesenchyme	Automatic	EFO_0003485	http://www.ebi.ac.uk/efo/	y
myelencephalon	UBERON:0005290	medulla oblongata	Automatic	EFO_0000924	http://www.ebi.ac.uk/efo/	y
blastema	UBERON:0005306	blastema	Automatic	EFO_0003658	http://www.ebi.ac.uk/efo/	y
dorsal striatum	UBERON:0005382	corpus striatum	Automatic	EFO_0000381	http://www.ebi.ac.uk/efo/	y
caudate-putamen	UBERON:0005383	caudate putamen	Automatic	EFO_0001912	http://www.ebi.ac.uk/efo/	y
ventral striatum	UBERON:0005403	ventral striatum	Automatic	EFO_0001936	http://www.ebi.ac.uk/efo/	y
definitive endoderm	UBERON:0005439	definitive endoderm	Automatic	EFO_0002574	http://www.ebi.ac.uk/efo/	y
ductus arteriosus	UBERON:0005440	ductus arteriosus	Automatic	EFO_0002515	http://www.ebi.ac.uk/efo/	y
trigeminal neural crest	UBERON:0005563	trigeminal neural crest	Automatic	EFO_0003484	http://www.ebi.ac.uk/efo/	y
rhombomere 1 floor plate	UBERON:0005566	floor plate rhombomere 1	Automatic	EFO_0003584	http://www.ebi.ac.uk/efo/	y
rhombomere 2 floor plate	UBERON:0005570	floor plate rhombomere 2	Automatic	EFO_0003568	http://www.ebi.ac.uk/efo/	y
rhombomere 3 floor plate	UBERON:0005573	floor plate rhombomere 3	Automatic	EFO_0003586	http://www.ebi.ac.uk/efo/	y
rhombomere 4 floor plate	UBERON:0005576	floor plate rhombomere 4	Automatic	EFO_0003588	http://www.ebi.ac.uk/efo/	y
rhombomere 5 floor plate	UBERON:0005579	floor plate rhombomere 5	Automatic	EFO_0003569	http://www.ebi.ac.uk/efo/	y
rhombomere 6 floor plate	UBERON:0005582	floor plate rhombomere 6	Automatic	EFO_0003587	http://www.ebi.ac.uk/efo/	y
rhombomere 7 floor plate	UBERON:0005585	floor plate rhombomere 7	Automatic	EFO_0003589	http://www.ebi.ac.uk/efo/	y
rhombomere 8 floor plate	UBERON:0005588	floor plate rhombomere 8	Automatic	EFO_0003570	http://www.ebi.ac.uk/efo/	y
pronephric mesoderm	UBERON:0005721	pronephric mesoderm	Automatic	EFO_0003479	http://www.ebi.ac.uk/efo/	y
olfactory pit	UBERON:0005870	olfactory pit	Automatic	EFO_0003496	http://www.ebi.ac.uk/efo/	y
neurocranial trabecula	UBERON:0005945	neurocranial trabecula	Automatic	EFO_0003677	http://www.ebi.ac.uk/efo/	y
Perirhinal cortex	UBERON:0006083	perirhinal cortex	Automatic	EFO_0001978	http://www.ebi.ac.uk/efo/	y
pallidum	UBERON:0006514	globus pallidus	Automatic	EFO_0000905	http://www.ebi.ac.uk/efo/	y
pharynx	UBERON:0006562	pharynx structure	Automatic	EFO_0000836	http://www.ebi.ac.uk/efo/	y
presumptive hypochord	UBERON:0006599	presumptive hypochord	Automatic	EFO_0003453	http://www.ebi.ac.uk/efo/	y
presumptive enteric nervous system	UBERON:0006600	presumptive enteric nervous system	Automatic	EFO_0003462	http://www.ebi.ac.uk/efo/	y
exoskeleton	UBERON:0006611	exoskeleton	Automatic	EFO_0000944	http://www.ebi.ac.uk/efo/	y
scapula	UBERON:0006849	scapula	Automatic	EFO_0001400	http://www.ebi.ac.uk/efo/	y
swim bladder	UBERON:0006860	swim bladder	Automatic	EFO_0003483	http://www.ebi.ac.uk/efo/	y
chordo neural hinge	UBERON:0007097	chordo neural hinge	Automatic	EFO_0003623	http://www.ebi.ac.uk/efo/	y
neural keel	UBERON:0007135	neural keel	Automatic	EFO_0003497	http://www.ebi.ac.uk/efo/	y
left internal carotid artery	UBERON:0007142	internal carotid artery	Automatic	EFO_0001952	http://www.ebi.ac.uk/efo/	y
right internal carotid artery	UBERON:0007143	internal carotid artery	Automatic	EFO_0001952	http://www.ebi.ac.uk/efo/	y
mesenchyme derived from head neural crest	UBERON:0007213	mesenchyme derived from head neural crest	Automatic	EFO_0003572	http://www.ebi.ac.uk/efo/	y
presumptive hindbrain	UBERON:0007277	presumptive hindbrain	Automatic	EFO_0003440	http://www.ebi.ac.uk/efo/	y
presumptive midbrain hindbrain boundary	UBERON:0007281	presumptive midbrain hindbrain boundary	Automatic	EFO_0003446	http://www.ebi.ac.uk/efo/	y
presumptive shield	UBERON:0007283	presumptive shield	Automatic	EFO_0003444	http://www.ebi.ac.uk/efo/	y
presumptive paraxial mesoderm	UBERON:0007285	presumptive paraxial mesoderm	Automatic	EFO_0003443	http://www.ebi.ac.uk/efo/	y
presumptive forebrain midbrain boundary	UBERON:0007288	presumptive forebrain midbrain boundary	Automatic	EFO_0003463	http://www.ebi.ac.uk/efo/	y
presumptive pronephric mesoderm	UBERON:0007297	presumptive pronephric mesoderm	Automatic	EFO_0003619	http://www.ebi.ac.uk/efo/	y
lateral mesenchyme derived from mesoderm	UBERON:0007683	lateral mesenchyme derived from mesoderm	Automatic	EFO_0003590	http://www.ebi.ac.uk/efo/	y
anlage	UBERON:0007688	anlage	Automatic	EFO_0001649	http://www.ebi.ac.uk/efo/	y
connecting stalk	UBERON:0007806	umbilical cord	Automatic	EFO_0001415	http://www.ebi.ac.uk/efo/	y
external gill	UBERON:0008891	gill	Automatic	EFO_0000933	http://www.ebi.ac.uk/efo/	y
neuromast	UBERON:0008904	neuromast	Automatic	EFO_0003513	http://www.ebi.ac.uk/efo/	y
somatosensory cortex	UBERON:0008930	somatosensory cortex	Automatic	EFO_0001391	http://www.ebi.ac.uk/efo/	y
gill filament	UBERON:0009120	gill filament	Automatic	EFO_0003554	http://www.ebi.ac.uk/efo/	y
adenohypophyseal placode	UBERON:0009122	adenohypophyseal placode	Automatic	EFO_0000229	http://www.ebi.ac.uk/efo/	y
axilla	UBERON:0009472	axilla	Automatic	EFO_0001395	http://www.ebi.ac.uk/efo/	y
spinal cord lateral wall	UBERON:0009582	lateral wall spinal cord	Automatic	EFO_0003602	http://www.ebi.ac.uk/efo/	y
anterior cingulate cortex	UBERON:0009835	cingulate cortex	Automatic	EFO_0000343	http://www.ebi.ac.uk/efo/	y
tadpole stage	UBERON:0009849	larval stage	Automatic	EFO_0001303	http://www.ebi.ac.uk/efo/	y
anterior lateral plate mesoderm	UBERON:0009881	anterior lateral plate mesoderm	Automatic	EFO_0003704	http://www.ebi.ac.uk/efo/	y
posterior lateral plate mesoderm	UBERON:0009910	posterior lateral plate mesoderm	Automatic	EFO_0003705	http://www.ebi.ac.uk/efo/	y
neurogenic placode	UBERON:0009955	neurogenic placode	Automatic	EFO_0003460	http://www.ebi.ac.uk/efo/	y
spiracle	UBERON:0010019	spiracle	Automatic	EFO_0000936	http://www.ebi.ac.uk/efo/	y
future diaphragm	UBERON:0010084	diaphragm	Automatic	EFO_0000937	http://www.ebi.ac.uk/efo/	y
amnioserosa	UBERON:0010302	amnioserosa	Automatic	EFO_0000250	http://www.ebi.ac.uk/efo/	y
pectoral fin skeleton	UBERON:0010710	pectoral fin skeleton	Automatic	EFO_0003594	http://www.ebi.ac.uk/efo/	y
paired fin skeleton	UBERON:0010713	paired fin skeleton	Automatic	EFO_0000951	http://www.ebi.ac.uk/efo/	y
pharyngeal arch cartilage	UBERON:0011004	pharyngeal arch cartilage	Automatic	EFO_0003689	http://www.ebi.ac.uk/efo/	y
palatoquadrate arch	UBERON:0011085	palatoquadrate arch	Automatic	EFO_0003659	http://www.ebi.ac.uk/efo/	y
ethmoid cartilage	UBERON:0011242	ethmoid cartilage	Automatic	EFO_0003685	http://www.ebi.ac.uk/efo/	y
prepuce	UBERON:0011374	foreskin	Automatic	EFO_0001664	http://www.ebi.ac.uk/efo/	y
flexural organ	UBERON:0011577	floor plate	Automatic	EFO_0003473	http://www.ebi.ac.uk/efo/	y
hyomandibular cartilage	UBERON:0011607	hyosymplectic cartilage	Automatic	EFO_0003686	http://www.ebi.ac.uk/efo/	y
adductor mandibulae	UBERON:0011683	adductor mandibulae complex	Automatic	EFO_0000227	http://www.ebi.ac.uk/efo/	y
plantaris	UBERON:0011905	plantaris muscle	Automatic	EFO_0001979	http://www.ebi.ac.uk/efo/	y
uterine cervix	UBERON:0000002	cervix	Requires curation	EFO_0000979	http://www.ebi.ac.uk/efo/	y
chemosensory organ	UBERON:0000005	olfactory system	Requires curation	EFO_0001973	http://www.ebi.ac.uk/efo/	y
chemosensory organ	UBERON:0000005	nose structure	Requires curation	EFO_0000828	http://www.ebi.ac.uk/efo/	y
islet of Langerhans	UBERON:0000006	islet of Langerhans	Requires curation	EFO_0000856	http://www.ebi.ac.uk/efo/	y
pituitary gland	UBERON:0000007	pituitary	Requires curation	EFO_0000857	http://www.ebi.ac.uk/efo/	y
peripheral nervous system	UBERON:0000010	peripheral nervous system	Requires curation	EFO_0000891	http://www.ebi.ac.uk/efo/	y
parasympathetic nervous system	UBERON:0000011	parasympathetic nervous system	Requires curation	EFO_0000894	http://www.ebi.ac.uk/efo/	y
sympathetic nervous system	UBERON:0000013	sympathetic nervous system	Requires curation	EFO_0000893	http://www.ebi.ac.uk/efo/	y
endocrine pancreas	UBERON:0000016	islet cell	Requires curation	EFO_0002542	http://www.ebi.ac.uk/efo/	y
compound eye	UBERON:0000018	eye structure	Requires curation	EFO_0000827	http://www.ebi.ac.uk/efo/	y
sense organ	UBERON:0000020	sensory system	Requires curation	EFO_0000805	http://www.ebi.ac.uk/efo/	y
lymph node	UBERON:0000029	lymph node	Requires curation	EFO_0000872	http://www.ebi.ac.uk/efo/	y
dorsal root ganglion	UBERON:0000044	dorsal root ganglion	Requires curation	EFO_0000900	http://www.ebi.ac.uk/efo/	y
large intestine	UBERON:0000059	large intestine	Requires curation	EFO_0000840	http://www.ebi.ac.uk/efo/	y
embryo stage	UBERON:0000068	embryo stage	Requires curation	EFO_0001367	http://www.ebi.ac.uk/efo/	y
larval stage	UBERON:0000069	larval stage	Requires curation	EFO_0001303	http://www.ebi.ac.uk/efo/	y
male reproductive system	UBERON:0000079	male reproductive system	Requires curation	EFO_0000970	http://www.ebi.ac.uk/efo/	y
inner cell mass	UBERON:0000087	inner cell mass	Requires curation	EFO_0000547	http://www.ebi.ac.uk/efo/	y
cleavage stage	UBERON:0000107	cleavage stage	Requires curation	EFO_0001290	http://www.ebi.ac.uk/efo/	y
blastula stage	UBERON:0000108	blastula stage	Requires curation	EFO_0001282	http://www.ebi.ac.uk/efo/	y
gastrula stage	UBERON:0000109	gastrula stage	Requires curation	EFO_0001296	http://www.ebi.ac.uk/efo/	y
juvenile stage	UBERON:0000112	juvenile stage	Requires curation	EFO_0001300	http://www.ebi.ac.uk/efo/	y
cell layer	UBERON:0000119	thecal cell layer	Requires curation	EFO_0003629	http://www.ebi.ac.uk/efo/	y
pelvic fin	UBERON:0000152	pelvic fin	Requires curation	EFO_0003644	http://www.ebi.ac.uk/efo/	y
breast	UBERON:0000310	mammary gland	Requires curation	EFO_0000854	http://www.ebi.ac.uk/efo/	y
late embryo	UBERON:0000323	fetus	Requires curation	EFO_0001323	http://www.ebi.ac.uk/efo/	y
corpus striatum	UBERON:0000369	corpus striatum	Requires curation	EFO_0000381	http://www.ebi.ac.uk/efo/	y
visual cortex	UBERON:0000411	visual cortex	Requires curation	EFO_0000916	http://www.ebi.ac.uk/efo/	y
female reproductive system	UBERON:0000474	female reproductive system	Requires curation	EFO_0000969	http://www.ebi.ac.uk/efo/	y
embryo	UBERON:0000922	embryo stage	Requires curation	EFO_0001367	http://www.ebi.ac.uk/efo/	y
ventral nerve cord	UBERON:0000934	ventral nerve cord	Requires curation	EFO_0000896	http://www.ebi.ac.uk/efo/	y
endocrine system	UBERON:0000949	endocrine system	Requires curation	EFO_0002969	http://www.ebi.ac.uk/efo/	y
cerebral cortex	UBERON:0000956	cerebral cortex	Requires curation	EFO_0000328	http://www.ebi.ac.uk/efo/	y
reproductive system	UBERON:0000990	animal reproductive system	Requires curation	EFO_0000809	http://www.ebi.ac.uk/efo/	y
gonad	UBERON:0000991	testis	Requires curation	EFO_0000984	http://www.ebi.ac.uk/efo/	y
respiratory system	UBERON:0001004	respiratory system structure	Requires curation	EFO_0000804	http://www.ebi.ac.uk/efo/	y
digestive system	UBERON:0001007	digestive system component	Requires curation	EFO_0000793	http://www.ebi.ac.uk/efo/	y
adipose tissue	UBERON:0001013	adipose tissue	Requires curation	EFO_0000790	http://www.ebi.ac.uk/efo/	y
nervous system	UBERON:0001016	nervous system	Requires curation	EFO_0000802	http://www.ebi.ac.uk/efo/	y
central nervous system	UBERON:0001017	central nervous system	Requires curation	EFO_0000908	http://www.ebi.ac.uk/efo/	y
sensory system	UBERON:0001032	sensory system	Requires curation	EFO_0000805	http://www.ebi.ac.uk/efo/	y
salivary gland	UBERON:0001044	salivary gland	Requires curation	EFO_0000859	http://www.ebi.ac.uk/efo/	y
external carotid artery	UBERON:0001070	external carotid artery	Requires curation	EFO_0001953	http://www.ebi.ac.uk/efo/	y
sacral vertebra	UBERON:0001094	sacrum	Requires curation	EFO_0003071	http://www.ebi.ac.uk/efo/	y
parathyroid gland	UBERON:0001132	parathyroid	Requires curation	CL_0000446	http://purl.org/obo/owl/CL#	y
fundus of stomach	UBERON:0001160	gastric fundus	Requires curation	EFO_0002554	http://www.ebi.ac.uk/efo/	y
renal artery	UBERON:0001184	renal artery	Requires curation	EFO_0002552	http://www.ebi.ac.uk/efo/	y
adrenal cortex	UBERON:0001235	adrenal cortex	Requires curation	EFO_0000237	http://www.ebi.ac.uk/efo/	y
adrenal medulla	UBERON:0001236	adrenal medulla	Requires curation	EFO_0000852	http://www.ebi.ac.uk/efo/	y
urinary bladder	UBERON:0001255	bladder	Requires curation	EFO_0000290	http://www.ebi.ac.uk/efo/	y
white adipose tissue	UBERON:0001347	white fat	Requires curation	EFO_0000813	http://www.ebi.ac.uk/efo/	y
anal region	UBERON:0001353	anal region	Requires curation	EFO_0000847	http://www.ebi.ac.uk/efo/	y
quadriceps femoris	UBERON:0001377	quadricep muscle	Requires curation	EFO_0001938	http://www.ebi.ac.uk/efo/	y
primary motor cortex	UBERON:0001384	somatomotor cortex	Requires curation	EFO_0002472	http://www.ebi.ac.uk/efo/	y
soleus muscle	UBERON:0001389	soleus muscle	Requires curation	EFO_0001946	http://www.ebi.ac.uk/efo/	y
brachial artery	UBERON:0001398	brachial artery	Requires curation	EFO_0004231	http://www.ebi.ac.uk/efo/	y
skeletal system	UBERON:0001434	skeletal system	Requires curation	EFO_0000806	http://www.ebi.ac.uk/efo/	y
ankle joint	UBERON:0001488	ankle	Requires curation	EFO_0001409	http://www.ebi.ac.uk/efo/	y
abdominal aorta	UBERON:0001516	abdominal aorta	Requires curation	EFO_0002524	http://www.ebi.ac.uk/efo/	y
internal carotid artery	UBERON:0001532	internal carotid artery	Requires curation	EFO_0001952	http://www.ebi.ac.uk/efo/	y
extra-ocular muscle	UBERON:0001601	extraocular muscle	Requires curation	EFO_0001921	http://www.ebi.ac.uk/efo/	y
coronary artery	UBERON:0001621	coronary artery	Requires curation	EFO_0002551	http://www.ebi.ac.uk/efo/	y
mesencephalic artery	UBERON:0001634	primitive mesencephalic artery	Requires curation	EFO_0003615	http://www.ebi.ac.uk/efo/	y
trigeminal nerve	UBERON:0001645	trigeminal nerve	Requires curation	EFO_0001402	http://www.ebi.ac.uk/efo/	y
central retinal vein	UBERON:0001673	retinal vein	Requires curation	EFO_0004271	http://www.ebi.ac.uk/efo/	y
external ear	UBERON:0001691	External ear	Requires curation	EFO_0004221	http://www.ebi.ac.uk/efo/	y
geniculate ganglion	UBERON:0001700	facial ganglion	Requires curation	EFO_0003669	http://www.ebi.ac.uk/efo/	y
cranial ganglion	UBERON:0001714	cranial ganglion	Requires curation	EFO_0000902	http://www.ebi.ac.uk/efo/	y
vagus nerve	UBERON:0001759	vagus nerve	Requires curation	EFO_0002549	http://www.ebi.ac.uk/efo/	y
corneal epithelium	UBERON:0001772	corneal epithelium	Requires curation	EFO_0001917	http://www.ebi.ac.uk/efo/	y
optic disc	UBERON:0001783	optic disc	Requires curation	EFO_0001974	http://www.ebi.ac.uk/efo/	y
parotid gland	UBERON:0001831	parotid gland	Requires curation	EFO_0002558	http://www.ebi.ac.uk/efo/	y
internal ear	UBERON:0001846	inner ear structure	Requires curation	EFO_0001363	http://www.ebi.ac.uk/efo/	y
frontal cortex	UBERON:0001870	frontal lobe	Requires curation	EFO_0000913	http://www.ebi.ac.uk/efo/	y
temporal lobe	UBERON:0001871	temporal lobe	Requires curation	EFO_0000917	http://www.ebi.ac.uk/efo/	y
pineal body	UBERON:0001905	pineal gland	Requires curation	EFO_0000865	http://www.ebi.ac.uk/efo/	y
mammary gland	UBERON:0001911	mammary gland	Requires curation	EFO_0000854	http://www.ebi.ac.uk/efo/	y
lateral geniculate body	UBERON:0001926	lateral geniculate nucleus	Requires curation	EFO_0001988	http://www.ebi.ac.uk/efo/	y
blood plasma	UBERON:0001969	blood plasma	Requires curation	EFO_0001905	http://www.ebi.ac.uk/efo/	y
blood vessel	UBERON:0001981	blood vessel	Requires curation	EFO_0000817	http://www.ebi.ac.uk/efo/	y
cervical ganglion	UBERON:0001991	superior cervical ganglion	Requires curation	EFO_0001945	http://www.ebi.ac.uk/efo/	y
enteric nervous system	UBERON:0002005	enteric nervous system	Requires curation	EFO_0000895	http://www.ebi.ac.uk/efo/	y
pulmonary artery	UBERON:0002012	pulmonary artery	Requires curation	EFO_0001399	http://www.ebi.ac.uk/efo/	y
dorsal raphe nucleus	UBERON:0002043	dorsal raphe nucleus	Requires curation	EFO_0001919	http://www.ebi.ac.uk/efo/	y
thyroid gland	UBERON:0002046	thyroid	Requires curation	EFO_0000861	http://www.ebi.ac.uk/efo/	y
embryonic structure	UBERON:0002050	embryonic structure	Requires curation	EFO_0000461	http://www.ebi.ac.uk/efo/	y
ciliary ganglion	UBERON:0002058	ciliary ganglion	Requires curation	EFO_0002559	http://www.ebi.ac.uk/efo/	y
hair follicle	UBERON:0002073	hair follicle	Requires curation	EFO_0002464	http://www.ebi.ac.uk/efo/	y
cardiac atrium	UBERON:0002081	cardiac atrium	Requires curation	EFO_0000277	http://www.ebi.ac.uk/efo/	y
cardiac ventricle	UBERON:0002082	cardiac ventricle	Requires curation	EFO_0000317	http://www.ebi.ac.uk/efo/	y
postcranial axial skeleton	UBERON:0002090	axial skeleton structure	Requires curation	EFO_0000942	http://www.ebi.ac.uk/efo/	y
skin of body	UBERON:0002097	skin	Requires curation	EFO_0000962	http://www.ebi.ac.uk/efo/	y
visual system	UBERON:0002104	eye structure	Requires curation	EFO_0000827	http://www.ebi.ac.uk/efo/	y
small intestine	UBERON:0002108	small intestine	Requires curation	EFO_0000841	http://www.ebi.ac.uk/efo/	y
medulla of thymus	UBERON:0002124	medulla of thymus	Requires curation	EFO_0001969	http://www.ebi.ac.uk/efo/	y
aortic valve	UBERON:0002137	aortic valve	Requires curation	EFO_0003879	http://www.ebi.ac.uk/efo/	y
integument	UBERON:0002199	integumental system	Requires curation	EFO_0000807	http://www.ebi.ac.uk/efo/	y
spinal cord	UBERON:0002240	spinal cord	Requires curation	EFO_0000110	http://www.ebi.ac.uk/efo/	y
biliary system	UBERON:0002294	liver and biliary system	Requires curation	EFO_0000800	http://www.ebi.ac.uk/efo/	y
medial longitudinal fasciculus	UBERON:0002309	nucleus of the medial longitudinal fasciculus medulla oblongata	Requires curation	EFO_0003577	http://www.ebi.ac.uk/efo/	y
pulmonary trunk	UBERON:0002333	pulmonary artery	Requires curation	EFO_0001399	http://www.ebi.ac.uk/efo/	y
prostate gland	UBERON:0002367	prostate	Requires curation	EFO_0000858	http://www.ebi.ac.uk/efo/	y
bone marrow	UBERON:0002371	bone marrow	Requires curation	EFO_0000868	http://www.ebi.ac.uk/efo/	y
metacarpal bone	UBERON:0002374	metacarpal bone	Requires curation	EFO_0003886	http://www.ebi.ac.uk/efo/	y
integumental system	UBERON:0002416	integumental system	Requires curation	EFO_0000807	http://www.ebi.ac.uk/efo/	y
basal ganglion	UBERON:0002420	basal ganglion	Requires curation	EFO_0000904	http://www.ebi.ac.uk/efo/	y
limb bone	UBERON:0002428	limb bone	Requires curation	EFO_0000945	http://www.ebi.ac.uk/efo/	y
primary visual cortex	UBERON:0002436	visual cortex	Requires curation	EFO_0000916	http://www.ebi.ac.uk/efo/	y
paired fin	UBERON:0002534	paired fin skeleton	Requires curation	EFO_0000951	http://www.ebi.ac.uk/efo/	y
hatching gland	UBERON:0002538	hatching gland	Requires curation	EFO_0000863	http://www.ebi.ac.uk/efo/	y
pharyngeal arch	UBERON:0002539	pharyngeal arch	Requires curation	EFO_0000959	http://www.ebi.ac.uk/efo/	y
lateral line system	UBERON:0002540	lateral line system	Requires curation	EFO_0000941	http://www.ebi.ac.uk/efo/	y
germ ring	UBERON:0002541	germ ring	Requires curation	EFO_0003427	http://www.ebi.ac.uk/efo/	y
medial longitudinal fasciculus of medulla	UBERON:0002750	nucleus of the medial longitudinal fasciculus medulla oblongata	Requires curation	EFO_0003577	http://www.ebi.ac.uk/efo/	y
terminal nerve	UBERON:0002924	terminal nerve	Requires curation	EFO_0003678	http://www.ebi.ac.uk/efo/	y
olfactory placode	UBERON:0003050	olfactory placode	Requires curation	EFO_0003420	http://www.ebi.ac.uk/efo/	y
ventricular zone	UBERON:0003053	ventricular zone	Requires curation	EFO_0003624	http://www.ebi.ac.uk/efo/	y
blood island	UBERON:0003061	blood island	Requires curation	EFO_0003489	http://www.ebi.ac.uk/efo/	y
axial mesoderm	UBERON:0003068	axial mesoderm	Requires curation	EFO_0003647	http://www.ebi.ac.uk/efo/	y
eye primordium	UBERON:0003071	adult eye primordium	Requires curation	EFO_0000240	http://www.ebi.ac.uk/efo/	y
neural plate	UBERON:0003075	presumptive neural plate	Requires curation	EFO_0003424	http://www.ebi.ac.uk/efo/	y
floor plate	UBERON:0003079	floor plate	Requires curation	EFO_0003473	http://www.ebi.ac.uk/efo/	y
caudal artery	UBERON:0003086	caudal artery	Requires curation	EFO_0003472	http://www.ebi.ac.uk/efo/	y
supraorbital lateral line	UBERON:0003090	supraorbital lateral line neuromast	Requires curation	EFO_0003607	http://www.ebi.ac.uk/efo/	y
occipital lateral line	UBERON:0003093	occipital lateral line neuromast	Requires curation	EFO_0003606	http://www.ebi.ac.uk/efo/	y
dorsal lateral line	UBERON:0003095	dorsal anterior lateral line ganglion	Requires curation	EFO_0003674	http://www.ebi.ac.uk/efo/	y
middle lateral line	UBERON:0003096	middle lateral line neuromast	Requires curation	EFO_0003592	http://www.ebi.ac.uk/efo/	y
dorsal fin	UBERON:0003097	dorsal fin musculature	Requires curation	EFO_0003551	http://www.ebi.ac.uk/efo/	y
olfactory region	UBERON:0003112	olfactory region	Requires curation	EFO_0003525	http://www.ebi.ac.uk/efo/	y
pharyngeal arch 3	UBERON:0003114	pharyngeal arch 3-7	Requires curation	EFO_0003694	http://www.ebi.ac.uk/efo/	y
gustatory organ	UBERON:0003212	taste system	Requires curation	EFO_0000830	http://www.ebi.ac.uk/efo/	y
mouth floor	UBERON:0003679	floor of mouth	Requires curation	EFO_0001923	http://www.ebi.ac.uk/efo/	y
masticatory muscle	UBERON:0003681	masseter muscle	Requires curation	EFO_0001424	http://www.ebi.ac.uk/efo/	y
abdominal cavity	UBERON:0003684	abdominal cavity	Requires curation	EFO_0000213	http://www.ebi.ac.uk/efo/	y
spinal cord neural plate	UBERON:0003854	presumptive spinal cord	Requires curation	EFO_0003438	http://www.ebi.ac.uk/efo/	y
neural arch	UBERON:0003861	neural arch	Requires curation	EFO_0003618	http://www.ebi.ac.uk/efo/	y
liver primordium	UBERON:0003894	liver primordium	Requires curation	EFO_0003428	http://www.ebi.ac.uk/efo/	y
pancreas primordium	UBERON:0003921	pancreas primordium	Requires curation	EFO_0003434	http://www.ebi.ac.uk/efo/	y
pancreatic bud	UBERON:0003922	pancreatic bud	Requires curation	EFO_0003470	http://www.ebi.ac.uk/efo/	y
mature ovarian follicle	UBERON:0003982	ovarian follicle stage IV	Requires curation	EFO_0003653	http://www.ebi.ac.uk/efo/	y
ganglionic eminence	UBERON:0004023	caudal ganglionic eminence	Requires curation	EFO_0001911	http://www.ebi.ac.uk/efo/	y
brain ventricle	UBERON:0004086	brain ventricle	Requires curation	EFO_0001914	http://www.ebi.ac.uk/efo/	y
pharyngeal pouch	UBERON:0004117	pharyngeal pouch	Requires curation	EFO_0003627	http://www.ebi.ac.uk/efo/	y
genitourinary system	UBERON:0004122	genitourinary system	Requires curation	EFO_0003864	http://www.ebi.ac.uk/efo/	y
heart tube	UBERON:0004141	heart tube	Requires curation	EFO_0003526	http://www.ebi.ac.uk/efo/	y
glomerular capillary	UBERON:0004212	renal glomerulus	Requires curation	EFO_0003667	http://www.ebi.ac.uk/efo/	y
aortic arch	UBERON:0004363	aortic arch	Requires curation	EFO_0003695	http://www.ebi.ac.uk/efo/	y
cardiovascular system	UBERON:0004535	cardiovascular system	Requires curation	EFO_0000791	http://www.ebi.ac.uk/efo/	y
pharyngula stage	UBERON:0004707	pharyngula stage	Requires curation	EFO_0001310	http://www.ebi.ac.uk/efo/	y
cervix epithelium	UBERON:0004801	cervix epithelium	Requires curation	EFO_0001913	http://www.ebi.ac.uk/efo/	y
aorta endothelium	UBERON:0004851	aorta endothelium	Requires curation	EFO_0002597	http://www.ebi.ac.uk/efo/	y
mucosa of tongue	UBERON:0005020	tongue mucosa	Requires curation	EFO_0002553	http://www.ebi.ac.uk/efo/	y
neural rod	UBERON:0005068	neural rod	Requires curation	EFO_0003498	http://www.ebi.ac.uk/efo/	y
head mesenchyme	UBERON:0005253	head mesenchyme	Requires curation	EFO_0003492	http://www.ebi.ac.uk/efo/	y
brain vasculature	UBERON:0005284	brain vasculature	Requires curation	EFO_0003491	http://www.ebi.ac.uk/efo/	y
extraembryonic tissue	UBERON:0005292	extraembryonic tissue	Requires curation	EFO_0001406	http://www.ebi.ac.uk/efo/	y
olfactory lobe	UBERON:0005366	olfactory lobe	Requires curation	EFO_0000108	http://www.ebi.ac.uk/efo/	y
