#curie_map:
#  FBbt: "http://purl.obolibrary.org/obo/FBbt_"
#  ORCID: "https://orcid.org/"
#  UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#  obo: "http://purl.obolibrary.org/obo/"
#mapping_set_id: "http://purl.obolibrary.org/obo/fbbt/fbbt-mappings.sssom.tsv"
#mapping_set_description: "Mappings between the Drosophila Anatomy Ontology and foreign ontologies."
#creator_id:
#  - "ORCID:0000-0002-1373-1705"
#  - "ORCID:0000-0002-6095-8718"
#license: "https://creativecommons.org/licenses/by/4.0/"
#subject_source: "obo:fbbt.owl"
#object_source: "obo:uberon/core.owl"
#mapping_date: "2024-07-12"
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	comment
FBbt:00004788	adult external abdomen	semapv:crossSpeciesExactMatch	UBERON:6004788	insect adult external abdomen	semapv:ManualMappingCuration	
FBbt:00004823	analia	semapv:crossSpeciesExactMatch	UBERON:6004823	insect analia	semapv:ManualMappingCuration	
FBbt:00004824	female analia	semapv:crossSpeciesExactMatch	UBERON:6004824	insect female analia	semapv:ManualMappingCuration	
FBbt:00004825	male analia	semapv:crossSpeciesExactMatch	UBERON:6004825	insect male analia	semapv:ManualMappingCuration	
FBbt:00004850	phallus	semapv:crossSpeciesExactMatch	UBERON:0008811	intromittent organ	semapv:ManualMappingCuration	
FBbt:00004856	organ system	semapv:crossSpeciesExactMatch	UBERON:0000467	anatomical system	semapv:ManualMappingCuration	
FBbt:00004857	reproductive system	semapv:crossSpeciesExactMatch	UBERON:0000990	reproductive system	semapv:ManualMappingCuration	
FBbt:00004864	female reproductive system	semapv:crossSpeciesExactMatch	UBERON:0000474	female reproductive system	semapv:ManualMappingCuration	
FBbt:00004865	ovary	semapv:crossSpeciesExactMatch	UBERON:0000992	ovary	semapv:ManualMappingCuration	
FBbt:00004894	egg chamber	semapv:crossSpeciesExactMatch	UBERON:0003199	egg chamber	semapv:ManualMappingCuration	
FBbt:00004921	spermathecum	semapv:crossSpeciesExactMatch	UBERON:0000994	spermathecum	semapv:ManualMappingCuration	
FBbt:00004924	uterus	semapv:crossSpeciesCloseMatch	UBERON:0006834	uterus or analog	semapv:ManualMappingCuration	Debatable: The fly uterus is the site of egg fertilisation, not of embryo development (oviposition happens quickly after fertilization, so not a lot of developpment occurs while the egg is still in the uterus)
FBbt:00004927	male reproductive system	semapv:crossSpeciesExactMatch	UBERON:0000079	male reproductive system	semapv:ManualMappingCuration	
FBbt:00004928	testis	semapv:crossSpeciesExactMatch	UBERON:0000473	testis	semapv:ManualMappingCuration	
FBbt:00004958	seminal vesicle	semapv:crossSpeciesExactMatch	UBERON:0006868	seminal fluid secreting gland	semapv:ManualMappingCuration	
FBbt:00004969	integumentary system	semapv:crossSpeciesExactMatch	UBERON:0002416	integumental system	semapv:ManualMappingCuration	
FBbt:00004970	cuticle	semapv:crossSpeciesExactMatch	UBERON:0001001	chitin-based cuticle	semapv:ManualMappingCuration	
FBbt:00004973	exocuticle	semapv:crossSpeciesExactMatch	UBERON:0003201	exocuticle	semapv:ManualMappingCuration	
FBbt:00004974	endocuticle	semapv:crossSpeciesExactMatch	UBERON:0003202	endocuticle	semapv:ManualMappingCuration	Conflicting definition (inner layer in Uberon; middle layer in FBbt)
FBbt:00004979	trichome	semapv:crossSpeciesExactMatch	UBERON:6004979	insect trichome	semapv:ManualMappingCuration	
FBbt:00004983	embryonic/larval cuticle	semapv:crossSpeciesExactMatch	UBERON:6004983	insect embryonic/larval cuticle	semapv:ManualMappingCuration	
FBbt:00004986	third instar larval cuticle	semapv:crossSpeciesExactMatch	UBERON:6004986	insect third instar larval cuticle	semapv:ManualMappingCuration	
FBbt:00004987	puparium cuticle	semapv:crossSpeciesExactMatch	UBERON:0018656	puparium	semapv:ManualMappingCuration	
FBbt:00004993	epidermis	semapv:crossSpeciesExactMatch	UBERON:0007376	outer epithelium	semapv:ManualMappingCuration	
FBbt:00005023	imaginal precursor	semapv:crossSpeciesExactMatch	UBERON:6005023	insect imaginal precursor	semapv:ManualMappingCuration	
FBbt:00005024	tracheal system	semapv:crossSpeciesExactMatch	UBERON:0005155	open tracheal system	semapv:ManualMappingCuration	
FBbt:00005036	tracheal pit	semapv:crossSpeciesExactMatch	UBERON:6005036	insect tracheal pit	semapv:ManualMappingCuration	
FBbt:00005037	tracheal primordium	semapv:crossSpeciesExactMatch	UBERON:6005037	insect tracheal primordium	semapv:ManualMappingCuration	
FBbt:00005043	trachea	semapv:crossSpeciesExactMatch	UBERON:6005043	insect trachea	semapv:ManualMappingCuration	
FBbt:00005054	spiracle	semapv:crossSpeciesExactMatch	UBERON:6005054	insect spiracle	semapv:ManualMappingCuration	
FBbt:00005055	digestive system	semapv:crossSpeciesExactMatch	UBERON:0001007	digestive system	semapv:ManualMappingCuration	
FBbt:00005056	excretory system	semapv:crossSpeciesExactMatch	UBERON:0001008	renal system	semapv:ManualMappingCuration	
FBbt:00005057	circulatory system	semapv:crossSpeciesExactMatch	UBERON:0009054	open circulatory system	semapv:ManualMappingCuration	
FBbt:00005060	hemocoel	semapv:crossSpeciesExactMatch	UBERON:0002323	coelemic cavity lumen	semapv:ManualMappingCuration	
FBbt:00005061	hemolymph	semapv:crossSpeciesExactMatch	UBERON:0001011	hemolymph	semapv:ManualMappingCuration	
FBbt:00005066	fat body	semapv:crossSpeciesExactMatch	UBERON:0003917	arthropod fat body	semapv:ManualMappingCuration	Uberon definition makes it a single gland localized dorsally to the gut; FBbt definition makes it distributed throughout the body; and not sure it's correct to define it as a gland
FBbt:00005068	endocrine system	semapv:crossSpeciesExactMatch	UBERON:0000949	endocrine system	semapv:ManualMappingCuration	
FBbt:00005093	nervous system	semapv:crossSpeciesExactMatch	UBERON:0001016	nervous system	semapv:ManualMappingCuration	
FBbt:00005094	central nervous system	semapv:crossSpeciesExactMatch	UBERON:0001017	central nervous system	semapv:ManualMappingCuration	
FBbt:00005095	brain	semapv:crossSpeciesExactMatch	UBERON:0000955	brain	semapv:ManualMappingCuration	
FBbt:00005096	stomatogastric nervous system	semapv:crossSpeciesExactMatch	UBERON:6005096	insect stomatogastric nervous system	semapv:ManualMappingCuration	
FBbt:00005097	ventral nerve cord	semapv:crossSpeciesExactMatch	UBERON:0000934	ventral nerve cord	semapv:ManualMappingCuration	
FBbt:00005098	peripheral nervous system	semapv:crossSpeciesExactMatch	UBERON:0000010	peripheral nervous system	semapv:ManualMappingCuration	
FBbt:00005099	neuron projection bundle	semapv:crossSpeciesExactMatch	UBERON:0000122	neuron projection bundle	semapv:ManualMappingCuration	
FBbt:00005100	tract	semapv:crossSpeciesExactMatch	UBERON:0001018	axon tract	semapv:ManualMappingCuration	
FBbt:00005105	nerve	semapv:crossSpeciesExactMatch	UBERON:0001021	nerve	semapv:ManualMappingCuration	
FBbt:00005136	sensory nerve	semapv:crossSpeciesExactMatch	UBERON:0001027	sensory nerve	semapv:ManualMappingCuration	
FBbt:00005139	neuropil	semapv:crossSpeciesExactMatch	UBERON:0002606	neuropil	semapv:ManualMappingCuration	
FBbt:00005155	sense organ	semapv:crossSpeciesExactMatch	UBERON:0000020	sense organ	semapv:ManualMappingCuration	
FBbt:00005157	chemosensory sensory organ	semapv:crossSpeciesExactMatch	UBERON:0000005	chemosensory organ	semapv:ManualMappingCuration	
FBbt:00005158	olfactory sensory organ	semapv:crossSpeciesExactMatch	UBERON:0002268	olfactory organ	semapv:ManualMappingCuration	
FBbt:00005159	gustatory sensory organ	semapv:crossSpeciesExactMatch	UBERON:0003212	gustatory organ	semapv:ManualMappingCuration	
FBbt:00005162	photoreceptor	semapv:crossSpeciesExactMatch	UBERON:0000970	eye	semapv:ManualMappingCuration	
FBbt:00005168	external sensory organ	semapv:crossSpeciesExactMatch	UBERON:6005168	insect external sensory organ	semapv:ManualMappingCuration	
FBbt:00005177	chaeta	semapv:crossSpeciesExactMatch	UBERON:6005177	insect chaeta	semapv:ManualMappingCuration	
FBbt:00005215	chordotonal organ	semapv:crossSpeciesExactMatch	UBERON:0001038	chordotonal organ	semapv:ManualMappingCuration	
FBbt:00005317	gastrula embryo	semapv:crossSpeciesExactMatch	UBERON:0004734	gastrula	semapv:ManualMappingCuration	marked as deprecated in FBbt (but without suggested replacement)
FBbt:00005333	late embryo	semapv:crossSpeciesExactMatch	UBERON:0000323	late embryo	semapv:ManualMappingCuration	
FBbt:00005338	second instar larva	semapv:crossSpeciesExactMatch	UBERON:0018382	second instar larva	semapv:ManualMappingCuration	marked as deprecated in FBbt (but without suggested replacement)
FBbt:00005378	wing margin	semapv:crossSpeciesExactMatch	UBERON:6005378	insect wing margin	semapv:ManualMappingCuration	
FBbt:00005379	foregut	semapv:crossSpeciesExactMatch	UBERON:0001041	foregut	semapv:ManualMappingCuration	
FBbt:00005380	pharynx	semapv:crossSpeciesExactMatch	UBERON:6005380	insect pharynx	semapv:ManualMappingCuration	
FBbt:00005382	salivary gland	semapv:crossSpeciesExactMatch	UBERON:0001044	saliva-secreting gland	semapv:ManualMappingCuration	
FBbt:00005383	midgut	semapv:crossSpeciesExactMatch	UBERON:0001045	midgut	semapv:ManualMappingCuration	
FBbt:00005384	hindgut	semapv:crossSpeciesExactMatch	UBERON:0001046	hindgut	semapv:ManualMappingCuration	
FBbt:00005386	glomerulus	semapv:crossSpeciesExactMatch	UBERON:0001047	neural glomerulus	semapv:ManualMappingCuration	
FBbt:00005393	embryonic/larval integumentary system	semapv:crossSpeciesExactMatch	UBERON:6005393	insect embryonic/larval integumentary system	semapv:ManualMappingCuration	
FBbt:00005396	adult integumentary system	semapv:crossSpeciesExactMatch	UBERON:6005396	insect adult integumentary system	semapv:ManualMappingCuration	
FBbt:00005426	anlage	semapv:crossSpeciesExactMatch	UBERON:0007688	anlage	semapv:ManualMappingCuration	
FBbt:00005427	ectoderm anlage	semapv:crossSpeciesExactMatch	UBERON:6005427	insect ectoderm anlage	semapv:ManualMappingCuration	
FBbt:00005461	circulatory system primordium	semapv:crossSpeciesExactMatch	UBERON:6005461	insect circulatory system primordium	semapv:ManualMappingCuration	
FBbt:00005467	lymph gland primordium	semapv:crossSpeciesExactMatch	UBERON:6005467	insect lymph gland primordium	semapv:ManualMappingCuration	
FBbt:00005495	primordium	semapv:crossSpeciesExactMatch	UBERON:0001048	primordium	semapv:ManualMappingCuration	
FBbt:00005514	clypeo-labral disc primordium	semapv:crossSpeciesExactMatch	UBERON:6005514	insect adult clypeo-labral primordium	semapv:ManualMappingCuration	
FBbt:00005526	dorsal epidermis primordium	semapv:crossSpeciesExactMatch	UBERON:6005526	insect dorsal epidermis primordium	semapv:ManualMappingCuration	
FBbt:00005533	ventral epidermis primordium	semapv:crossSpeciesExactMatch	UBERON:6005533	insect ventral epidermis primordium	semapv:ManualMappingCuration	
FBbt:00005538	clypeo-labral primordium	semapv:crossSpeciesExactMatch	UBERON:6005538	insect clypeo-labral primordium	semapv:ManualMappingCuration	
FBbt:00005558	ventral ectoderm	semapv:crossSpeciesExactMatch	UBERON:6005558	insect ventral ectoderm	semapv:ManualMappingCuration	
FBbt:00005569	presumptive embryonic/larval tracheal system	semapv:crossSpeciesExactMatch	UBERON:6005569	insect presumptive embryonic/larval tracheal system	semapv:ManualMappingCuration	
FBbt:00005756	rectum	semapv:crossSpeciesExactMatch	UBERON:0006866	terminal part of digestive tract	semapv:ManualMappingCuration	
FBbt:00005757	neurohemal organ	semapv:crossSpeciesExactMatch	UBERON:0001053	arthropod neurohemal organ	semapv:ManualMappingCuration	
FBbt:00005786	Malpighian tubule	semapv:crossSpeciesExactMatch	UBERON:0001054	Malpighian tubule	semapv:ManualMappingCuration	
FBbt:00005799	corpus cardiacum	semapv:crossSpeciesExactMatch	UBERON:0001056	corpus cardiacum	semapv:ManualMappingCuration	
FBbt:00005800	corpus allatum	semapv:crossSpeciesExactMatch	UBERON:0001057	corpus allatum	semapv:ManualMappingCuration	
FBbt:00005801	mushroom body	semapv:crossSpeciesExactMatch	UBERON:0001058	mushroom body	semapv:ManualMappingCuration	
FBbt:00005802	pars intercerebralis	semapv:crossSpeciesExactMatch	UBERON:0001059	pars intercerebralis	semapv:ManualMappingCuration	
FBbt:00005805	Bolwig organ	semapv:crossSpeciesExactMatch	UBERON:6005805	insect Bolwig organ	semapv:ManualMappingCuration	
FBbt:00005811	articulation	semapv:crossSpeciesExactMatch	UBERON:0004905	articulation	semapv:ManualMappingCuration	
FBbt:00005830	Bolwig organ primordium	semapv:crossSpeciesExactMatch	UBERON:6005830	insect Bolwig organ primordium	semapv:ManualMappingCuration	
FBbt:00005831	dorsal imaginal tissue	semapv:crossSpeciesExactMatch	UBERON:6005831	insect dorsal imaginal precursor	semapv:ManualMappingCuration	
FBbt:00005835	extraembryonic structure	semapv:crossSpeciesExactMatch	UBERON:0000478	extraembryonic structure	semapv:ManualMappingCuration	
FBbt:00005913	arista lateral	semapv:crossSpeciesExactMatch	UBERON:6005913	insect arista lateral	semapv:ManualMappingCuration	
FBbt:00006011	pharate adult	semapv:crossSpeciesExactMatch	UBERON:6006011	insect pharate adult	semapv:ManualMappingCuration	
FBbt:00006032	mesothoracic tergum primordium	semapv:crossSpeciesExactMatch	UBERON:6006032	insect mesothoracic tergum primordium	semapv:ManualMappingCuration	
FBbt:00007000	appendage	semapv:crossSpeciesExactMatch	UBERON:0000026	appendage	semapv:ManualMappingCuration	
FBbt:00007001	anatomical structure	semapv:crossSpeciesExactMatch	UBERON:0000061	anatomical structure	semapv:ManualMappingCuration	
FBbt:00007003	portion of tissue	semapv:crossSpeciesExactMatch	UBERON:0000479	tissue	semapv:ManualMappingCuration	
FBbt:00007004	male organism	semapv:crossSpeciesExactMatch	UBERON:0003101	male organism	semapv:ManualMappingCuration	
FBbt:00007005	epithelium	semapv:crossSpeciesExactMatch	UBERON:0000483	epithelium	semapv:ManualMappingCuration	
FBbt:00007006	developing material anatomical entity	semapv:crossSpeciesExactMatch	UBERON:0005423	developing anatomical structure	semapv:ManualMappingCuration	
FBbt:00007009	organism subdivision	semapv:crossSpeciesExactMatch	UBERON:0000475	organism subdivision	semapv:ManualMappingCuration	
FBbt:00007010	multi-tissue structure	semapv:crossSpeciesExactMatch	UBERON:0000481	multi-tissue structure	semapv:ManualMappingCuration	
FBbt:00007011	female organism	semapv:crossSpeciesExactMatch	UBERON:0003100	female organism	semapv:ManualMappingCuration	
FBbt:00007013	acellular anatomical structure	semapv:crossSpeciesExactMatch	UBERON:0000476	acellular anatomical structure	semapv:ManualMappingCuration	
FBbt:00007015	immaterial anatomical entity	semapv:crossSpeciesExactMatch	UBERON:0000466	immaterial anatomical entity	semapv:ManualMappingCuration	
FBbt:00007016	material anatomical entity	semapv:crossSpeciesExactMatch	UBERON:0000465	material anatomical entity	semapv:ManualMappingCuration	
FBbt:00007017	anatomical space	semapv:crossSpeciesExactMatch	UBERON:0000464	anatomical space	semapv:ManualMappingCuration	
FBbt:00007018	appendage segment	semapv:crossSpeciesExactMatch	UBERON:0010758	subdivision of organism along appendicular axis	semapv:ManualMappingCuration	
FBbt:00007019	portion of organism substance	semapv:crossSpeciesExactMatch	UBERON:0000463	organism substance	semapv:ManualMappingCuration	
FBbt:00007020	metatarsus of male prothoracic leg	semapv:crossSpeciesExactMatch	UBERON:6007020	insect metatarsus of male prothoracic leg	semapv:ManualMappingCuration	
FBbt:00007027	cuboidal/columnar epithelium	semapv:crossSpeciesExactMatch	UBERON:0000485	simple columnar epithelium	semapv:ManualMappingCuration	
FBbt:00007045	trunk ectoderm	semapv:crossSpeciesExactMatch	UBERON:6007045	insect trunk ectoderm	semapv:ManualMappingCuration	
FBbt:00007060	multi-cell-component structure	semapv:crossSpeciesExactMatch	UBERON:0005162	multi cell part structure	semapv:ManualMappingCuration	
FBbt:00007070	embryonic/larval posterior inferior protocerebrum	semapv:crossSpeciesExactMatch	UBERON:6007070	insect centro-posterior medial synaptic neuropil domain	semapv:ManualMappingCuration	
FBbt:00007091	subperineurial glial sheath	semapv:crossSpeciesCloseMatch	UBERON:0000202	glial blood brain barrier	semapv:ManualMappingCuration	Debatable: the subperineurial glia does act “like” a BBB but is it enough to make the two terms equivalent?
FBbt:00007116	presumptive embryonic/larval system	semapv:crossSpeciesExactMatch	UBERON:6007116	insect presumptive embryonic/larval system	semapv:ManualMappingCuration	
FBbt:00007145	adult protocerebrum	semapv:crossSpeciesExactMatch	UBERON:6007145	insect adult protocerebrum	semapv:ManualMappingCuration	
FBbt:00007149	segment of antenna	semapv:crossSpeciesExactMatch	UBERON:6007149	segment of antenna	semapv:ManualMappingCuration	
FBbt:00007150	segment of leg	semapv:crossSpeciesExactMatch	UBERON:6007150	insect segment of leg	semapv:ManualMappingCuration	
FBbt:00007152	sensillum	semapv:crossSpeciesExactMatch	UBERON:0002536	arthropod sensillum	semapv:ManualMappingCuration	
FBbt:00007229	cell cluster organ	semapv:crossSpeciesExactMatch	UBERON:0010001	cell cluster organ	semapv:ManualMappingCuration	
FBbt:00007230	compound cell cluster organ	semapv:crossSpeciesExactMatch	UBERON:0014732	compound cell cluster organ	semapv:ManualMappingCuration	
FBbt:00007231	external sensillum	semapv:crossSpeciesExactMatch	UBERON:6007231	insect external sensillum	semapv:ManualMappingCuration	
FBbt:00007232	eo-type sensillum	semapv:crossSpeciesExactMatch	UBERON:6007232	insect eo-type sensillum	semapv:ManualMappingCuration	
FBbt:00007233	internal sensillum	semapv:crossSpeciesExactMatch	UBERON:6007233	insect internal sensillum	semapv:ManualMappingCuration	
FBbt:00007240	embryonic/larval sensillum	semapv:crossSpeciesExactMatch	UBERON:6007240	insect embryonic/larval sensillum	semapv:ManualMappingCuration	
FBbt:00007242	embryonic/larval head sensillum	semapv:crossSpeciesExactMatch	UBERON:6007242	insect embryonic/larval head sensillum	semapv:ManualMappingCuration	
FBbt:00007245	cuticular specialization	semapv:crossSpeciesExactMatch	UBERON:6007245	insect cuticular specialization	semapv:ManualMappingCuration	
FBbt:00007248	chorionic specialization	semapv:crossSpeciesExactMatch	UBERON:6007248	insect chorionic specialization	semapv:ManualMappingCuration	
FBbt:00007276	anatomical group	semapv:crossSpeciesExactMatch	UBERON:0034923	disconnected anatomical group	semapv:ManualMappingCuration	
FBbt:00007277	anatomical cluster	semapv:crossSpeciesExactMatch	UBERON:0000477	anatomical cluster	semapv:ManualMappingCuration	
FBbt:00007278	non-connected functional system	semapv:crossSpeciesExactMatch	UBERON:0015203	non-connected functional system	semapv:ManualMappingCuration	
FBbt:00007280	embryonic/larval head sense organ	semapv:crossSpeciesExactMatch	UBERON:6007280	insect embryonic/larval head sense organ	semapv:ManualMappingCuration	
FBbt:00007284	region of integument	semapv:crossSpeciesExactMatch	UBERON:6007284	insect region of integument	semapv:ManualMappingCuration	
FBbt:00007285	segmental subdivision of integument	semapv:crossSpeciesExactMatch	UBERON:6007285	insect segmental subdivision of integument	semapv:ManualMappingCuration	
FBbt:00007288	integumentary specialization	semapv:crossSpeciesExactMatch	UBERON:6007288	insect integumentary specialisation	semapv:ManualMappingCuration	
FBbt:00007289	tagmatic subdivision of integument	semapv:crossSpeciesExactMatch	UBERON:6007289	insect tagmatic subdivision of integument	semapv:ManualMappingCuration	
FBbt:00007330	organ system subdivision	semapv:crossSpeciesExactMatch	UBERON:0011216	organ system subdivision	semapv:ManualMappingCuration	
FBbt:00007331	segmental subdivision of organ system	semapv:crossSpeciesExactMatch	UBERON:6007331	insect segmental subdivision of organ system	semapv:ManualMappingCuration	
FBbt:00007373	internal sense organ	semapv:crossSpeciesExactMatch	UBERON:6007373	insect internal sense organ	semapv:ManualMappingCuration	
FBbt:00007410	tracheal lumen	semapv:crossSpeciesExactMatch	UBERON:0006832	lumen of open tracheal system trachea	semapv:ManualMappingCuration	
FBbt:00007424	epithelial furrow	semapv:crossSpeciesExactMatch	UBERON:6007424	insect epithelial furrow	semapv:ManualMappingCuration	
FBbt:00007474	epithelial tube	semapv:crossSpeciesExactMatch	UBERON:0003914	epithelial tube	semapv:ManualMappingCuration	
FBbt:00007692	sensory system	semapv:crossSpeciesExactMatch	UBERON:0001032	sensory system	semapv:ManualMappingCuration	
FBbt:00016022	abdominal histoblast primordium	semapv:crossSpeciesExactMatch	UBERON:6016022	insect abdominal histoblast primordium	semapv:ManualMappingCuration	
FBbt:00040003	non-connected developing system	semapv:crossSpeciesExactMatch	UBERON:6040003	insect non-connected developing system	semapv:ManualMappingCuration	
FBbt:00040005	synaptic neuropil	semapv:crossSpeciesExactMatch	UBERON:6040005	insect synaptic neuropil	semapv:ManualMappingCuration	
FBbt:00040007	synaptic neuropil domain	semapv:crossSpeciesExactMatch	UBERON:6040007	insect synaptic neuropil domain	semapv:ManualMappingCuration	
FBbt:00041000	synaptic neuropil block	semapv:crossSpeciesExactMatch	UBERON:6041000	insect synaptic neuropil block	semapv:ManualMappingCuration	
FBbt:00047153	anus	semapv:crossSpeciesExactMatch	UBERON:0001245	anus	semapv:ManualMappingCuration	
FBbt:00047166	gut epithelium	semapv:crossSpeciesExactMatch	UBERON:0003929	digestive tract epithelium	semapv:ManualMappingCuration	
FBbt:00058291	dorsal vessel	semapv:crossSpeciesExactMatch	UBERON:0015231	circulatory system dorsal vessel	semapv:ManualMappingCuration	
FBbt:00100152	row	semapv:crossSpeciesExactMatch	UBERON:0034926	anatomical row	semapv:ManualMappingCuration	
FBbt:00100153	sensillum row	semapv:crossSpeciesExactMatch	UBERON:6100153	insect sensilla row	semapv:ManualMappingCuration	
FBbt:00100313	multicellular structure	semapv:crossSpeciesExactMatch	UBERON:0010000	multicellular anatomical structure	semapv:ManualMappingCuration	
FBbt:00100314	duct	semapv:crossSpeciesExactMatch	UBERON:0000058	duct	semapv:ManualMappingCuration	
FBbt:00100315	gut section	semapv:crossSpeciesExactMatch	UBERON:0004921	subdivision of digestive tract	semapv:ManualMappingCuration	
FBbt:00100316	diverticulum of gut	semapv:crossSpeciesExactMatch	UBERON:0009854	digestive tract diverticulum	semapv:ManualMappingCuration	
FBbt:00100317	gland	semapv:crossSpeciesExactMatch	UBERON:0002530	gland	semapv:ManualMappingCuration	
FBbt:00110636	adult cerebral ganglion	semapv:crossSpeciesExactMatch	UBERON:6110636	insect adult cerebral ganglion	semapv:ManualMappingCuration	
FBbt:00110746	presumptive prothoracic metatarsus	semapv:crossSpeciesExactMatch	UBERON:6110746	insect presumptive prothoracic metatarsus	semapv:ManualMappingCuration	
FBbt:00110811	presumptive arista	semapv:crossSpeciesExactMatch	UBERON:6110811	insect presumptive arista	semapv:ManualMappingCuration	
FBbt:10000000	anatomical entity	semapv:crossSpeciesExactMatch	UBERON:0001062	anatomical entity	semapv:ManualMappingCuration	
