#curie_map:
#  AAO: "http://purl.obolibrary.org/obo/AAO_"
#  CARO: "http://purl.obolibrary.org/obo/CARO_"
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  EHDAA2: "http://purl.obolibrary.org/obo/EHDAA2_"
#  EMAPA: "http://purl.obolibrary.org/obo/EMAPA_"
#  EV: "http://purl.obolibrary.org/obo/EV_"
#  FBbt: "http://purl.obolibrary.org/obo/FBbt_"
#  FMA: "http://purl.org/sig/ont/fma/fma"
#  GO: "http://purl.obolibrary.org/obo/GO_"
#  KUPO: "http://purl.obolibrary.org/obo/KUPO_"
#  MA: "http://purl.obolibrary.org/obo/MA_"
#  NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#  ORCID: "https://orcid.org/"
#  SCTID: "http://purl.obolibrary.org/obo/SCTID_"
#  VHOG: "http://purl.obolibrary.org/obo/VHOG_"
#  VSAO: "http://purl.obolibrary.org/obo/VSAO_"
#  WBbt: "http://purl.obolibrary.org/obo/WBbt_"
#  XAO: "http://purl.obolibrary.org/obo/XAO_"
#  ZFA: "http://purl.obolibrary.org/obo/ZFA_"
#  obo: "http://purl.obolibrary.org/obo/"
#mapping_set_id: "http://purl.obolibrary.org/obo/cl/cl.sssom.tsv"
#creator_id:
#  - "ORCID:0000-0002-1373-1705"
#  - "ORCID:0000-0002-6095-8718"
#license: "http://creativecommons.org/licenses/by/4.0/"
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	mapping_date
CL:0000132	corneal endothelial cell	semapv:crossSpeciesExactMatch	FMA:70614		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000133		semapv:crossSpeciesExactMatch	ZFA:0009080	neurectodermal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000134		semapv:crossSpeciesExactMatch	ZFA:0009081	mesenchymal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000134	mesenchymal stem cell	semapv:crossSpeciesExactMatch	FMA:70546		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000135	fibrocyte	semapv:crossSpeciesExactMatch	FMA:63879		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000136		semapv:crossSpeciesExactMatch	ZFA:0009082	fat cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000136	adipocyte	semapv:crossSpeciesExactMatch	FMA:63880		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000137		semapv:crossSpeciesExactMatch	ZFA:0009083	osteocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000137	osteocyte	skos:exactMatch	VSAO:0000124		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000137	osteocyte	semapv:crossSpeciesExactMatch	FMA:66779		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000138		semapv:crossSpeciesExactMatch	ZFA:0009084	chondrocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000138	chondrocyte	semapv:crossSpeciesExactMatch	FMA:66782		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000140		semapv:crossSpeciesExactMatch	ZFA:0009086	odontocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000141		semapv:crossSpeciesExactMatch	ZFA:0009087	cementocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000141	cementocyte	semapv:crossSpeciesExactMatch	FMA:63003		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000142	hyalocyte	semapv:crossSpeciesExactMatch	FMA:70620		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000145		semapv:crossSpeciesExactMatch	ZFA:0009088	professional antigen presenting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000146		semapv:crossSpeciesExactMatch	ZFA:0009089	simple columnar epithelial cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000147		semapv:crossSpeciesExactMatch	ZFA:0009090	pigment cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000147	pigment cell	skos:broadMatch	VHOG:0001678		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000148		semapv:crossSpeciesExactMatch	ZFA:0009091	melanocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000148	melanocyte	skos:broadMatch	VHOG:0001679		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000148	melanocyte	semapv:crossSpeciesExactMatch	FMA:70545		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000150	glandular epithelial cell	semapv:crossSpeciesExactMatch	FMA:86494		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000151	secretory cell	semapv:crossSpeciesExactMatch	FMA:86916		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000152		semapv:crossSpeciesExactMatch	ZFA:0009092	exocrine cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000152	exocrine cell	semapv:crossSpeciesExactMatch	FMA:16014		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000153		semapv:crossSpeciesExactMatch	ZFA:0009093	GAG secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000155	peptic cell	semapv:crossSpeciesExactMatch	FMA:62902		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000158	club cell	semapv:crossSpeciesExactMatch	FMA:14119		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000160		semapv:crossSpeciesExactMatch	ZFA:0009094	goblet cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000160	goblet cell	semapv:crossSpeciesExactMatch	FMA:13148		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000161		semapv:crossSpeciesExactMatch	ZFA:0009095	acid secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000162	parietal cell	semapv:crossSpeciesExactMatch	FMA:62901		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000163		semapv:crossSpeciesExactMatch	ZFA:0009096	endocrine cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000163	endocrine cell	semapv:crossSpeciesExactMatch	FMA:83809		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000164		semapv:crossSpeciesExactMatch	ZFA:0009097	enteroendocrine cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000164	enteroendocrine cell	semapv:crossSpeciesExactMatch	FMA:62930		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000165		semapv:crossSpeciesExactMatch	FBbt:00005130	neurosecretory neuron	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000165		semapv:crossSpeciesExactMatch	ZFA:0009098	neuroendocrine cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000165	neuroendocrine cell	semapv:crossSpeciesExactMatch	FMA:83810		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000166		semapv:crossSpeciesExactMatch	ZFA:0009099	chromaffin cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000166	chromaffin cell	semapv:crossSpeciesExactMatch	FMA:69263		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000167		semapv:crossSpeciesExactMatch	ZFA:0009100	peptide hormone secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000168		semapv:crossSpeciesExactMatch	ZFA:0009101	insulin secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000169		semapv:crossSpeciesExactMatch	ZFA:0009102	pancreatic B cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000169	type B pancreatic cell	skos:narrowMatch	EV:0200009		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000169	type B pancreatic cell	semapv:crossSpeciesExactMatch	MA:0002419		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000169	type B pancreatic cell	semapv:crossSpeciesExactMatch	FMA:70586		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000170		semapv:crossSpeciesExactMatch	ZFA:0009103	glucagon secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000170	glucagon secreting cell	semapv:crossSpeciesExactMatch	FMA:84045		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000171		semapv:crossSpeciesExactMatch	ZFA:0009104	pancreatic A cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000171	pancreatic A cell	semapv:crossSpeciesExactMatch	FMA:70585		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000172		semapv:crossSpeciesExactMatch	ZFA:0009105	somatostatin secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000173		semapv:crossSpeciesExactMatch	ZFA:0005743	pancreatic D cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000173	pancreatic D cell	semapv:crossSpeciesExactMatch	FMA:70587		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000174		semapv:crossSpeciesExactMatch	ZFA:0009106	steroid hormone secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000175	luteal cell	semapv:crossSpeciesExactMatch	FMA:18688		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000177		semapv:crossSpeciesExactMatch	ZFA:0009107	testosterone secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000178		semapv:crossSpeciesExactMatch	ZFA:0009108	Leydig cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000178	Leydig cell	semapv:crossSpeciesExactMatch	EMAPA:29655		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000178	Leydig cell	semapv:crossSpeciesExactMatch	FMA:72297		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000179		semapv:crossSpeciesExactMatch	ZFA:0009109	progesterone secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000180		semapv:crossSpeciesExactMatch	ZFA:0009110	estradiol secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000182		semapv:crossSpeciesExactMatch	ZFA:0009111	hepatocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000182	hepatocyte	semapv:crossSpeciesExactMatch	FMA:14515		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000185		semapv:crossSpeciesExactMatch	ZFA:0009113	myoepithelial cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000185	myoepithelial cell	semapv:crossSpeciesExactMatch	FMA:67799		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000187		semapv:crossSpeciesExactMatch	FBbt:00005074	muscle cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000187		semapv:crossSpeciesExactMatch	ZFA:0009114	muscle cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000187	muscle cell	semapv:crossSpeciesExactMatch	WBbt:0003675		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000187	muscle cell	semapv:crossSpeciesExactMatch	FMA:67328		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000188		semapv:crossSpeciesExactMatch	ZFA:0009115	skeletal muscle cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000188	cell of skeletal muscle	semapv:crossSpeciesExactMatch	FMA:9727		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000189		semapv:crossSpeciesExactMatch	ZFA:0009116	slow muscle cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000190		semapv:crossSpeciesExactMatch	ZFA:0009117	fast muscle cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000192		semapv:crossSpeciesExactMatch	ZFA:0009118	smooth muscle cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000192	smooth muscle cell	semapv:crossSpeciesExactMatch	FMA:14072		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000196		semapv:crossSpeciesExactMatch	FBbt:00003360	flight muscle cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000198		semapv:crossSpeciesExactMatch	ZFA:0009119	pain receptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000199		semapv:crossSpeciesExactMatch	ZFA:0009120	mechanoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000202		semapv:crossSpeciesExactMatch	ZFA:0009121	auditory receptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000205		semapv:crossSpeciesExactMatch	ZFA:0009123	thermoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000206		semapv:crossSpeciesExactMatch	ZFA:0009124	chemoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000207		semapv:crossSpeciesExactMatch	ZFA:0009125	olfactory receptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000207	olfactory receptor cell	semapv:crossSpeciesExactMatch	FMA:67860		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000209		semapv:crossSpeciesExactMatch	ZFA:0009126	taste receptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000209	taste receptor cell	semapv:crossSpeciesExactMatch	FMA:67910		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000210		semapv:crossSpeciesExactMatch	FBbt:00004211	photoreceptor cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000210		semapv:crossSpeciesExactMatch	ZFA:0009127	photoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000210	photoreceptor cell	semapv:crossSpeciesExactMatch	FMA:86740		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000211		semapv:crossSpeciesExactMatch	ZFA:0009128	electrically active cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000212		semapv:crossSpeciesExactMatch	ZFA:0009129	absorptive cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000213		semapv:crossSpeciesExactMatch	ZFA:0009130	lining cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000214		semapv:crossSpeciesExactMatch	ZFA:0009131	synovial cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000215		semapv:crossSpeciesExactMatch	ZFA:0009132	barrier cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000216		semapv:crossSpeciesExactMatch	ZFA:0009133	Sertoli cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000216	Sertoli cell	skos:broadMatch	VHOG:0001348		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000216	Sertoli cell	semapv:crossSpeciesExactMatch	FMA:72298		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000217		semapv:crossSpeciesExactMatch	ZFA:0009134	insulating cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000218		semapv:crossSpeciesExactMatch	ZFA:0009135	myelinating Schwann cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000218	myelinating Schwann cell	semapv:crossSpeciesExactMatch	FMA:62121		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000219		semapv:crossSpeciesExactMatch	ZFA:0009136	motile cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000221		semapv:crossSpeciesExactMatch	ZFA:0009137	ectodermal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000221	ectodermal cell	semapv:crossSpeciesExactMatch	FMA:72549		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000222		semapv:crossSpeciesExactMatch	ZFA:0009138	mesodermal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000222	mesodermal cell	semapv:crossSpeciesExactMatch	FMA:72554		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000223		semapv:crossSpeciesExactMatch	ZFA:0009139	endodermal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000223	endodermal cell	semapv:crossSpeciesExactMatch	FMA:72555		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000225	anucleate cell	semapv:crossSpeciesExactMatch	FMA:68647		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000232	erythrocyte	semapv:crossSpeciesExactMatch	FMA:81100		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000233	platelet	semapv:crossSpeciesExactMatch	FMA:62851		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000234		semapv:crossSpeciesExactMatch	ZFA:0009140	phagocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000234	phagocyte	semapv:crossSpeciesExactMatch	FMA:83806		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000235		semapv:crossSpeciesExactMatch	ZFA:0009141	macrophage	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000235	macrophage	semapv:crossSpeciesExactMatch	FMA:63261		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000235	macrophage	semapv:crossSpeciesExactMatch	FMA:83585		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000236		semapv:crossSpeciesExactMatch	ZFA:0009142	B cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000236	B cell	skos:broadMatch	VHOG:0001480		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000236	B cell	semapv:crossSpeciesExactMatch	FMA:62869		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000239		semapv:crossSpeciesExactMatch	ZFA:0009143	brush border epithelial cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000240		semapv:crossSpeciesExactMatch	ZFA:0009144	stratified squamous epithelial cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000241		semapv:crossSpeciesExactMatch	ZFA:0009145	stratified cuboidal epithelial cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000242		semapv:crossSpeciesExactMatch	ZFA:0009146	Merkel cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000242	Merkel cell	semapv:crossSpeciesExactMatch	FMA:70548		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000243		semapv:crossSpeciesExactMatch	ZFA:0009147	glial cell (sensu Vertebrata)	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000244		semapv:crossSpeciesExactMatch	ZFA:0009148	transitional epithelial cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000244	transitional epithelial cell	semapv:crossSpeciesExactMatch	FMA:66778		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000246		semapv:crossSpeciesExactMatch	ZFA:0009149	Mauthner neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000247		semapv:crossSpeciesExactMatch	ZFA:0009150	Rohon-Beard neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000247	Rohon-Beard neuron	skos:broadMatch	VHOG:0001484		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000247	Rohon-Beard neuron	semapv:crossSpeciesExactMatch	AAO:0010316		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000247	Rohon-Beard neuron	semapv:crossSpeciesExactMatch	ZFA:0009150		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000249		semapv:crossSpeciesExactMatch	ZFA:0009151	hatching gland cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000251		semapv:crossSpeciesExactMatch	ZFA:0009152	extramedullary cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000253		semapv:crossSpeciesExactMatch	ZFA:0009153	eurydendroid cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000287		semapv:crossSpeciesExactMatch	ZFA:0009154	eye photoreceptor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000293		semapv:crossSpeciesExactMatch	ZFA:0005745	structural cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000295		semapv:crossSpeciesExactMatch	ZFA:0009155	somatotropin secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000300		semapv:crossSpeciesExactMatch	FBbt:00005412	gamete	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000300		semapv:crossSpeciesExactMatch	ZFA:0009156	gamete	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000300	gamete	semapv:crossSpeciesExactMatch	FMA:18649		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000301		semapv:crossSpeciesExactMatch	FBbt:00000092	primordial germ cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000307	tracheal epithelial cell	semapv:crossSpeciesExactMatch	FMA:74793		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000311		semapv:crossSpeciesExactMatch	ZFA:0009157	keratin accumulating cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000312		semapv:crossSpeciesExactMatch	ZFA:0009158	keratinocyte	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000312	keratinocyte	semapv:crossSpeciesExactMatch	FMA:62879		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000313	serous secreting cell	semapv:crossSpeciesExactMatch	FMA:62511		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000319		semapv:crossSpeciesExactMatch	ZFA:0009159	mucus secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000321		semapv:crossSpeciesExactMatch	ZFA:0009160	seminal fluid secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000322	pulmonary alveolar epithelial cell	semapv:crossSpeciesExactMatch	FMA:62499		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000327		semapv:crossSpeciesExactMatch	ZFA:0009162	extracellular matrix secreting cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000328		semapv:crossSpeciesExactMatch	ZFA:0009163	myelin accumulating cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000329		semapv:crossSpeciesExactMatch	ZFA:0009164	oxygen accumulating cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000333		semapv:crossSpeciesExactMatch	ZFA:0007086	migratory neural crest cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000333	migratory neural crest cell	semapv:crossSpeciesExactMatch	FMA:86667		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000335		semapv:crossSpeciesExactMatch	ZFA:0009166	mesenchyme condensation cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000336		semapv:crossSpeciesExactMatch	ZFA:0009167	adrenal medulla cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000336	adrenal medulla chromaffin cell	semapv:crossSpeciesExactMatch	FMA:69262		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000337		semapv:crossSpeciesExactMatch	ZFA:0009168	neuroblast (sensu Vertebrata)	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000338		semapv:crossSpeciesExactMatch	FBbt:00005146	neuroblast	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000339		semapv:crossSpeciesExactMatch	ZFA:0009169	glioblast (sensu Vertebrata)	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000339	glioblast (sensu Vertebrata)	semapv:crossSpeciesExactMatch	FMA:70564		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000340		semapv:crossSpeciesExactMatch	FBbt:00005145	glioblast	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000342		semapv:crossSpeciesExactMatch	ZFA:0009170	pigment cell (sensu Vertebrata)	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000343		semapv:crossSpeciesExactMatch	ZFA:0009171	visual pigment cell (sensu Vertebrata)	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000343	visual pigment cell (sensu Vertebrata)	semapv:crossSpeciesExactMatch	FMA:63846		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000345		semapv:crossSpeciesExactMatch	ZFA:0009173	dental papilla cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000347		semapv:crossSpeciesExactMatch	ZFA:0009174	scleral cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000348		semapv:crossSpeciesExactMatch	ZFA:0009175	choroidal cell of the eye	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000349		semapv:crossSpeciesExactMatch	ZFA:0009176	extraembryonic cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000351	trophoblast cell	semapv:crossSpeciesExactMatch	FMA:83028		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000353		semapv:crossSpeciesExactMatch	ZFA:0009177	blastoderm cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000353	blastoderm cell	semapv:crossSpeciesExactMatch	FMA:72551		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000354		semapv:crossSpeciesExactMatch	ZFA:0009178	blastemal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000355		semapv:crossSpeciesExactMatch	ZFA:0009179	muscle stem cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000355	multi-potent skeletal muscle stem cell	semapv:crossSpeciesExactMatch	FMA:86767		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000357		semapv:crossSpeciesExactMatch	ZFA:0009180	stratified epithelial stem cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000359		semapv:crossSpeciesExactMatch	ZFA:0009181	vascular associated smooth muscle cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000361		semapv:crossSpeciesExactMatch	ZFA:0009182	gastrula cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000362		semapv:crossSpeciesExactMatch	ZFA:0009183	epidermal cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000362	epidermal cell	semapv:crossSpeciesExactMatch	FMA:62411		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000365	animal zygote	semapv:crossSpeciesExactMatch	EHDAA2:0004546		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000365	animal zygote	semapv:crossSpeciesExactMatch	FMA:72395		semapv:UnspecifiedMatching	obo:cl.owl		
CL:0000372		semapv:crossSpeciesExactMatch	FBbt:00005171	tormogen cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000373		semapv:crossSpeciesExactMatch	FBbt:00001789	histoblast	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000374		semapv:crossSpeciesExactMatch	FBbt:00005169	trichogen cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000375		semapv:crossSpeciesExactMatch	ZFA:0009184	osteoprogenitor cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000379		semapv:crossSpeciesExactMatch	ZFA:0009185	sensory processing neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000380		semapv:crossSpeciesExactMatch	FBbt:00005173	thecogen cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000381		semapv:crossSpeciesExactMatch	ZFA:0009186	neurosecretory neuron	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000382		semapv:crossSpeciesExactMatch	FBbt:00005219	scolopale cell	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000383		semapv:crossSpeciesExactMatch	ZFA:0009187	nephrogenic mesenchyme stem cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000384		semapv:crossSpeciesExactMatch	ZFA:0009188	ligament cell	semapv:UnspecifiedMatching		obo:zfa.owl	
CL:0000385		semapv:crossSpeciesExactMatch	FBbt:00005062	prohemocyte	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
CL:0000387		semapv:crossSpeciesExactMatch	FBbt:00005063	hemocyte	semapv:ManualMappingCuration	obo:cl.owl	obo:fbbt.owl	2024-07-12
