#curie_map:
#  AcarDv: http://purl.obolibrary.org/obo/AcarDv_
#  BtauDv: http://purl.obolibrary.org/obo/BtauDv_
#  CfamDv: http://purl.obolibrary.org/obo/CfamDv_
#  ChirDv: http://purl.obolibrary.org/obo/ChirDv_
#  CporDv: http://purl.obolibrary.org/obo/CporDv_
#  DpseDv: http://purl.obolibrary.org/obo/DpseDv_
#  DsimDv: http://purl.obolibrary.org/obo/DsimDv_
#  EcabDv: http://purl.obolibrary.org/obo/EcabDv_
#  FcatDv: http://purl.obolibrary.org/obo/FcatDv_
#  GgalDv: http://purl.obolibrary.org/obo/GgalDv_
#  GgorDv: http://purl.obolibrary.org/obo/GgorDv_
#  HsapDv: http://purl.obolibrary.org/obo/HsapDv_
#  MdomDv: http://purl.obolibrary.org/obo/MdomDv_
#  MmulDv: http://purl.obolibrary.org/obo/MmulDv_
#  MmusDv: http://purl.obolibrary.org/obo/MmusDv_
#  OanaDv: http://purl.obolibrary.org/obo/OanaDv_
#  OariDv: http://purl.obolibrary.org/obo/OariDv_
#  OcunDv: http://purl.obolibrary.org/obo/OcunDv_
#  PpanDv: http://purl.obolibrary.org/obo/PpanDv_
#  PtroDv: http://purl.obolibrary.org/obo/PtroDv_
#  RnorDv: http://purl.obolibrary.org/obo/RnorDv_
#  SsalDv: http://purl.obolibrary.org/obo/SsalDv_
#  SscrDv: http://purl.obolibrary.org/obo/SscrDv_
#  UBERON: http://purl.obolibrary.org/obo/UBERON_
#mapping_set_id: http://purl.obolibrary.org/obo/life-stages/mappings.sssom.tsv
#license: http://creativecommons.org/licenses/by/4.0/
#subject_source: http://purl.obolibrary.org/obo/life-stages.owl
subject_id	subject_label	predicate_id	object_id	mapping_justification
PtroDv:0000039	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
PtroDv:0000052	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
RnorDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
RnorDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
RnorDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
RnorDv:0000005	gastrula stage	semapv:crossSpeciesExactMatch	UBERON:0000109	semapv:UnspecifiedMatching
RnorDv:0000007	neurula stage	semapv:crossSpeciesExactMatch	UBERON:0000110	semapv:UnspecifiedMatching
RnorDv:0000011	fetal stage	semapv:crossSpeciesExactMatch	UBERON:0007220	semapv:UnspecifiedMatching
RnorDv:0000012	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
RnorDv:0000013	early immature stage	semapv:crossSpeciesExactMatch	UBERON:0007221	semapv:UnspecifiedMatching
RnorDv:0000015	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
RnorDv:0000048	Witschi stage 1	semapv:crossSpeciesExactMatch	UBERON:0000106	semapv:UnspecifiedMatching
RnorDv:0000049	cleavage stage	semapv:crossSpeciesExactMatch	UBERON:0000107	semapv:UnspecifiedMatching
RnorDv:0000054	blastula stage	semapv:crossSpeciesExactMatch	UBERON:0000108	semapv:UnspecifiedMatching
RnorDv:0000055	organogenesis stage	semapv:crossSpeciesExactMatch	UBERON:0000111	semapv:UnspecifiedMatching
RnorDv:0000056	nursing stage stage	semapv:crossSpeciesExactMatch	UBERON:0018685	semapv:UnspecifiedMatching
RnorDv:0000057	infant stage	semapv:crossSpeciesExactMatch	UBERON:0034920	semapv:UnspecifiedMatching
RnorDv:0000058	juvenile stage	semapv:crossSpeciesExactMatch	UBERON:0034919	semapv:UnspecifiedMatching
RnorDv:0000059	prime adult stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
RnorDv:0000060	late adult stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
RnorDv:0000061	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
SsalDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
SsalDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
SsalDv:0000002	embryo stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
SsalDv:0000003	zygote stage	semapv:crossSpeciesExactMatch	UBERON:0000106	semapv:UnspecifiedMatching
SsalDv:0000004	cleavage stage	semapv:crossSpeciesExactMatch	UBERON:0000107	semapv:UnspecifiedMatching
SsalDv:0000005	2-cell stage	semapv:crossSpeciesExactMatch	UBERON:0007232	semapv:UnspecifiedMatching
SsalDv:0000006	4-cell stage	semapv:crossSpeciesExactMatch	UBERON:0007233	semapv:UnspecifiedMatching
SsalDv:0000007	8-cell stage	semapv:crossSpeciesExactMatch	UBERON:0007236	semapv:UnspecifiedMatching
SsalDv:0000012	blastula stage	semapv:crossSpeciesExactMatch	UBERON:0000108	semapv:UnspecifiedMatching
SsalDv:0000016	gastrula stage	semapv:crossSpeciesExactMatch	UBERON:0000109	semapv:UnspecifiedMatching
SsalDv:0000022	organogenesis stage	semapv:crossSpeciesExactMatch	UBERON:0000111	semapv:UnspecifiedMatching
SsalDv:0000038	post-embryonic stage	semapv:crossSpeciesExactMatch	UBERON:0000092	semapv:UnspecifiedMatching
SsalDv:0000039	alevin stage	semapv:crossSpeciesExactMatch	UBERON:0000069	semapv:UnspecifiedMatching
SsalDv:0000040	fully formed stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
SsalDv:0000041	sexually immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
SsalDv:0000042	sexually mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
SscrDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
SscrDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
SscrDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
SscrDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
SscrDv:0000004	suckling stage	semapv:crossSpeciesExactMatch	UBERON:0018685	semapv:UnspecifiedMatching
SscrDv:0000005	juvenile stage	semapv:crossSpeciesExactMatch	UBERON:0034919	semapv:UnspecifiedMatching
SscrDv:0000006	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
SscrDv:0000007	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
SscrDv:0000008	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
SscrDv:0000009	first 0-6 postnatal days	semapv:crossSpeciesExactMatch	UBERON:0007221	semapv:UnspecifiedMatching
SscrDv:0000080	late embryonic stage	semapv:crossSpeciesExactMatch	UBERON:0007220	semapv:UnspecifiedMatching
SscrDv:0000084	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
SscrDv:0000085	infant stage	semapv:crossSpeciesExactMatch	UBERON:0034920	semapv:UnspecifiedMatching
SscrDv:0000086	organogenesis stage	semapv:crossSpeciesExactMatch	UBERON:0000111	semapv:UnspecifiedMatching
SscrDv:0000087	zygote stage	semapv:crossSpeciesExactMatch	UBERON:0000106	semapv:UnspecifiedMatching
SscrDv:0000088	cleavage stage	semapv:crossSpeciesExactMatch	UBERON:0000107	semapv:UnspecifiedMatching
SscrDv:0000089	blastula stage	semapv:crossSpeciesExactMatch	UBERON:0000108	semapv:UnspecifiedMatching
SscrDv:0000090	gastrula stage	semapv:crossSpeciesExactMatch	UBERON:0000109	semapv:UnspecifiedMatching
SscrDv:0000091	neurula stage	semapv:crossSpeciesExactMatch	UBERON:0000110	semapv:UnspecifiedMatching
