ID	label	SYNONYMS
UBERON:0001211	Peyer's patch	Peyers gland|Peyers patch|aggregated lymphoid follicle of intestine|aggregated lymphoid nodule|noduli lymphoidei aggregati
UBERON:0001248	hilum of spleen	hilum|hilum lienale|hilum splenicum|hilum splenicum|spleen hilum|splenic hilum
UBERON:0001249	spleen lymphoid follicle	Malpighian body|lymphatic follicle of spleen|lymphoid follicle of spleen|lymphoid nodule of spleen|spleen B cell follicle|spleen lymphoid follicle|spleen lymphoid nodule|splenic B cell follicle|splenic lymphatic follicle|splenic lymphoid follicle
UBERON:0001250	red pulp of spleen	pulpa rubra|pulpa splenica|red pulp|spleen red pulp|splenic red pulp
UBERON:0001251	marginal zone of spleen	junctional zone of spleen|marginal zone|spleen marginal zone
UBERON:0001265	trabecula of spleen	spleen trabeculum|splenic trabecula
UBERON:0001266	splenic cord	cord of Billroth|cord of Bilroth
UBERON:0001422	facial lymphatic vessel	FL|buccal lymphatic vessel|face lymph vessel|face lymphatic vessel|lymph vessel of face|lymphatic vessel of face
UBERON:0001425	pectoral lymphatic vessel	PL
UBERON:0001426	jugular lymphatic vessel	JL|JLV
UBERON:0001473	lymphatic vessel	lymph vessel|vas lymphaticum
UBERON:0001542	inguinal lymph node	
UBERON:0001543	popliteal lymph node	popliteal glands|popliteal lymph glands|popliteal lymph node
UBERON:0001631	thoracic duct	ductus thoracicus|trunk of thoracic duct tree
UBERON:0001732	pharyngeal tonsil	Rachenmandel|adenoid|nasopharyngeal tonsil|tonsil of Luschka|tonsilla pharyngea|tonsilla pharyngealis
UBERON:0001735	tonsillar ring	Waldeyer's ring|Waldeyer's tonsillar ring|anulus lymphoideus pharyngis|oropharyngeal lymphoid tissue|pharyngeal lymphatic ring|pharyngeal lymphoid ring
UBERON:0001744	lymphoid tissue	lymphatic tissue|lymphocytic tissue
UBERON:0001745	secondary nodular lymphoid tissue	peripheral lymphoid tissue|secondary lymphoid nodule|secondary lymphoid tissue
UBERON:0001959	white pulp of spleen	noduli lymphoidei splenici|pulpa alba|spleen white pulp|splenic white pulp|white pulp
UBERON:0001960	periarterial lymphatic sheath	PALS|T cell domain of the splenic white pulp|periarterial lymphoid sheath|periarteriolar sheath|spleen periarteriolar lymphatic sheath|splenic periarteriolar lymphoid sheath
UBERON:0001961	mucosa-associated lymphoid tissue	MALT|epithelio-lymphoid tissue|mucosa associated lymphatic tissue|mucosa associated lymphoid tissue|mucosa-associated lymphoid tissue|mucosal-associated lymphatic tissue|mucosal-associated lymphoid tissue
UBERON:0001962	gut-associated lymphoid tissue	GALT|gut associated lymphoid tissue
UBERON:0001963	bronchial-associated lymphoid tissue	BALT|bronchus associated lymphoid tissue
UBERON:0002006	cortex of lymph node	cortex nodi lymphoidei|lymph node cortex
UBERON:0002007	medulla of lymph node	lymph node medulla|medulla nodi lymphoidei
UBERON:0002042	lymphatic vessel endothelium	endothelium of lymph vessel|endothelium of lymphatic vessel|lymph vessel endothelium|lymphatic endothelium|lymphatic vessel endothelium
UBERON:0002106	spleen	lien
UBERON:0002122	capsule of thymus	thymic capsule|thymus capsule
UBERON:0002123	cortex of thymus	thymic cortex|thymus cortex
UBERON:0002124	medulla of thymus	medulla of thymus gland|thymus gland medulla|thymus medulla
UBERON:0002125	thymus lobule	lobule of thymus|thymic lobule|thymus lobule
UBERON:0002194	capsule of lymph node	capsula nodi lymphoidei|lymph node capsule
UBERON:0002195	trabecula of lymph node	lymph node trabecula|lymph node trabeculum
UBERON:0002370	thymus	thymus gland|thymus organ
UBERON:0002371	bone marrow	medulla of bone|medulla ossea|medulla ossium|medullary bone
UBERON:0002372	tonsil	Mandel
UBERON:0002373	palatine tonsil	Gaumenmandel@de|faucial tonsil|tonsil|tonsilla palatina
UBERON:0002391	lymph	lympha
UBERON:0002405	immune system	
UBERON:0002429	cervical lymph node	lymph node of neck
UBERON:0002465	lymphoid system	lymphatic circulatory system|lymphatic drainage system|lymphatic system|systema lymphoideum
UBERON:0002507	abdominal lymph node	abdomen lymph node|lymph node of abdomen|parietal abdominal lymph node
UBERON:0002508	celiac lymph node	aJCC level 20 node|celiac node|coeliac lymph node|coeliac node|jPS 9 node|jPS no. 9 node|no. 9 celiac lymph node|nodus lymphaticus coeliacus|terminal ventral aortic node
UBERON:0002509	mesenteric lymph node	mesenteric node|nodi lymphoidei mesenterici
UBERON:0002520	submandibular lymph node	mandibular lymph node|nodi lymphoidei submandibulares|submandibular node
UBERON:0002524	mediastinal lymph node	mediastinal node
UBERON:0002525	brachial lymph node	nodi lymphoidei brachiales
UBERON:0002526	lumbar lymph node	aortocaval lymph node|aortocaval node|area 16 lymph node|jPS 16 node|jPS no. 16 node|lumbar glands|lumbo-aortic lymph node|para-aortic lumbar lymph node|parietal para-aortic lymph node
UBERON:0002527	pancreatic lymph node	aJCC level 19 node|lymph node of pancreas|pancreas lymph node|pancreatic node|pyloric lymph node
UBERON:0002528	sacral lymph node	sacral node
UBERON:0003425	renal lymph node	kidney lymph node|lymph node of kidney
UBERON:0003453	large intestine Peyer's patch	Peyer's patch of large intestine|large intestine Peyer's patch|solitary lymphatic follicle of large intestine|solitary lymphoid follicle of subdivision of large intestine
UBERON:0003454	small intestine Peyer's patch	Peyer's patch|Peyer's patch of small bowel|Peyer's patch of small intestine|aggregated lymphoid follicle of small intestine|noduli lymphoidei aggregati intestini tenuis|small bowel Peyer's patch|small intestine Peyer's patch
UBERON:0003456	respiratory system lymphatic vessel	apparatus respiratorius lymph vessel|apparatus respiratorius lymphatic vessel|lymph vessel of apparatus respiratorius|lymph vessel of respiratory system|lymphatic vessel of apparatus respiratorius|lymphatic vessel of respiratory system|respiratory system lymph vessel
UBERON:0003483	thymus lymphoid tissue	lymphoid tissue of thymus|lymphoid tissue of thymus gland|thymus gland lymphoid tissue
UBERON:0003529	respiratory system lymphatic vessel endothelium	apparatus respiratorius endothelium of lymph vessel|apparatus respiratorius lymph vessel endothelium|apparatus respiratorius lymphatic vessel endothelium|endothelium of lymph vessel of apparatus respiratorius|endothelium of lymph vessel of respiratory system|lymph vessel endothelium of apparatus respiratorius|lymph vessel endothelium of respiratory system|lymphatic vessel endothelium of apparatus respiratorius|lymphatic vessel endothelium of respiratory system|respiratory system endothelium of lymph vessel|respiratory system lymph vessel endothelium|respiratory system lymphatic vessel endothelium
UBERON:0003846	thymus epithelium	epithelial tissue of thymus|epithelial tissue of thymus gland|epithelium of thymus|epithelium of thymus gland|thymic epithelial tissue|thymic epithelium|thymus epithelial tissue|thymus gland epithelial tissue|thymus gland epithelium
UBERON:0003910	splenic sinusoid	sinusoid of red pulp of spleen|sinusoidal blood vessel of spleen
UBERON:0003949	tubal tonsil	Gerlach's tonsil|Gerlach's tubal tonsil|auditory tube lymph gland|eustachian amygdala
UBERON:0003968	peripheral lymph node	
UBERON:0003987	Hassall's corpuscle	capsule of Hassal's corpuscle|thymic corpuscle
UBERON:0003988	thymus corticomedullary boundary	thymic cortico-medullary boundary|thymic corticomedullary boundary|thymic corticomedullary junction|thymic corticomedullary zone|thymus CMZ|thymus cortico-medullary boundary|thymus corticomedullary junction|thymus corticomedullary zone
UBERON:0004041	spleen primary B follicle	primary spleen B cell follicle
UBERON:0004042	spleen secondary B follicle	secondary spleen B cell follicle|splenic secondary B cell follicle
UBERON:0004232	lymphatic vessel smooth muscle	involuntary muscle of lymph vessel|involuntary muscle of lymphatic vessel|lymph vessel involuntary muscle|lymph vessel non-striated muscle|lymph vessel smooth muscle|lymph vessel smooth muscle tissue|lymphatic vessel involuntary muscle|lymphatic vessel non-striated muscle|lymphatic vessel smooth muscle tissue|non-striated muscle of lymph vessel|non-striated muscle of lymphatic vessel|smooth muscle of lymph vessel|smooth muscle of lymphatic vessel|smooth muscle tissue of lymph vessel|smooth muscle tissue of lymphatic vessel
UBERON:0004238	spleen smooth muscle	involuntary muscle of spleen|non-striated muscle of spleen|smooth muscle of spleen|smooth muscle tissue of spleen|spleen involuntary muscle|spleen non-striated muscle|spleen smooth muscle tissue
UBERON:0004296	respiratory system lymphatic vessel smooth muscle	smooth muscle of lymph vessel of respiratory system
UBERON:0004536	lymph vasculature	lymph vessels|lymphatic trunks and ducts|lymphatic vasculature|lymphatic vessel network|lymphatic vessels set|set of lymphatic vessels|trunci et ductus lymphatici
UBERON:0004641	spleen capsule	Malpighian capsule|capsula splenica|capsule of spleen|fibroelastic coat of spleen|fibrous capsule of spleen|splenic capsule|tunica fibrosa (splen)(lien)|tunica fibrosa splenica
UBERON:0004693	Peyer's patch epithelium	peyer's patch epithelium
UBERON:0004697	Peyer's patch germinal center	
UBERON:0004722	deep cervical lymph node	lower jugular nodes|middle jugular nodes|upper jugular nodes
UBERON:0004791	thymus trabecula	thymic trabecula|thymus gland trabecula|trabecula of thymus|trabecula of thymus gland
UBERON:0004850	lymph node endothelium	endothelium of lymph node
UBERON:0004870	superficial cervical lymph node	nodi lymphoidei cervicales|prescapular lymph node
UBERON:0005057	immune organ	immune system organ
UBERON:0005196	spleen germinal center	germinal center of spleen|spleen GC|spleen follicle center|splenic germinal center
UBERON:0005207	tonsil capsule	
UBERON:0005353	spleen perifollicular zone	
UBERON:0005435	upper part of cisterna chyli	atypical confluence of lymph trunks|chyle cistern|chyle cistern|cistern of Pecquet|cisterna chyli|cysterna chyli|receptaculum chyli
UBERON:0005457	left thymus lobe	left lobe of thymus|left thymic lobe
UBERON:0005463	subcapsular sinus of lymph node	lymph node subcortical sinus|lymph path|lymph sinus|marginal sinus|marginal sinus of lymph node|subcapsular sinus
UBERON:0005469	right thymus lobe	right lobe of thymus|right thymic lobe
UBERON:0005483	thymus lobe	lateral lobe of thymus|lobe of thymus
UBERON:0005562	thymus primordium	thymic primordium|thymic rudiment
UBERON:0006558	lymphatic part of lymphoid system	lymphatic system|lymphatic tree system|lymporeticular system
UBERON:0006561	non-lymphatic part of lymphoid system	non-lymphatic lymphoid system
UBERON:0006842	lymphatic capillary	lymph capillary
UBERON:0006936	thymus subcapsular epithelium	
UBERON:0007195	stroma of bone marrow	bone marrow stroma
UBERON:0007250	lingual tonsil	lingual tonsillar tissue|tonsilla lingualis
UBERON:0007384	appendage lymph vessel	
UBERON:0007385	pectoral appendage lymph vessel	
UBERON:0007386	pelvic appendage lymph vessel	
UBERON:0007643	node of ligamentum arteriosum	Botallo's node|ligamentum arteriosum node|lymph node of ligamentum arteriosum|nodus ligamenti arteriosi
UBERON:0007644	thoracic lymph node	deep thoracic lymph node|lymph node of thorax
UBERON:0008817	thymus primordium endoderm	
UBERON:0009006	deep inguinal lymph node	deep inguinal node|nodi lymphatici inguinales profundi|nodus lymphaticus inguinalis profundus
UBERON:0009007	superficial inguinal lymph node	lymph node of Cloquet|lymph node of Rosenmuller|nodi lymphatici inguinales superficiali|nodus lymphaticus inguinalis superficialis|superficial inguinal node
UBERON:0009039	lymph node germinal center	germinal center|lymph node activated zone|lymph node central zone|lymph node light zone|lymph node nodule
UBERON:0009102	supraneural body	dorsal fat body|pro-vertebral arch
UBERON:0009114	cervical thymus	
UBERON:0009115	thoracic thymus	
UBERON:0009116	thymoid	
UBERON:0009744	lymph node medullary sinus	lymph node medullary sinusoid|medullary sinus
UBERON:0009745	lymph node medullary cord	medullary cord
UBERON:0009967	spleen venous sinus	sinus lienalis|sinus splenicus|splenic sinus|venous sinus of red pulp of spleen
UBERON:0010014	epigonal organ	subgonal organ
UBERON:0010015	ventral patch of Leydig's organ	
UBERON:0010051	dorsal patch of Leydig's organ	
UBERON:0010160	lumen of lymphatic vessel	lumen of lymphatic duct|lymphatic vessel lumen
UBERON:0010174	Schweigger-Seidel sheath	
UBERON:0010266	arthropod hepatopancreas	crustacean digestive gland|midgut gland
UBERON:0010386	Peyer's patch follicle	peyer's patch follicle
UBERON:0010387	Peyer's patch T cell area	
UBERON:0010392	B cell domain	
UBERON:0010393	T cell domain	
UBERON:0010394	lymphocyte domain	
UBERON:0010395	lymph node primary follicle	primary follicle of lymph node
UBERON:0010396	afferent lymphatic vessel	vasa afferentia lymphoglandula|vasa afferentia lymphoglandulae
UBERON:0010397	efferent lymphatic vessel	efferent lymphatic vessel|efferent lymphatic vessels
UBERON:0010398	spleen marginal sinus	splenic marginal sinus
UBERON:0010399	spleen trabecular artery	trabecular artery
UBERON:0010400	spleen trabecular vein	trabecular vein
UBERON:0010401	spleen central arteriole	central arteriole|follicular arteriole|splenic arteriole|splenic central arteriole
UBERON:0010416	lymph node B cell domain	lymph node B cell dependent cortex|lymph node B-cell domain|nodular lymph node cortex
UBERON:0010417	lymph node T cell domain	T cell zone of lymph node|T zone of lymph node|lymph node T cell dependent paracortex|lymph node T zone|lymph node T-cell domain|lymph node deep cortex
UBERON:0010420	lymph node follicular corona	lymph node B cell corona|lymph node dark zone|lymph node follicular mantle|lymph node inactive zone|lymph node peripheral zone
UBERON:0010421	spleen B cell corona	B cell domain of the spleen|B lymphocyte domain of the spleen|follicle mantle|lymphocytic corona|spleen B cell corona|spleen B-cell corona|spleen lymphocytic corona|spleen mantle zone|splenic B cell corona|splenic corona
UBERON:0010422	primary nodular lymphoid tissue	primary follicle|primary lymphoid follicle|primary lymphoid nodule
UBERON:0010423	primary lymphoid nodule of tonsil	lymphoid nodule of tonsil
UBERON:0010748	lymph node follicle	follicle of lymph node
UBERON:0010753	lymph node secondary follicle	
UBERON:0010754	germinal center	central zone of follice|light zone of follicle|lymhpoid nodule|nodule|reaction center of follicle
UBERON:0010755	secondary follicle corona	B cell corona|dark zone of follicle|inactive zone of follicle|mantle zone|peripheral zone of follicle
UBERON:0010756	spleen follicular dendritic cell network	FDC network|FDCN|spleen FDC network|splenic follicular dendritic cell network
UBERON:0011363	cranial lymph vasculature	cranial lymph vessel|cranial lymph vessels|cranial lymphatics|set of cranial lymphatic vessels|set of lymphatic vessels of head
UBERON:0011765	jugular lymph sac	
UBERON:0012069	epithelium-associated lymphoid tissue	
UBERON:0012181	tonsil crypt	cryptae tonsillares|tonsillar crypt
UBERON:0012236	intercostal lymph node	intercostal node|nodi lymphoidei intercostales|nodus intercostale
UBERON:0012306	lateral cervical lymph node	lateral cervical node
UBERON:0012307	anterior cervical lymph node	anterior cervical node
UBERON:0012308	superficial lateral cervical lymph node	superficial lateral cervical node
UBERON:0012309	superficial anterior cervical lymph node	anterior jugular lymph node
UBERON:0012310	deep lateral cervical lymph node	deep lateral cervical node
UBERON:0012311	deep anterior cervical lymph node	
UBERON:0012330	nasal-associated lymphoid tissue	NALT|naso-pharyngeal lymphoid tissue
UBERON:0013119	haemal node	hemal node
UBERON:0013132	penicillar arteriole	penicillar artery|penicilli|penicillus
UBERON:0013478	cecal tonsil	caecal tonsil|cecal GALT
UBERON:0013688	tonsil germinal center	tonsil reaction center
UBERON:0013689	appendix lymphoid tissue	appendix lymphoid|lymphatic tissue of appendix|lymphatic tissue of vermiform appendix
UBERON:0013696	tonsil epithelium	epithelium of tonsil|tonsil epithelial cell
UBERON:0014779	liver reticuloendothelial system	
UBERON:0015453	subcutaneous lymph node	
UBERON:0015469	splenic lymph node	jPS 10 node|jPS no. 10 node|lymph node of splenic hilum|no. 10 pancreaticosplenic lymph node|pancreaticolienal lymph node|splenic glands
UBERON:0015472	tracheobronchial lymph node	bronchial lymph node|lymph node, tracheobronchial|nodus tracheobronchiale lymphaticus|tracheobronchal lymph node|tracheobronchal node|tracheobronchial node
UBERON:0015857	parotid lymph node	parotid node
UBERON:0015859	hepatic lymph node	hepatic node|lymphoglandulae hepaticae|lymphoglandulæ hepaticæ|nodi lymphoidei hepatici|portal lymph node
UBERON:0015860	visceral abdominal lymph node	
UBERON:0015863	gastric lymph node	gastric node|nodi lymphoidei gastrici
UBERON:0015865	pancreaticosplenic lymph node	nodi lymphatici panoccidianuperiores|nodi lymphoidei pancreaticolienales|nodi lymphoidei pancreaticosplenales|pancreaticosplenic node|superior pancreatic lymph nodes|superior pancreatic node|superior pancreaticosplenic lymph node
UBERON:0015866	pyloric lymph node	pyloric node
UBERON:0015867	cystic lymph node	cystic node
UBERON:0015868	lymph node of epiploic foramen	epiploic foramen lymph node|lymph node of anterior border of epiploic foramen|lymph node of anterior border of omental foramen|node of anterior border of epiploic foramen|node of anterior border of omental foramen|nodus foraminalis|nodus lymphoideus foraminalis
UBERON:0015869	retropharyngeal lymph node	retropharyngeal glands|retropharyngeal lymph node|retropharyngeal node
UBERON:0015870	lymph node of head	
UBERON:0015871	facial lymph node	buccal lymph node
UBERON:0015872	mandibular lymph node	lymphonodi mandibulares|mandibular node|nodus lymphoideus mandibularis|nodus mandibularis
UBERON:0015876	pelvic lymph node	lymph node of pelvis|pelvic node
UBERON:0015877	parietal pelvic lymph node	paracervical lymph node
UBERON:0015878	common iliac lymph node	common iliac node|external iliac glands|external iliac lymph gland|iliac lymph node|iliac lymph node|noduli iliaci superficiales
UBERON:0015880	external iliac lymph node	external iliac node
UBERON:0015881	internal iliac lymph node	internal iliac node
UBERON:0015883	gluteal lymph node	gluteal node
UBERON:0015884	presymphysial lymph node	presymphysial node
UBERON:0015895	proximal deep inguinal lymph node	Rosenmueller gland|Rosenmueller node|node of Cloquet|nodus inguinales profundi proximalis|nodus lymphoideus inguinales profundi proximalis|nodus lymphoideus inguinalis profundi proximalis|proximal deep inguinal node|proximal inguinal lymph node|rosenmuller's gland|rosenmuller's node
UBERON:0015917	superficial lymph node	
UBERON:0015918	deep lymph node	
UBERON:0015922	accessory mandibular lymph node	
UBERON:0015923	superficial parotid lymph node	superficial parotid node
UBERON:0015925	superficial intraparotid lymph node	superficial intraparotid node
UBERON:0015926	cranial deep lymph node	cranial deep node
UBERON:0016374	sciatic lymph node	
UBERON:0016378	ileocolic lymph node	ileocecocolic lymph node|ileocolic node|nodi lymphoidei ileocolici
UBERON:0016382	prescapular lymph node	
UBERON:0016386	paraaortic lymph node	lateral aortic lymph node|lateral aortic node|latero-aortic lymph node|lateroaortic lymph node|left lateral aortic lymph node|para-aortic lymph node
UBERON:0016390	auricular lymph node	
UBERON:0016391	thymic lymph node	
UBERON:0016392	mastoid lymph node	mastoid glands|mastoid node|postauricular lymph node|posterior auricular glands|retro-auricular lymph node|retro-auricular node|retroauricular lymph nodes
UBERON:0016393	deep parotid lymph node	deep parotid node
UBERON:0016394	anterior auricular lymph node	anterior auricular glands|pre-auricular lymph node|pre-auricular lymph nodes|pre-auricular node|preauricular glands|preauricular lymph node|preauricular node
UBERON:0016395	infra-auricular lymph node	infra-auricular deep node|infra-auricular deep parotid lymph node|infra-auricular deep parotid node|infra-auricular node
UBERON:0016396	intraglandular lymph node	intraglandular node
UBERON:0016397	submental lymph node	level Ia neck node|submental glands|submental node|suprahyoid glands
UBERON:0016398	lymph node of lower limb	
UBERON:0016399	lymph node of upper limb	
UBERON:0016401	pancreaticoduodenal lymph node	pancreaticoduodenal node
UBERON:0016402	mesocolic lymph node	
UBERON:0016481	bronchial lymph node	
UBERON:0018226	pulmonary part of lymphatic system	pulmonary lymphatic chain|pulmonary lymphatic vasculature
UBERON:0018227	pulmonary lymphatic vessel	lymphatic vessel of lung
UBERON:0018244	superficial cervical thymus	
UBERON:0018245	deep cervical thymus	
UBERON:0018410	lacteal	
UBERON:0022292	splenic arteriole	
UBERON:0034949	lymphatic valve	lymphatic vessel valve
UBERON:0034950	lymph sac of lymph heart	
UBERON:0034951	subcutaneous lymph sac	
UBERON:0034952	intrapleuroperitoneal lymph sac	
UBERON:0034953	embryonic lymph sac	primary lymph sac
UBERON:0034958	retroperitoneal embryonic lymph sac	
UBERON:0035079	deep intraparotid lymph node	deep intraparotid node|intraglandular deep parotid lymph nodes
UBERON:0035080	intraparotid lymph node	intraparotid node
UBERON:0035162	infraclavicular lymph node	deltopectoral lymph node|deltopectoral node|infraclavicular node|nodus lymphaticus infraclavicularis axillae
UBERON:0035171	obturator lymph node	obturator node
UBERON:0035198	superficial lymphatic vessel	superficial lymph vessel
UBERON:0035204	occipital lymph node	occipital node
UBERON:0035219	parasternal lymph node	internal mammary lymph node|nodus parasternale|parasternal node
UBERON:0035228	tonsillar fossa	tonsillar bed|tonsillar sinus
UBERON:0035279	supraclavicular lymph node	nodus lymphaticus supraclavicularis axillae|supraclavicular node
UBERON:0035371	retroperitoneal lymph node	retroperitoneal node
UBERON:0035495	hilum of lymph node	hilum nodi lymphoidei|lymph node hilum
UBERON:0035520	anterior mediastinal lymph node	anterior mediastinal node
UBERON:0035545	deep lymphatic vessel	deep lymph vessel
UBERON:0035608	dura mater lymph vessel	dural lymph vasculature|dural lymph vessel
UBERON:0035764	pulmonary lymph node	intrapulmonary lymph node|pulmonary node
UBERON:0035765	subsegmental lymph node	
UBERON:0036256	iliac lymph sac	
UBERON:0036260	embryonic cisterna chyli	future upper portion of the cisterna chyli
UBERON:0036274	tonsillar pillar	
UBERON:0036301	vasculature of spleen	
UBERON:0037480	supramammary lymph node	supramammary node
UBERON:0037494	paracardial gastric lymph node	aJCC level 16|lymph node ring of cardia of stomach|paracardial gastric node|paracardial lymph node
UBERON:0037500	subscapular axillary lymph node	nodus lymphaticus subscapularis axillae|posterior axillary node|subcapsular node
UBERON:0037501	pectoral axillary lymph node	anterior axillary lymph node|nodus lymphaticus pectoralis axillae|pectoral lymph node
UBERON:0037502	central axillary lymph node	central node|nodus lymphaticus centralis axillae
UBERON:0037503	apical axillary lymph node	nodus lymphaticus apicalis axillae
UBERON:0037514	intermediate mesenteric lymph node	central mesenteric lymph node|central superior mesenteric lymph node|intermediate lymph node of small intestine|intermediate mesenteric node
UBERON:0037515	juxta-arterial mesenteric lymph node	juxta-arterial mesenteric node
UBERON:0037518	epicolic lymph node	epicolic node
UBERON:0037521	preterminal colic lymph node	preterminal colic node
UBERON:0037522	ileal lymph node	ileal mesentary lymph node|ileal node
UBERON:0037527	superior pancreaticoduodenal lymph node	superior pancreaticoduodenal node
UBERON:0037528	inferior pancreaticoduodenal lymph node	inferior pancreaticoduodenal node
UBERON:0037530	inferior pancreatic lymph node	inferior pancreatic node|inferior pancreatiosplenic lymph node|jPS 18 node|jPS no. 18 node|no. 18 pancreatic lymph node|no. 18 pancreaticoduodenal lymph node
UBERON:0037531	intestinal lymph node	intestinal node|visceral lumbar lymph node
UBERON:0037532	medial common iliac lymph node	medial common iliac node
UBERON:0037533	intermediate common iliac lymph node	intermediate common iliac node
UBERON:0037534	lateral common iliac lymph node	lateral common iliac node
UBERON:0037535	subaortic common iliac lymph node	subaortic common iliac node|subaortic lymph node
UBERON:0037536	promontory lymph node	promontory node
UBERON:0037538	medial external iliac lymph node	medial external iliac node
UBERON:0037539	intermediate external iliac lymph node	intermediate external iliac node
UBERON:0037540	lateral external iliac lymph node	lateral external iliac node
UBERON:0037541	interiliac lymph node	interiliac node
UBERON:0037548	superior gluteal lymph node	superior gluteal node
UBERON:0037549	inferior gluteal lymph node	inferior gluteal node
UBERON:0037559	anorectal lymph node	
UBERON:0037560	superficial axillary lymph node	axillary node
UBERON:0037566	diaphragmatic lymph node	diaphragmatic node
UBERON:0037580	left gastric lymph node	aJCC level 17L node|left gastric node
UBERON:0037590	lateral axillary lymph node	brachial axillary node|humeral node|nodus lymphaticus brachialis axillae
UBERON:0037601	left parietal lumbar lymph node	left parietal lumbar node
UBERON:0037614	appendicular lymph node	appendicular node
UBERON:0037615	pararectal lymph node	pararectal node|perirectal lymph node|rectal lymph node
UBERON:0037722	right retropharyngeal lymph node	
UBERON:0037723	left retropharyngeal lymph node	
UBERON:0037763	lateral superior deep cervical lymph node	
UBERON:0037764	anterior superior deep cervical lymph node	
UBERON:0037765	lateral inferior deep cervical lymph node	
UBERON:0037766	anterior inferior deep cervical lymph node	
UBERON:0037787	right occipital lymph node	
UBERON:0037788	left occipital lymph node	
UBERON:0037789	right apical axillary lymph node	
UBERON:0037790	left apical axillary lymph node	
UBERON:0037793	right subscapular axillary lymph node	
UBERON:0037794	left subscapular axillary lymph node	
UBERON:0037795	right pectoral axillary lymph node	
UBERON:0037796	left pectoral axillary lymph node	
UBERON:0037797	right central axillary lymph node	
UBERON:0037798	left central axillary lymph node	
UBERON:0037865	jugular lymph node	
UBERON:0037995	supramandibular lymph node	
UBERON:0037998	external jugular lymph node	
UBERON:0038001	sternal lymph node	
UBERON:0038002	upper intercostal lymph node	
UBERON:0038003	lower intercostal lymph node	
UBERON:0038037	subclavian lymph node	
UBERON:0038048	antebrachial lymph node	
UBERON:0038053	cardiophrenic angle lymph node	cardiophrenic angle node
UBERON:0038054	retrocrural lymph node	retrocrural node
UBERON:0038093	jejunal lymph node	jejunal mesentary lymph node
UBERON:0038094	inferior rectal lymph node	
UBERON:0038124	medial diaphragmatic lymph node	medial diaphragmatic node|middle diaphragmatic lymph node
UBERON:0038137	parietal pre-aortic lymph node	parietal pre-aortic node|parietal preaortic node
UBERON:0038139	retro-aortic lymph node	post-aortic lymph node|postaortic lymph node|retro-aortic node|retroaortic lymph node
UBERON:0038587	paracardiac lymph node	paracardiac node
UBERON:0038632	pericardial lymph node	
UBERON:0038633	aortopulmonary lymph node	5 thoracic lymph node|aortopulmonary window lymph node|mediastinal lymph node station # 5|station 5 N2 lymph node|station 5 lymph node|subaortic lymph node
UBERON:0038634	para-aortic thoracic lymph node	6 thoracic lymph node|pre-aortic No. 6 lymph node|station 6 N2 lymph node|station 6 lymph node
UBERON:0038635	interlobar lymph node	11 R+L thoracic|11 thoracic lymph node|station 11 N1 lymph node|station 11 lymph node
UBERON:0038638	lobar lymph node	12R+L thoracic lymph node|station 12 N1 lymph node|station 12 lymph node
UBERON:0038641	segmental lymph node	13R+L thoracic lymph node|station 13 N1 lymph node|station 13 lymph node
UBERON:0038647	lymph node of inferior pulmonary ligament	9R+L thoracic lymph node|inferior pulmonary ligament lymph node|node of inferior pulmonary ligament|pulmonary ligament lymph node|station 9 N2 lymph node|station 9 lymph node
UBERON:0038651	superior mediastinal lymph node	
UBERON:0038684	superior left gastric lymph node	jPS 7 node|jPS no. 7 node|no. 7 left gastric lymph node|superior left gastric node
UBERON:0038685	inferior left gastric lymph node	inferior left gastric node|jPS 3 node|jPS No. 3 node
UBERON:0038687	visceral lymph node of abdomen	
UBERON:0038691	common hepatic lymph node	
UBERON:0038694	hepatoportal lymph node	jPS 12p node|jPS No. 12p node|no. 12p hepatic lymph node|periportal lymph node|porta hepatis lymph node|portahepatic lymph node|portal lymph node
UBERON:0038695	proximal superior pancreatic lymph node	jPS 11p node|jPS no. 11p node|no. 11p superior pancreatic lymph node|proximal superior pancreaticosplenic lymph node
UBERON:0038696	distal superior pancreatic lymph node	distal superior pancreaticosplenic lymph node|jPS 11d node|jPS no. 11d node|no. 11d superior pancreatic lymph node
UBERON:0038697	anterior superior pancreaticoduodenal lymph node	anterosuperior pancreaticoduodenal lymph node|jPS 17a node|jPS no. 17a node|no. 17a pancreaticoduodenal lymph node
UBERON:0038698	posterior superior pancreaticoduodenal lymph node	jPS 13a node|jPS no. 13a node|no. 13a pancreaticoduodenal lymph node|posterosuperior pancreaticoduodenal lymph node
UBERON:0038699	anterior inferior pancreaticoduodenal lymph node	anteroinferior pancreaticoduodenal lymph node|jPS 17b node|jPS no. 17b node|no. 17b pancreaticoduodenal lymph node
UBERON:0038700	posterior inferior pancreaticoduodenal lymph node	jPS 13b node|jPS no. 13b node|no. 13b pancreaticoduodenal lymph node|posteroinferior pancreaticoduodenal lymph node
UBERON:0038707	anterior pancreaticoduodenal lymph node	jPS 17 node|no. 17 pancreaticoduodenal lymph node
UBERON:0038727	juxta-intestinal mesenteric lymph node	mural mesenteric lymph node|para-intestinal mesenteric lymph node
UBERON:0038734	visceral pre-aortic lymph node	visceral para-aortic lymph node|visceral pre-aortic node|visceral preaortic lymph node
UBERON:0038735	juxta-arterial jejunal lymph node	
UBERON:0038736	juxta-arterial ileal lymph node	
