?x	?label
<http://purl.obolibrary.org/obo/UBERON_0006230>	"extrinsic ocular pre-muscle mass"
<http://purl.obolibrary.org/obo/UBERON_0006248>	"incus pre-cartilage condensation"
<http://purl.obolibrary.org/obo/UBERON_0006253>	"embryonic intraretinal space"
<http://purl.obolibrary.org/obo/UBERON_0006259>	"lens pit"
<http://purl.obolibrary.org/obo/UBERON_0006262>	"malleus pre-cartilage condensation"
<http://purl.obolibrary.org/obo/UBERON_0006266>	"nasolacrimal groove"
<http://purl.obolibrary.org/obo/UBERON_0006273>	"otic pit"
<http://purl.obolibrary.org/obo/UBERON_0006276>	"perioptic mesenchyme"
<http://purl.obolibrary.org/obo/UBERON_0006294>	"stapes pre-cartilage condensation"
<http://purl.obolibrary.org/obo/UBERON_0006311>	"chamber of eyeball"
<http://purl.obolibrary.org/obo/UBERON_0006312>	"ocular refractive media"
<http://purl.obolibrary.org/obo/UBERON_0006318>	"orbitalis muscle"
<http://purl.obolibrary.org/obo/UBERON_0006320>	"inferior oblique extraocular muscle"
<http://purl.obolibrary.org/obo/UBERON_0006321>	"superior oblique extraocular muscle"
<http://purl.obolibrary.org/obo/UBERON_0006322>	"inferior rectus extraocular muscle"
<http://purl.obolibrary.org/obo/UBERON_0006323>	"superior rectus extraocular muscle"
<http://purl.obolibrary.org/obo/UBERON_0006330>	"anterior lingual gland"
<http://purl.obolibrary.org/obo/UBERON_0006332>	"nasal capsule"
<http://purl.obolibrary.org/obo/UBERON_0006334>	"posterior lateral line"
<http://purl.obolibrary.org/obo/UBERON_0006345>	"stapedial artery"
<http://purl.obolibrary.org/obo/UBERON_0006360>	"tongue intermolar eminence"
<http://purl.obolibrary.org/obo/UBERON_0006495>	"osseus cochlear canal"
<http://purl.obolibrary.org/obo/UBERON_0006496>	"external acoustic meatus osseus part"
<http://purl.obolibrary.org/obo/UBERON_0006531>	"oculomotor muscle"
<http://purl.obolibrary.org/obo/UBERON_0006532>	"oblique extraocular muscle"
<http://purl.obolibrary.org/obo/UBERON_0006533>	"rectus extraocular muscle"
<http://purl.obolibrary.org/obo/UBERON_0006582>	"statolith"
<http://purl.obolibrary.org/obo/UBERON_0006583>	"statocyst"
<http://purl.obolibrary.org/obo/UBERON_0006585>	"vestibular organ"
<http://purl.obolibrary.org/obo/UBERON_0006586>	"otolymph"
<http://purl.obolibrary.org/obo/UBERON_0006616>	"right external ear"
<http://purl.obolibrary.org/obo/UBERON_0006617>	"left external ear"
<http://purl.obolibrary.org/obo/UBERON_0006688>	"sublingual caruncle"
<http://purl.obolibrary.org/obo/UBERON_0006689>	"frenulum of tongue"
<http://purl.obolibrary.org/obo/UBERON_0006699>	"foramen cecum of tongue"
<http://purl.obolibrary.org/obo/UBERON_0006722>	"manubrium of malleus"
<http://purl.obolibrary.org/obo/UBERON_0006723>	"cochlear modiolus"
<http://purl.obolibrary.org/obo/UBERON_0006724>	"osseus spiral lamina"
<http://purl.obolibrary.org/obo/UBERON_0006725>	"spiral ligament"
<http://purl.obolibrary.org/obo/UBERON_0006726>	"outer canthus"
<http://purl.obolibrary.org/obo/UBERON_0006742>	"canthus"
<http://purl.obolibrary.org/obo/UBERON_0006761>	"corneo-scleral junction"
<http://purl.obolibrary.org/obo/UBERON_0006762>	"suspensory ligament of lens"
<http://purl.obolibrary.org/obo/UBERON_0006763>	"epithelium of conjunctiva"
<http://purl.obolibrary.org/obo/UBERON_0006813>	"nasal skeleton"
<http://purl.obolibrary.org/obo/UBERON_0006837>	"tegmen tympani"
<http://purl.obolibrary.org/obo/UBERON_0006906>	"ala of nose"
<http://purl.obolibrary.org/obo/UBERON_0006916>	"non-keratinized epithelium of tongue"
<http://purl.obolibrary.org/obo/UBERON_0006918>	"parakeratinized epithelium of tongue"
<http://purl.obolibrary.org/obo/UBERON_0006919>	"tongue squamous epithelium"
<http://purl.obolibrary.org/obo/UBERON_0006932>	"vestibular epithelium"
<http://purl.obolibrary.org/obo/UBERON_0006935>	"crista ampullaris neuroepithelium"
<http://purl.obolibrary.org/obo/UBERON_0006937>	"inner ear epithelium"
<http://purl.obolibrary.org/obo/UBERON_0006938>	"pinna surface epithelium"
<http://purl.obolibrary.org/obo/UBERON_0007037>	"mechanosensory system"
<http://purl.obolibrary.org/obo/UBERON_0007163>	"superior nasal meatus"
<http://purl.obolibrary.org/obo/UBERON_0007223>	"osseus cochlea"
<http://purl.obolibrary.org/obo/UBERON_0007227>	"superior vestibular nucleus"
<http://purl.obolibrary.org/obo/UBERON_0007228>	"vestibular nucleus"
<http://purl.obolibrary.org/obo/UBERON_0007230>	"lateral vestibular nucleus"
<http://purl.obolibrary.org/obo/UBERON_0007247>	"nucleus of superior olivary complex"
<http://purl.obolibrary.org/obo/UBERON_0007250>	"lingual tonsil"
<http://purl.obolibrary.org/obo/UBERON_0007274>	"crista of ampulla of anterior semicircular duct of membranous laybrinth"
<http://purl.obolibrary.org/obo/UBERON_0007275>	"crista of ampulla of posterior semicircular duct of membranous laybrinth"
<http://purl.obolibrary.org/obo/UBERON_0007276>	"crista of ampulla of lateral semicircular duct of membranous laybrinth"
<http://purl.obolibrary.org/obo/UBERON_0007352>	"stria vascularis vasculature"
<http://purl.obolibrary.org/obo/UBERON_0007354>	"cartilage of pharyngotympanic tube"
<http://purl.obolibrary.org/obo/UBERON_0007355>	"bony part of pharyngotympanic tube"
<http://purl.obolibrary.org/obo/UBERON_0007367>	"surface of tongue"
<http://purl.obolibrary.org/obo/UBERON_0007371>	"superior surface of tongue"
<http://purl.obolibrary.org/obo/UBERON_0007373>	"inferior surface of tongue"
<http://purl.obolibrary.org/obo/UBERON_0007374>	"incus cartilage element"
<http://purl.obolibrary.org/obo/UBERON_0007619>	"limiting membrane of retina"
<http://purl.obolibrary.org/obo/UBERON_0007622>	"pecten oculi"
<http://purl.obolibrary.org/obo/UBERON_0007625>	"pigment epithelium of eye"
<http://purl.obolibrary.org/obo/UBERON_0007633>	"nucleus of trapezoid body"
<http://purl.obolibrary.org/obo/UBERON_0007691>	"gustatory pore"
<http://purl.obolibrary.org/obo/UBERON_0007770>	"osphradium"
<http://purl.obolibrary.org/obo/UBERON_0007804>	"sclerotic ring"
<http://purl.obolibrary.org/obo/UBERON_0007818>	"major alar cartilage"
<http://purl.obolibrary.org/obo/UBERON_0007819>	"minor alar cartilage"
<http://purl.obolibrary.org/obo/UBERON_0007820>	"accessory nasal cartilage"
<http://purl.obolibrary.org/obo/UBERON_0007821>	"lateral nasal cartilage"
<http://purl.obolibrary.org/obo/UBERON_0007822>	"vomeronasal cartilage"
<http://purl.obolibrary.org/obo/UBERON_0007825>	"reticular membrane of spiral organ"
<http://purl.obolibrary.org/obo/UBERON_0007827>	"external nose"
<http://purl.obolibrary.org/obo/UBERON_0007833>	"osseus semicircular canal"
<http://purl.obolibrary.org/obo/UBERON_0008340>	"nasal bridge"
<http://purl.obolibrary.org/obo/UBERON_0008341>	"columella nasi"
<http://purl.obolibrary.org/obo/UBERON_0008522>	"nasal muscle"
<http://purl.obolibrary.org/obo/UBERON_0008582>	"superior longitudinal muscle of tongue"
<http://purl.obolibrary.org/obo/UBERON_0008583>	"transverse muscle of tongue"
<http://purl.obolibrary.org/obo/UBERON_0008584>	"vertical muscle of tongue"
<http://purl.obolibrary.org/obo/UBERON_0008588>	"procerus"
<http://purl.obolibrary.org/obo/UBERON_0008589>	"depressor septi nasi"
<http://purl.obolibrary.org/obo/UBERON_0008603>	"helicis major"
<http://purl.obolibrary.org/obo/UBERON_0008604>	"helicis minor"
<http://purl.obolibrary.org/obo/UBERON_0008605>	"tragicus muscle"
<http://purl.obolibrary.org/obo/UBERON_0008606>	"antitragicus muscle"
<http://purl.obolibrary.org/obo/UBERON_0008607>	"transverse muscle of auricle"
<http://purl.obolibrary.org/obo/UBERON_0008608>	"oblique muscle of auricle"
<http://purl.obolibrary.org/obo/UBERON_0008813>	"helicotrema"
<http://purl.obolibrary.org/obo/UBERON_0008831>	"inner spiral sulcus"
<http://purl.obolibrary.org/obo/UBERON_0008832>	"outer spiral sulcus"
<http://purl.obolibrary.org/obo/UBERON_0008879>	"ligament of pinna"
<http://purl.obolibrary.org/obo/UBERON_0008904>	"neuromast"
<http://purl.obolibrary.org/obo/UBERON_0008906>	"lateral line nerve"
<http://purl.obolibrary.org/obo/UBERON_0008917>	"ampullary organ"
<http://purl.obolibrary.org/obo/UBERON_0008918>	"ampulla of Lorenzini"
<http://purl.obolibrary.org/obo/UBERON_0008921>	"substratum of layer of retina"
<http://purl.obolibrary.org/obo/UBERON_0008922>	"sublaminar layer S1"
<http://purl.obolibrary.org/obo/UBERON_0008923>	"sublaminar layer S2"
<http://purl.obolibrary.org/obo/UBERON_0008924>	"sublaminar layer S3"
<http://purl.obolibrary.org/obo/UBERON_0008925>	"sublaminar layer S4"
<http://purl.obolibrary.org/obo/UBERON_0008926>	"sublaminar layer S5"
<http://purl.obolibrary.org/obo/UBERON_0008927>	"sublaminar layers S1 or S2"
<http://purl.obolibrary.org/obo/UBERON_0008928>	"sublaminar layers S2 or S3"
<http://purl.obolibrary.org/obo/UBERON_0008929>	"sublaminar layers S4 or S5"
<http://purl.obolibrary.org/obo/UBERON_0008959>	"auditory bulla"
<http://purl.obolibrary.org/obo/UBERON_0009016>	"ciliary stroma"
<http://purl.obolibrary.org/obo/UBERON_0009038>	"sulcus ampullaris"
<http://purl.obolibrary.org/obo/UBERON_0009053>	"dorsal nucleus of trapezoid body"
<http://purl.obolibrary.org/obo/UBERON_0009121>	"vomeronasal nerve"
<http://purl.obolibrary.org/obo/UBERON_0009471>	"dorsum of tongue"
<http://purl.obolibrary.org/obo/UBERON_0009477>	"associated mesenchyme of otic placode"
<http://purl.obolibrary.org/obo/UBERON_0009506>	"mesenchyme of middle ear"
<http://purl.obolibrary.org/obo/UBERON_0009647>	"tympanic membrane epithelium"
<http://purl.obolibrary.org/obo/UBERON_0009648>	"eyelid subcutaneous connective tissue"
<http://purl.obolibrary.org/obo/UBERON_0009671>	"nasal fin"
<http://purl.obolibrary.org/obo/UBERON_0009672>	"oronasal membrane"
<http://purl.obolibrary.org/obo/UBERON_0009692>	"lumen of pharyngotympanic tube"
<http://purl.obolibrary.org/obo/UBERON_0009716>	"cupular organ"
<http://purl.obolibrary.org/obo/UBERON_0009717>	"coronal organ"
<http://purl.obolibrary.org/obo/UBERON_0009731>	"sublaminar layers S3 or S4"
<http://purl.obolibrary.org/obo/UBERON_0009732>	"sublaminar layers S1 or S2 or S5"
<http://purl.obolibrary.org/obo/UBERON_0009733>	"sublaminar layers S1 or S2 or S3"
<http://purl.obolibrary.org/obo/UBERON_0009734>	"sublaminar layers S2 or S3 or S4"
<http://purl.obolibrary.org/obo/UBERON_0009735>	"sublaminar layers S1 or S3 or S4"
<http://purl.obolibrary.org/obo/UBERON_0009736>	"sublaminar layers S3 or S4 or S5"
<http://purl.obolibrary.org/obo/UBERON_0009737>	"sublaminar layers S1 or S2 or S3 or S4"
<http://purl.obolibrary.org/obo/UBERON_0009738>	"border of sublaminar layers S1 and S2"
<http://purl.obolibrary.org/obo/UBERON_0009739>	"border of sublaminar layers S3 and S4"
<http://purl.obolibrary.org/obo/UBERON_0009740>	"border between sublaminar layers"
<http://purl.obolibrary.org/obo/UBERON_0009851>	"border of sublaminar layers S4 and S5"
<http://purl.obolibrary.org/obo/UBERON_0009852>	"border of sublaminar layers S2 and S3"
<http://purl.obolibrary.org/obo/UBERON_0009892>	"ascidian anterior sensory vesicle"
<http://purl.obolibrary.org/obo/UBERON_0009893>	"ascidian ocellus"
<http://purl.obolibrary.org/obo/UBERON_0009954>	"vomeronasal system"
<http://purl.obolibrary.org/obo/UBERON_0009956>	"corpuscle of de Quatrefage"
<http://purl.obolibrary.org/obo/UBERON_0010020>	"tubotympanic recess epithelium"
<http://purl.obolibrary.org/obo/UBERON_0010032>	"anterior part of tongue"
<http://purl.obolibrary.org/obo/UBERON_0010033>	"posterior part of tongue"
<http://purl.obolibrary.org/obo/UBERON_0010052>	"mucosa of dorsum of tongue"
<http://purl.obolibrary.org/obo/UBERON_0010054>	"malleus cartilage element"
<http://purl.obolibrary.org/obo/UBERON_0010055>	"stapes cartilage element"
<http://purl.obolibrary.org/obo/UBERON_0010062>	"pharyngotympanic tube epithelium"
<http://purl.obolibrary.org/obo/UBERON_0010063>	"tympanic cavity epithelium"
<http://purl.obolibrary.org/obo/UBERON_0010065>	"auditory meatus epithelium"
<http://purl.obolibrary.org/obo/UBERON_0010069>	"outer epithelial layer of tympanic membrane"
<http://purl.obolibrary.org/obo/UBERON_0010070>	"intermediate layer of tympanic membrane"
<http://purl.obolibrary.org/obo/UBERON_0010071>	"layer of tympanic membrane"
<http://purl.obolibrary.org/obo/UBERON_0010078>	"optic choroid vascular plexus"
<http://purl.obolibrary.org/obo/UBERON_0010135>	"sensory circumventricular organ"
<http://purl.obolibrary.org/obo/UBERON_0010202>	"lateral line"
<http://purl.obolibrary.org/obo/UBERON_0010207>	"nictitating membrane"
<http://purl.obolibrary.org/obo/UBERON_0010209>	"plica semilunaris of conjunctiva"
<http://purl.obolibrary.org/obo/UBERON_0010223>	"left pupil"
<http://purl.obolibrary.org/obo/UBERON_0010224>	"right pupil"
<http://purl.obolibrary.org/obo/UBERON_0010230>	"eyeball of camera-type eye"
<http://purl.obolibrary.org/obo/UBERON_0010244>	"choroid tapetum lucidum"
<http://purl.obolibrary.org/obo/UBERON_0010245>	"retinal tapetum lucidum"
<http://purl.obolibrary.org/obo/UBERON_0010246>	"choroidal guanine tapetum"
<http://purl.obolibrary.org/obo/UBERON_0010247>	"choroidal tapetum cellulosum"
<http://purl.obolibrary.org/obo/UBERON_0010248>	"choroidal tapetum fibrosum"
<http://purl.obolibrary.org/obo/UBERON_0010271>	"musculus retractor bulbi"
<http://purl.obolibrary.org/obo/UBERON_0010284>	"lacrimal punctum"
<http://purl.obolibrary.org/obo/UBERON_0010289>	"scleral cartilage"
<http://purl.obolibrary.org/obo/UBERON_0010290>	"scleral ossicle"
<http://purl.obolibrary.org/obo/UBERON_0010291>	"layer of sclera"
<http://purl.obolibrary.org/obo/UBERON_0010292>	"episcleral layer of eyeball"
<http://purl.obolibrary.org/obo/UBERON_0010293>	"suprachoroid lamina"
<http://purl.obolibrary.org/obo/UBERON_0010294>	"scleral endothelium"
<http://purl.obolibrary.org/obo/UBERON_0010295>	"substantia propria of sclera"
<http://purl.obolibrary.org/obo/UBERON_0010296>	"scleral skeletal element"
<http://purl.obolibrary.org/obo/UBERON_0010297>	"endochondral scleral ossicle"
<http://purl.obolibrary.org/obo/UBERON_0010298>	"intramembranous scleral ossicle"
<http://purl.obolibrary.org/obo/UBERON_0010305>	"subdivision of conjunctiva"
<http://purl.obolibrary.org/obo/UBERON_0010306>	"bulbar conjunctiva"
<http://purl.obolibrary.org/obo/UBERON_0010307>	"conjunctival fornix"
<http://purl.obolibrary.org/obo/UBERON_0010308>	"os opticus"
<http://purl.obolibrary.org/obo/UBERON_0010309>	"palpebral bone"
<http://purl.obolibrary.org/obo/UBERON_0010310>	"nictitating membrane lamina"
<http://purl.obolibrary.org/obo/UBERON_0010311>	"scleral sesamoid bone"
<http://purl.obolibrary.org/obo/UBERON_0010330>	"eyelid mesenchyme"
<http://purl.obolibrary.org/obo/UBERON_0010349>	"otic capsule pre-cartilage condensation"
<http://purl.obolibrary.org/obo/UBERON_0010366>	"conjunctival vasculature"
<http://purl.obolibrary.org/obo/UBERON_0010367>	"conjunctival vein"
<http://purl.obolibrary.org/obo/UBERON_0010379>	"superior tarsal muscle"
<http://purl.obolibrary.org/obo/UBERON_0010409>	"ocular surface region"
<http://purl.obolibrary.org/obo/UBERON_0010425>	"internal naris"
<http://purl.obolibrary.org/obo/UBERON_0010426>	"oropharyngeal choana"
<http://purl.obolibrary.org/obo/UBERON_0010427>	"ciliary processes"
<http://purl.obolibrary.org/obo/UBERON_0010515>	"brille"
<http://purl.obolibrary.org/obo/UBERON_0010521>	"electroreceptor organ"
<http://purl.obolibrary.org/obo/UBERON_0010887>	"tragus"
<http://purl.obolibrary.org/obo/UBERON_0010893>	"median external naris"
<http://purl.obolibrary.org/obo/UBERON_0010910>	"opisthotic"
<http://purl.obolibrary.org/obo/UBERON_0010929>	"stapedius pre-muscle condensation"
<http://purl.obolibrary.org/obo/UBERON_0010935>	"tensor tympani pre-muscle condensation"
<http://purl.obolibrary.org/obo/UBERON_0010953>	"nasalis muscle"
<http://purl.obolibrary.org/obo/UBERON_0011060>	"perilymphatic channel"
<http://purl.obolibrary.org/obo/UBERON_0011078>	"endolymphatic space"
<http://purl.obolibrary.org/obo/UBERON_0011167>	"septomaxilla bone"
<http://purl.obolibrary.org/obo/UBERON_0011186>	"Krause's gland"
<http://purl.obolibrary.org/obo/UBERON_0011221>	"ora serrata of retina"
<http://purl.obolibrary.org/obo/UBERON_0011222>	"intra-ocular muscle"
<http://purl.obolibrary.org/obo/UBERON_0011255>	"Eimer's organ"
<http://purl.obolibrary.org/obo/UBERON_0011256>	"rhinarium"
<http://purl.obolibrary.org/obo/UBERON_0011287>	"rostral organ"
<http://purl.obolibrary.org/obo/UBERON_0011385>	"parotidoauricular muscle"
<http://purl.obolibrary.org/obo/UBERON_0011599>	"lenticular process of incus bone"
<http://purl.obolibrary.org/obo/UBERON_0011774>	"utriculosaccular duct"
<http://purl.obolibrary.org/obo/UBERON_0011857>	"acinus of lacrimal gland"
<http://purl.obolibrary.org/obo/UBERON_0011859>	"internal acoustic meatus"
<http://purl.obolibrary.org/obo/UBERON_0011865>	"corneal stroma collagen fibril"
<http://purl.obolibrary.org/obo/UBERON_0011876>	"body of tongue"
<http://purl.obolibrary.org/obo/UBERON_0011877>	"margin of tongue"
<http://purl.obolibrary.org/obo/UBERON_0011892>	"anterior uvea"
<http://purl.obolibrary.org/obo/UBERON_0011918>	"line of Schwalbe"
<http://purl.obolibrary.org/obo/UBERON_0011922>	"cochlear basement membrane"
<http://purl.obolibrary.org/obo/UBERON_0011931>	"nasal hair"
<http://purl.obolibrary.org/obo/UBERON_0012128>	"nose tip"
<http://purl.obolibrary.org/obo/UBERON_0012278>	"gland of nasal mucosa"
<http://purl.obolibrary.org/obo/UBERON_0012304>	"nasal diverticulum"
<http://purl.obolibrary.org/obo/UBERON_0012305>	"marginal cutaneous pouch of ear"
<http://purl.obolibrary.org/obo/UBERON_0012430>	"tunica fibrosa of eyeball"
<http://purl.obolibrary.org/obo/UBERON_0013120>	"eyelid submuscular connective tissue"
<http://purl.obolibrary.org/obo/UBERON_0013174>	"sigmoid process of tympanic bone"
<http://purl.obolibrary.org/obo/UBERON_0013190>	"entotympanic bone"
<http://purl.obolibrary.org/obo/UBERON_0013201>	"olfactory pathway"
<http://purl.obolibrary.org/obo/UBERON_0013208>	"Grueneberg ganglion"
<http://purl.obolibrary.org/obo/UBERON_0013211>	"cerumen gland"
<http://purl.obolibrary.org/obo/UBERON_0013224>	"Ciaccio's gland"
<http://purl.obolibrary.org/obo/UBERON_0013226>	"accessory lacrimal gland"
<http://purl.obolibrary.org/obo/UBERON_0013227>	"crypt of Henle"
<http://purl.obolibrary.org/obo/UBERON_0013228>	"sweat gland of eyelid"
<http://purl.obolibrary.org/obo/UBERON_0013229>	"eyelid gland"
<http://purl.obolibrary.org/obo/UBERON_0013230>	"nictitans gland"
<http://purl.obolibrary.org/obo/UBERON_0013231>	"sebaceous gland of eyelid"
<http://purl.obolibrary.org/obo/UBERON_0013233>	"supraorbital gland"
<http://purl.obolibrary.org/obo/UBERON_0013397>	"stratum argenteum of choroid"
<http://purl.obolibrary.org/obo/UBERON_0013398>	"choroidal gland"
<http://purl.obolibrary.org/obo/UBERON_0013399>	"blood vessel layer of choroid"
<http://purl.obolibrary.org/obo/UBERON_0013475>	"gustatory gland"
<http://purl.obolibrary.org/obo/UBERON_0013476>	"dermal layer of tongue"
<http://purl.obolibrary.org/obo/UBERON_0013477>	"blowhole"
<http://purl.obolibrary.org/obo/UBERON_0013598>	"accessory nucleus of optic tract"
<http://purl.obolibrary.org/obo/UBERON_0013599>	"dorsal accessory nucleus of optic tract"
<http://purl.obolibrary.org/obo/UBERON_0013600>	"lateral accessory nucleus of optic tract"
<http://purl.obolibrary.org/obo/UBERON_0013601>	"medial accessory nucleus of optic tract"
<http://purl.obolibrary.org/obo/UBERON_0013606>	"magnocellular layer of dorsal nucleus of lateral geniculate body"
<http://purl.obolibrary.org/obo/UBERON_0013607>	"parvocellular layer of dorsal nucleus of lateral geniculate body"
<http://purl.obolibrary.org/obo/UBERON_0013615>	"koniocellular layer of dorsal nucleus of lateral geniculate body"
<http://purl.obolibrary.org/obo/UBERON_0013638>	"horny papilla of tongue"
<http://purl.obolibrary.org/obo/UBERON_0013639>	"mechanical papilla of tongue"
<http://purl.obolibrary.org/obo/UBERON_0013679>	"inner canthus of right eye"
<http://purl.obolibrary.org/obo/UBERON_0013680>	"inner canthus of left eye"
<http://purl.obolibrary.org/obo/UBERON_0013682>	"peripheral region of retina"
<http://purl.obolibrary.org/obo/UBERON_0013731>	"basilar papilla"
<http://purl.obolibrary.org/obo/UBERON_0013732>	"vestibule of nasal cavity"
<http://purl.obolibrary.org/obo/UBERON_0013764>	"common crus of semicircular duct"
<http://purl.obolibrary.org/obo/UBERON_0013766>	"epicanthal fold"
<http://purl.obolibrary.org/obo/UBERON_0014389>	"gustatory papilla of tongue"
<http://purl.obolibrary.org/obo/UBERON_0014397>	"lateral process of malleus"
<http://purl.obolibrary.org/obo/UBERON_0014451>	"tongue taste bud"
<http://purl.obolibrary.org/obo/UBERON_0014452>	"gustatory epithelium of tongue"
<http://purl.obolibrary.org/obo/UBERON_0014521>	"anterodorsal nucleus of medial geniculate body"
<http://purl.obolibrary.org/obo/UBERON_0014624>	"basis modioli"
<http://purl.obolibrary.org/obo/UBERON_0014626>	"base of cochlear canal"
<http://purl.obolibrary.org/obo/UBERON_0014628>	"vestibular fissure of the cochlear canal"
<http://purl.obolibrary.org/obo/UBERON_0014629>	"terminal part of the cochlear canal"
<http://purl.obolibrary.org/obo/UBERON_0014698>	"lacrimal caruncle"
<http://purl.obolibrary.org/obo/UBERON_0014790>	"lingual septum"
<http://purl.obolibrary.org/obo/UBERON_0015016>	"stapes endochondral element"
<http://purl.obolibrary.org/obo/UBERON_0015017>	"incus endochondral element"
<http://purl.obolibrary.org/obo/UBERON_0015018>	"malleus endochondral element"
<http://purl.obolibrary.org/obo/UBERON_0015120>	"right outer canthus"
<http://purl.obolibrary.org/obo/UBERON_0015121>	"left outer canthus"
<http://purl.obolibrary.org/obo/UBERON_0015147>	"pinna hair"
<http://purl.obolibrary.org/obo/UBERON_0015151>	"Harderian gland duct"
<http://purl.obolibrary.org/obo/UBERON_0015155>	"conjunctival space"
<http://purl.obolibrary.org/obo/UBERON_0015165>	"multi-unit eye"
<http://purl.obolibrary.org/obo/UBERON_0015169>	"tapetum"
<http://purl.obolibrary.org/obo/UBERON_0015170>	"nauplius eye"
<http://purl.obolibrary.org/obo/UBERON_0015216>	"nasal meatus"
<http://purl.obolibrary.org/obo/UBERON_0015219>	"middle nasal meatus"
<http://purl.obolibrary.org/obo/UBERON_0015220>	"inferior nasal meatus"
<http://purl.obolibrary.org/obo/UBERON_0015221>	"common nasal meatus"
<http://purl.obolibrary.org/obo/UBERON_0015222>	"ventral nasal meatus"
<http://purl.obolibrary.org/obo/UBERON_0015223>	"dorsal nasal meatus"
<http://purl.obolibrary.org/obo/UBERON_0015245>	"septal olfactory organ"
<http://purl.obolibrary.org/obo/UBERON_0015246>	"septal organ of Masera"
<http://purl.obolibrary.org/obo/UBERON_0015430>	"levator auris longus muscle"
<http://purl.obolibrary.org/obo/UBERON_0015445>	"anterior lingual gland duct"
<http://purl.obolibrary.org/obo/UBERON_0015476>	"nose skin"
<http://purl.obolibrary.org/obo/UBERON_0015751>	"inferior tarsal muscle"
<http://purl.obolibrary.org/obo/UBERON_0015784>	"duct of olfactory gland"
<http://purl.obolibrary.org/obo/UBERON_0015785>	"acinus of olfactory gland"
<http://purl.obolibrary.org/obo/UBERON_0015786>	"respiratory segment of nasal mucosa"
<http://purl.obolibrary.org/obo/UBERON_0015788>	"olfactory apparatus chamber"
<http://purl.obolibrary.org/obo/UBERON_0015807>	"ear epithelium"
<http://purl.obolibrary.org/obo/UBERON_0015808>	"eye epithelium"
<http://purl.obolibrary.org/obo/UBERON_0015813>	"middle ear epithelium"
<http://purl.obolibrary.org/obo/UBERON_0015814>	"outer ear epithelium"
<http://purl.obolibrary.org/obo/UBERON_0015885>	"cymba conchae of pinna"
<http://purl.obolibrary.org/obo/UBERON_0016459>	"posterior pole of lens"
<http://purl.obolibrary.org/obo/UBERON_0016464>	"dorsum of nose"
<http://purl.obolibrary.org/obo/UBERON_0016466>	"antihelix"
<http://purl.obolibrary.org/obo/UBERON_0016467>	"antitragus"
<http://purl.obolibrary.org/obo/UBERON_0016490>	"auditory system"
<http://purl.obolibrary.org/obo/UBERON_0016567>	"statoconial membrane"
<http://purl.obolibrary.org/obo/UBERON_0016568>	"gelatinous layer of statoconial membrane"
<http://purl.obolibrary.org/obo/UBERON_0016569>	"subcupular meshwork of statoconial membrane"
<http://purl.obolibrary.org/obo/UBERON_0016611>	"auditory hillocks, pharyngeal arch 1 derived"
<http://purl.obolibrary.org/obo/UBERON_0016612>	"auditory hillocks, pharyngeal arch 2 derived"
<http://purl.obolibrary.org/obo/UBERON_0016621>	"lunge feeding organ"
<http://purl.obolibrary.org/obo/UBERON_0016622>	"lunge feeding organ papilla"
<http://purl.obolibrary.org/obo/UBERON_0016637>	"lateral periolivary nucleus"
<http://purl.obolibrary.org/obo/UBERON_0016843>	"lateral nucleus of trapezoid body"
<http://purl.obolibrary.org/obo/UBERON_0017629>	"mormyromast organ"
<http://purl.obolibrary.org/obo/UBERON_0018104>	"parafoveal part of retina"
<http://purl.obolibrary.org/obo/UBERON_0018105>	"perifoveal part of retina"
<http://purl.obolibrary.org/obo/UBERON_0018107>	"foveola of retina"
<http://purl.obolibrary.org/obo/UBERON_0018108>	"superior auricular muscle"
<http://purl.obolibrary.org/obo/UBERON_0018109>	"anterior auricular muscle"
<http://purl.obolibrary.org/obo/UBERON_0018110>	"posterior auricular muscle"
<http://purl.obolibrary.org/obo/UBERON_0018152>	"pars flaccida of tympanic membrane"
<http://purl.obolibrary.org/obo/UBERON_0018153>	"pars tensa of tympanic membrane"
<http://purl.obolibrary.org/obo/UBERON_0018154>	"ligament of middle ear"
<http://purl.obolibrary.org/obo/UBERON_0018155>	"posterior incudal ligament"
<http://purl.obolibrary.org/obo/UBERON_0018156>	"malleal ligament"
<http://purl.obolibrary.org/obo/UBERON_0018157>	"lateral malleal ligament"
<http://purl.obolibrary.org/obo/UBERON_0018158>	"superior malleal ligament"
<http://purl.obolibrary.org/obo/UBERON_0018159>	"anterior malleal ligament"
<http://purl.obolibrary.org/obo/UBERON_0018160>	"anterior process of malleus"
<http://purl.obolibrary.org/obo/UBERON_0018231>	"labyrinthine artery"
<http://purl.obolibrary.org/obo/UBERON_0018233>	"gland of Zeis"
<http://purl.obolibrary.org/obo/UBERON_0018323>	"hyoid articular area"
<http://purl.obolibrary.org/obo/UBERON_0018339>	"metotic fissure"
<http://purl.obolibrary.org/obo/UBERON_0018356>	"rostral entotympanic element"
<http://purl.obolibrary.org/obo/UBERON_0018357>	"sensory pore"
<http://purl.obolibrary.org/obo/UBERON_0018369>	"upper lateral line"
<http://purl.obolibrary.org/obo/UBERON_0018370>	"ventral lateral line"
<http://purl.obolibrary.org/obo/UBERON_0018374>	"sallet"
<http://purl.obolibrary.org/obo/UBERON_0018389>	"interoceptor"
<http://purl.obolibrary.org/obo/UBERON_0018391>	"chemoreceptor"
