Uberon Label	Uberon Id	EFO LABEL(S)	MAPPING TYPE	ONTOLOGY TERM(S)	ONTOLOGY(S)	Comment
left kidney	UBERON:0004538	left	Requires curation	EFO_0001658	http://www.ebi.ac.uk/efo/	n
systemic arterial system	UBERON:0004571	artery	Requires curation	EFO_0000814	http://www.ebi.ac.uk/efo/	n
arterial system	UBERON:0004572	artery	Requires curation	EFO_0000814	http://www.ebi.ac.uk/efo/	n
systemic artery	UBERON:0004573	artery	Requires curation	EFO_0000814	http://www.ebi.ac.uk/efo/	n
systemic venous system	UBERON:0004581	vein	Requires curation	EFO_0000816	http://www.ebi.ac.uk/efo/	n
venous system	UBERON:0004582	vein	Requires curation	EFO_0000816	http://www.ebi.ac.uk/efo/	n
dorsal thalamus	UBERON:0004703	thalamus	Requires curation	EFO_0000910	http://www.ebi.ac.uk/efo/	n
cardiovascular system endothelium	UBERON:0004852	endothelium	Requires curation	EFO_0002548	http://www.ebi.ac.uk/efo/	n
nerve cord	UBERON:0005053	ventral nerve cord primordium	Requires curation	EFO_0003401	http://www.ebi.ac.uk/efo/	n
nerve cord	UBERON:0005053	ventral nerve cord	Requires curation	EFO_0000896	http://www.ebi.ac.uk/efo/	n
reproductive structure	UBERON:0005156	plant reproductive system structure	Requires curation	EFO_0000998	http://www.ebi.ac.uk/efo/	n
genital ridge	UBERON:0005294	mesonephros	Requires curation	EFO_0000928	http://www.ebi.ac.uk/efo/	n
genital ridge	UBERON:0005294	embryonic gonadal ridge	Requires curation	EFO_0001414	http://www.ebi.ac.uk/efo/	n
thyroid follicle	UBERON:0005305	thyroid	Requires curation	EFO_0000861	http://www.ebi.ac.uk/efo/	n
nasal cavity epithelium	UBERON:0005384	olfactory epithelium	Requires curation	EFO_0001972	http://www.ebi.ac.uk/efo/	n
cervical region	UBERON:0005434	cervical neck region	Requires curation	EFO_0001408	http://www.ebi.ac.uk/efo/	n
rhombomere floor plate	UBERON:0005500	floor plate rhombomere 3	Requires curation	EFO_0003586	http://www.ebi.ac.uk/efo/	n
rhombomere floor plate	UBERON:0005500	floor plate rhombomere 8	Requires curation	EFO_0003570	http://www.ebi.ac.uk/efo/	n
rhombomere floor plate	UBERON:0005500	floor plate rhombomere 7	Requires curation	EFO_0003589	http://www.ebi.ac.uk/efo/	n
rhombomere floor plate	UBERON:0005500	floor plate rhombomere 6	Requires curation	EFO_0003587	http://www.ebi.ac.uk/efo/	n
rhombomere floor plate	UBERON:0005500	floor plate rhombomere 5	Requires curation	EFO_0003569	http://www.ebi.ac.uk/efo/	n
rhombomere floor plate	UBERON:0005500	floor plate rhombomere 1	Requires curation	EFO_0003584	http://www.ebi.ac.uk/efo/	n
rhombomere floor plate	UBERON:0005500	floor plate rhombomere 4	Requires curation	EFO_0003588	http://www.ebi.ac.uk/efo/	n
rhombomere floor plate	UBERON:0005500	floor plate rhombomere 2	Requires curation	EFO_0003568	http://www.ebi.ac.uk/efo/	n
dorsal aorta	UBERON:0005805	aorta	Requires curation	EFO_0000265	http://www.ebi.ac.uk/efo/	n
tubercle	UBERON:0005813	caudal tuberculum	Requires curation	EFO_0003549	http://www.ebi.ac.uk/efo/	n
leg bone	UBERON:0005893	osteomyelitis	Requires curation	EFO_0003102	http://www.ebi.ac.uk/efo/	n
renal sinus	UBERON:0006171	renal sinus adipose tissue measurement	Requires curation	EFO_0004864	http://www.ebi.ac.uk/efo/	n
snout	UBERON:0006333	epidermis	Requires curation	EFO_0000954	http://www.ebi.ac.uk/efo/	n
snout	UBERON:0006333	nose structure	Requires curation	EFO_0000828	http://www.ebi.ac.uk/efo/	n
posterior lateral line	UBERON:0006334	posterior lateral line placode	Requires curation	EFO_0003445	http://www.ebi.ac.uk/efo/	n
posterior lateral line	UBERON:0006334	posterior lateral line system	Requires curation	EFO_0003692	http://www.ebi.ac.uk/efo/	n
posterior lateral line	UBERON:0006334	posterior lateral line primordium	Requires curation	EFO_0003641	http://www.ebi.ac.uk/efo/	n
posterior lateral line	UBERON:0006334	posterior lateral line ganglion	Requires curation	EFO_0003676	http://www.ebi.ac.uk/efo/	n
posterior lateral line	UBERON:0006334	posterior lateral line neuromast	Requires curation	EFO_0003593	http://www.ebi.ac.uk/efo/	n
posterior lateral line	UBERON:0006334	posterior lateral line nerve	Requires curation	EFO_0003506	http://www.ebi.ac.uk/efo/	n
communicating artery	UBERON:0006347	brain aneurysm	Requires curation	EFO_0003870	http://www.ebi.ac.uk/efo/	n
renal duct	UBERON:0006553	collecting duct carcinoma	Requires curation	EFO_0003016	http://www.ebi.ac.uk/efo/	n
renal duct	UBERON:0006553	renal carcinoma	Requires curation	EFO_0002890	http://www.ebi.ac.uk/efo/	n
renal duct	UBERON:0006553	renal cell carcinoma	Requires curation	EFO_0000681	http://www.ebi.ac.uk/efo/	n
shell	UBERON:0006612	nucleus accumbens shell	Requires curation	EFO_0002459	http://www.ebi.ac.uk/efo/	n
muscle layer	UBERON:0006660	extraocular muscle	Requires curation	EFO_0001921	http://www.ebi.ac.uk/efo/	n
anterior communicating artery	UBERON:0006764	brain aneurysm	Requires curation	EFO_0003870	http://www.ebi.ac.uk/efo/	n
sensory epithelium	UBERON:0006934	olfactory epithelium	Requires curation	EFO_0001972	http://www.ebi.ac.uk/efo/	n
horn	UBERON:0006967	uterus	Requires curation	EFO_0000975	http://www.ebi.ac.uk/efo/	n
horn	UBERON:0006967	hippocampus	Requires curation	EFO_0000530	http://www.ebi.ac.uk/efo/	n
cardiac mesoderm	UBERON:0007005	cardiac mesoderm primordium	Requires curation	EFO_0000315	http://www.ebi.ac.uk/efo/	n
surface	UBERON:0007029	array surface coating	Requires curation	EFO_0005069	http://www.ebi.ac.uk/efo/	n
surface	UBERON:0007029	lateral cord surface glia	Requires curation	EFO_0003416	http://www.ebi.ac.uk/efo/	n
meconium	UBERON:0007109	obsolete_cystic fibrosis	Requires curation	EFO_0000390	http://www.ebi.ac.uk/efo/	n
meconium	UBERON:0007109	cystic fibrosis associated meconium ileum	Requires curation	EFO_0004608	http://www.ebi.ac.uk/efo/	n
pharyngeal pouch 2	UBERON:0007123	pharyngeal pouches 2-6	Requires curation	EFO_0003632	http://www.ebi.ac.uk/efo/	n
head kidney	UBERON:0007132	pronephros	Requires curation	EFO_0000927	http://www.ebi.ac.uk/efo/	n
trunk ganglion	UBERON:0007134	body ganglion	Requires curation	EFO_0000901	http://www.ebi.ac.uk/efo/	n
sputum	UBERON:0007311	obsolete_tuberculosis	Requires curation	EFO_0000774	http://www.ebi.ac.uk/efo/	n
pancreatic duct	UBERON:0007329	pancreatic duct epithelium	Requires curation	EFO_0002556	http://www.ebi.ac.uk/efo/	n
pharyngeal system	UBERON:0008814	pharyngeal nervous system	Requires curation	EFO_0000897	http://www.ebi.ac.uk/efo/	n
lateral line nerve	UBERON:0008906	anterior lateral line nerve	Requires curation	EFO_0003529	http://www.ebi.ac.uk/efo/	n
lateral line nerve	UBERON:0008906	posterior lateral line nerve	Requires curation	EFO_0003506	http://www.ebi.ac.uk/efo/	n
lateral line placode	UBERON:0009128	posterior lateral line placode	Requires curation	EFO_0003445	http://www.ebi.ac.uk/efo/	n
lateral line placode	UBERON:0009128	anterior lateral line placode	Requires curation	EFO_0003461	http://www.ebi.ac.uk/efo/	n
ventral midline	UBERON:0009571	ventral midline neuroblast	Requires curation	EFO_0003387	http://www.ebi.ac.uk/efo/	n
ventral midline	UBERON:0009571	ventral midline neuron	Requires curation	EFO_0003402	http://www.ebi.ac.uk/efo/	n
ventral midline	UBERON:0009571	ventral midline glia	Requires curation	EFO_0003403	http://www.ebi.ac.uk/efo/	n
body of uterus	UBERON:0009853	uterine fibroid	Requires curation	EFO_0000731	http://www.ebi.ac.uk/efo/	n
lobule	UBERON:0009911	parietal lobe	Requires curation	EFO_0000914	http://www.ebi.ac.uk/efo/	n
lobule	UBERON:0009911	inferior parietal lobule	Requires curation	EFO_0001951	http://www.ebi.ac.uk/efo/	n
beard	UBERON:0010167	Rohon-Beard neuron	Requires curation	EFO_0003711	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	anterior lateral line primordium	Requires curation	EFO_0003710	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	posterior lateral line placode	Requires curation	EFO_0003445	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	posterior lateral line system	Requires curation	EFO_0003692	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	posterior lateral line primordium	Requires curation	EFO_0003641	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	infraorbital lateral line neuromast	Requires curation	EFO_0003575	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	ventral anterior lateral line ganglion	Requires curation	EFO_0003675	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	posterior lateral line neuromast	Requires curation	EFO_0003593	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	lateral line ganglion	Requires curation	EFO_0003493	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	opercular lateral line neuromast	Requires curation	EFO_0003576	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	posterior lateral line nerve	Requires curation	EFO_0003506	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	anterior lateral line placode	Requires curation	EFO_0003461	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	anterior lateral line nerve	Requires curation	EFO_0003529	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	occipital lateral line neuromast	Requires curation	EFO_0003606	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	otic lateral line neuromast	Requires curation	EFO_0003499	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	mandibular lateral line neuromast	Requires curation	EFO_0003495	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	posterior lateral line	Requires curation	EFO_0003595	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	dorsal anterior lateral line ganglion	Requires curation	EFO_0003674	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	anterior lateral line system	Requires curation	EFO_0003691	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	lateral line system	Requires curation	EFO_0000941	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	anterior lateral line ganglion	Requires curation	EFO_0003683	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	supraorbital lateral line neuromast	Requires curation	EFO_0003607	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	posterior lateral line ganglion	Requires curation	EFO_0003676	http://www.ebi.ac.uk/efo/	n
lateral line	UBERON:0010202	middle lateral line neuromast	Requires curation	EFO_0003592	http://www.ebi.ac.uk/efo/	n
brille	UBERON:0010515	neoplasm of mature B-cells	Requires curation	EFO_0000096	http://www.ebi.ac.uk/efo/	n
pharyngeal arch 7	UBERON:0011087	pharyngeal arch 3-7	Requires curation	EFO_0003694	http://www.ebi.ac.uk/efo/	n
dorsal trunk	UBERON:0011270	dorsal trunk specific anlage	Requires curation	EFO_0000426	http://www.ebi.ac.uk/efo/	n
centrale	UBERON:0012131	neuroblastoma	Requires curation	EFO_0000621	http://www.ebi.ac.uk/efo/	n
centrale	UBERON:0012131	obsolete_neurofibromatosis	Requires curation	EFO_0003092	http://www.ebi.ac.uk/efo/	n
paraganglion	UBERON:0012279	extra-adrenal sympathetic paraganglioma	Requires curation	EFO_0000489	http://www.ebi.ac.uk/efo/	n
fin skeleton	UBERON:0012353	paired fin skeleton	Requires curation	EFO_0000951	http://www.ebi.ac.uk/efo/	n
fin skeleton	UBERON:0012353	pectoral fin skeleton	Requires curation	EFO_0003594	http://www.ebi.ac.uk/efo/	n
fin skeleton	UBERON:0012353	median fin skeleton	Requires curation	EFO_0000950	http://www.ebi.ac.uk/efo/	n
tendon	UBERON:0000043	connective tissue	Automatic	CL_0000388	http://purl.org/obo/owl/CL#	
trophoblast	UBERON:0000088	syncytiotrophoblast cell	Automatic	CL_0000525	http://purl.org/obo/owl/CL#	
syncytiotrophoblast	UBERON:0000371	syncytiotrophoblast cell	Automatic	CL_0000525	http://purl.org/obo/owl/CL#	
semen	UBERON:0001968	sperm	Automatic	CL_0000019	http://purl.org/obo/owl/CL#	
mesentery	UBERON:0002095	Common mesentery	Automatic	pat_id_8710	http://www.orphanet.org/rdfns#	
neurohypophysis	UBERON:0002198	Pituitary stalk interruption syndrome	Automatic	pat_id_12620	http://www.orphanet.org/rdfns#	
bursa of Fabricius	UBERON:0003903	bursa of Fabricius	Automatic	BTO_0001699	http://purl.org/obo/owl/BTO#	
acinus	UBERON:0009842	exocrine pancreas cell	Automatic	CL_0000083	http://purl.org/obo/owl/CL#	
somatic nervous system	UBERON:0000012	somatic nervous system	Requires curation	CL_0000111	http://purl.org/obo/owl/CL#	
exocrine pancreas	UBERON:0000017	exocrine pancreas cell	Requires curation	CL_0000083	http://purl.org/obo/owl/CL#	
lamina propria	UBERON:0000030	gastrointestinal tract (lamina propria) macrophage	Requires curation	CL_0000865	http://purl.org/obo/owl/CL#	
throat	UBERON:0000341	Isolated anterior cervical hypertrichosis	Requires curation	pat_id_2998	http://www.orphanet.org/rdfns#	
scalp	UBERON:0000403	Scalp defects - postaxial polydactyly	Requires curation	pat_id_1316	http://www.orphanet.org/rdfns#	
scalp	UBERON:0000403	Scalp-ear-nipple syndrome	Requires curation	pat_id_1962	http://www.orphanet.org/rdfns#	
dermal papilla	UBERON:0000412	hair follicle dermal papilla cell	Requires curation	CL_0000346	http://purl.obolibrary.org/obo/	
tissue	UBERON:0000479	connective tissue	Requires curation	CL_0000388	http://purl.org/obo/owl/CL#	
epithelium	UBERON:0000483	epithelial cell	Requires curation	CL_0000066	http://purl.org/obo/owl/CL#	
imaginal disc	UBERON:0000939	wing disc	Requires curation	EFO_0001933	http://www.ebi.ac.uk/efo/	
lamina	UBERON:0000957	gastrointestinal tract (lamina propria) macrophage	Requires curation	CL_0000865	http://purl.org/obo/owl/CL#	
female gonad	UBERON:0000992	"46,XX gonadal dysgenesis"	Requires curation	pat_id_1011	http://www.orphanet.org/rdfns#	
neuromuscular junction	UBERON:0001029	Genetic disease of neuromuscular junction	Requires curation	pat_id_13512	http://www.orphanet.org/rdfns#	
neural tube	UBERON:0001049	Neural tube defect	Requires curation	pat_id_2999	http://www.orphanet.org/rdfns#	
neural tube	UBERON:0001049	Neural tube closure defect	Requires curation	pat_id_20183	http://www.orphanet.org/rdfns#	
clavicle	UBERON:0001105	Congenital pseudoarthrosis of clavicle	Requires curation	pat_id_10888	http://www.orphanet.org/rdfns#	
renal vein	UBERON:0001140	Renal nutcracker syndrome	Requires curation	pat_id_10995	http://www.orphanet.org/rdfns#	
left renal vein	UBERON:0001142	Renal nutcracker syndrome	Requires curation	pat_id_10995	http://www.orphanet.org/rdfns#	
intestinal mucosa	UBERON:0001242	Congenital enteropathy involving intestinal mucosa development	Requires curation	pat_id_14998	http://www.orphanet.org/rdfns#	
scrotum	UBERON:0001300	Facial dysmorphism - shawl scrotum - joint laxity	Requires curation	pat_id_3086	http://www.orphanet.org/rdfns#	
ulna	UBERON:0001424	Upper limb mesomelic dysplasia	Requires curation	pat_id_2309	http://www.orphanet.org/rdfns#	
scaphoid	UBERON:0001427	Talo-patello-scaphoid osteolysis	Requires curation	pat_id_10648	http://www.orphanet.org/rdfns#	
lunate	UBERON:0001428	Kienbock disease	Requires curation	pat_id_12890	http://www.orphanet.org/rdfns#	
tarsal bone	UBERON:0001447	Osteochondritis of tarsal/metatarsal bone	Requires curation	pat_id_746	http://www.orphanet.org/rdfns#	
metatarsal bone	UBERON:0001448	Osteochondritis of tarsal/metatarsal bone	Requires curation	pat_id_746	http://www.orphanet.org/rdfns#	
calcaneus	UBERON:0001450	Distal arthrogryposis type 10	Requires curation	pat_id_19643	http://www.orphanet.org/rdfns#	
face	UBERON:0001456	Monosomy 22q11	Requires curation	pat_id_126	http://www.orphanet.org/rdfns#	
face	UBERON:0001456	Robinow syndrome	Requires curation	pat_id_12911	http://www.orphanet.org/rdfns#	
face	UBERON:0001456	Freeman-Sheldon syndrome	Requires curation	pat_id_494	http://www.orphanet.org/rdfns#	
digestive tract	UBERON:0001555	Genetic digestive tract tumor	Requires curation	pat_id_20301	http://www.orphanet.org/rdfns#	
digestive tract	UBERON:0001555	Genetic digestive tract malformation	Requires curation	pat_id_18268	http://www.orphanet.org/rdfns#	
cheek	UBERON:0001567	Ichthyosis-cheek-eyebrow syndrome	Requires curation	pat_id_2134	http://www.orphanet.org/rdfns#	
muscle organ	UBERON:0001630	skeletal muscle	Requires curation	CL_0000188	http://purl.org/obo/owl/CL#	
trochlear nerve	UBERON:0001644	Congenital trochlear nerve palsy	Requires curation	pat_id_13703	http://www.orphanet.org/rdfns#	
right pulmonary artery	UBERON:0001651	Scimitar syndrome	Requires curation	pat_id_3462	http://www.orphanet.org/rdfns#	
auditory ossicle	UBERON:0001686	Isolated congenital auditory ossicle malformation	Requires curation	pat_id_17492	http://www.orphanet.org/rdfns#	
stapes	UBERON:0001687	Progressive deafness with stapes fixation	Requires curation	pat_id_2894	http://www.orphanet.org/rdfns#	
stapes	UBERON:0001687	Cleft palate - stapes fixation - oligodontia	Requires curation	pat_id_1946	http://www.orphanet.org/rdfns#	
eyelash	UBERON:0001702	Eyelashes hypertrophy	Requires curation	pat_id_13614	http://www.orphanet.org/rdfns#	
eyelid	UBERON:0001711	Eyelid malformation	Requires curation	pat_id_13578	http://www.orphanet.org/rdfns#	
nasopharynx	UBERON:0001728	Nasopharyngeal teratoma	Requires curation	pat_id_17037	http://www.orphanet.org/rdfns#	
lymphoid tissue	UBERON:0001744	mucosa-associated lymphoid tissue macrophage	Requires curation	CL_0000884	http://purl.org/obo/owl/CL#	
lymphoid tissue	UBERON:0001744	gut-associated lymphoid tissue macrophage	Requires curation	CL_0000885	http://purl.org/obo/owl/CL#	
dentine	UBERON:0001751	Dentin dysplasia	Requires curation	pat_id_1743	http://www.orphanet.org/rdfns#	
enamel	UBERON:0001752	Xeroderma - talipes - enamel defects	Requires curation	pat_id_3048	http://www.orphanet.org/rdfns#	
middle ear	UBERON:0001756	Middle ear anomaly	Requires curation	pat_id_17564	http://www.orphanet.org/rdfns#	
pinna	UBERON:0001757	Pinnae fistula or cyst	Requires curation	pat_id_17084	http://www.orphanet.org/rdfns#	
uvea	UBERON:0001768	Congenital ectropion uveae	Requires curation	pat_id_12151	http://www.orphanet.org/rdfns#	
sclera	UBERON:0001773	Hydrocephalus - blue sclerae - nephropathy	Requires curation	pat_id_2072	http://www.orphanet.org/rdfns#	
palpebral fissure	UBERON:0001819	Feingold syndrome	Requires curation	pat_id_1536	http://www.orphanet.org/rdfns#	
upper lip	UBERON:0001834	Median nodule of the upper lip	Requires curation	pat_id_2461	http://www.orphanet.org/rdfns#	
lower lip	UBERON:0001835	Lower lip fistula	Requires curation	pat_id_17027	http://www.orphanet.org/rdfns#	
perilymph	UBERON:0001845	Gusher syndrome	Requires curation	pat_id_157	http://www.orphanet.org/rdfns#	
mucosa-associated lymphoid tissue	UBERON:0001961	mucosa-associated lymphoid tissue macrophage	Requires curation	CL_0000884	http://purl.org/obo/owl/CL#	
gut-associated lymphoid tissue	UBERON:0001962	gut-associated lymphoid tissue macrophage	Requires curation	CL_0000885	http://purl.org/obo/owl/CL#	
bile	UBERON:0001970	Idiopathic malabsorption due to bile acid synthesis defects	Requires curation	pat_id_11606	http://www.orphanet.org/rdfns#	
bile	UBERON:0001970	Alagille syndrome	Requires curation	pat_id_253	http://www.orphanet.org/rdfns#	
serum	UBERON:0001977	blood serum	Requires curation	BTO_0000133	http://purl.org/obo/owl/BTO#	
peripheral nerve	UBERON:0002003	somatic nervous system	Requires curation	CL_0000111	http://purl.org/obo/owl/CL#	
pulmonary vein	UBERON:0002016	Congenital pulmonary veins stenosis	Requires curation	pat_id_3459	http://www.orphanet.org/rdfns#	
pulmonary vein	UBERON:0002016	Pulmonary vein atresia	Requires curation	pat_id_14143	http://www.orphanet.org/rdfns#	
nipple	UBERON:0002030	Scalp-ear-nipple syndrome	Requires curation	pat_id_1962	http://www.orphanet.org/rdfns#	
sinus venosus	UBERON:0002063	"Atrial septal defect, sinus venosus type"	Requires curation	pat_id_14122	http://www.orphanet.org/rdfns#	
hair shaft	UBERON:0002074	Syndromic hair shaft abnormality	Requires curation	pat_id_11393	http://www.orphanet.org/rdfns#	
hair shaft	UBERON:0002074	Isolated hair shaft abnormality	Requires curation	pat_id_11392	http://www.orphanet.org/rdfns#	
right atrium	UBERON:0002078	Familial idiopathic dilatation of the right atrium	Requires curation	pat_id_8599	http://www.orphanet.org/rdfns#	
thyroglossal duct	UBERON:0002254	Thyroglossal duct cyst	Requires curation	pat_id_3079	http://www.orphanet.org/rdfns#	
thyroglossal duct	UBERON:0002254	Familial thyroglossal duct cyst	Requires curation	pat_id_12511	http://www.orphanet.org/rdfns#	
neural crest	UBERON:0002342	neural crest cell	Requires curation	CL_0000333	http://purl.org/obo/owl/CL#	
adrenal gland	UBERON:0002369	adrenal gland	Requires curation	CL_0000336	http://purl.org/obo/owl/CL#	
connective tissue	UBERON:0002384	connective tissue	Requires curation	CL_0000388	http://purl.org/obo/owl/CL#	
nasolacrimal duct	UBERON:0002392	Nasolacrimal duct cyst	Requires curation	pat_id_17032	http://www.orphanet.org/rdfns#	
bile duct	UBERON:0002394	Alagille syndrome	Requires curation	pat_id_253	http://www.orphanet.org/rdfns#	
pituitary stalk	UBERON:0002434	Pituitary stalk interruption syndrome	Requires curation	pat_id_12620	http://www.orphanet.org/rdfns#	
ulnare	UBERON:0002445	Ulnar hemimelia	Requires curation	pat_id_12257	http://www.orphanet.org/rdfns#	
patella	UBERON:0002446	"Patella aplasia/hypoplasia, unilateral"	Requires curation	pat_id_20968	http://www.orphanet.org/rdfns#	
patella	UBERON:0002446	Coxo-podo-patellar syndrome	Requires curation	pat_id_1676	http://www.orphanet.org/rdfns#	
patella	UBERON:0002446	Familial chondromalacia patellae	Requires curation	pat_id_727	http://www.orphanet.org/rdfns#	
patella	UBERON:0002446	Sinding-Larsen-Johansson disease	Requires curation	pat_id_12893	http://www.orphanet.org/rdfns#	
patella	UBERON:0002446	Patella aplasia/hypoplasia	Requires curation	pat_id_11728	http://www.orphanet.org/rdfns#	
patella	UBERON:0002446	"Congenital patella dislocation, unilateral"	Requires curation	pat_id_21062	http://www.orphanet.org/rdfns#	
patella	UBERON:0002446	"Congenital patella dislocation, bilateral"	Requires curation	pat_id_21063	http://www.orphanet.org/rdfns#	
patella	UBERON:0002446	"Patella aplasia/hypoplasia, bilateral"	Requires curation	pat_id_20969	http://www.orphanet.org/rdfns#	
patella	UBERON:0002446	Congenital patella dislocation	Requires curation	pat_id_20967	http://www.orphanet.org/rdfns#	
patella	UBERON:0002446	Aniridia - absent patella	Requires curation	pat_id_1364	http://www.orphanet.org/rdfns#	
patella	UBERON:0002446	Nail-patella syndrome	Requires curation	pat_id_392	http://www.orphanet.org/rdfns#	
helix	UBERON:0002488	Severe T-cell immunodeficiency - congenital alopecia - nail dystrophy	Requires curation	pat_id_17819	http://www.orphanet.org/rdfns#	
long bone	UBERON:0002495	Congenital bowing of long bones	Requires curation	pat_id_2160	http://www.orphanet.org/rdfns#	
corpus luteum	UBERON:0002512	progesterone	Requires curation	CHEBI_17026	http://purl.obolibrary.org/obo/	
elastic tissue	UBERON:0002521	Genetic dermis elastic tissue disorder	Requires curation	pat_id_19082	http://www.orphanet.org/rdfns#	
limb segment	UBERON:0002529	Mirror polydactyly - vertebral segmentation - limbs defects	Requires curation	pat_id_2702	http://www.orphanet.org/rdfns#	
neurofilament	UBERON:0002986	Severe early-onset axonal neuropathy due to NEFL deficiency	Requires curation	pat_id_19117	http://www.orphanet.org/rdfns#	
compound organ	UBERON:0003103	organic heterocyclic compound	Requires curation	CHEBI_24532	http://purl.obolibrary.org/obo/	
forelimb muscle	UBERON:0003662	skeletal muscle	Requires curation	CL_0000188	http://purl.org/obo/owl/CL#	
dentition	UBERON:0003672	Leukoencephalopathy - ataxia - hypodontia - hypomyelination	Requires curation	pat_id_16698	http://www.orphanet.org/rdfns#	
dentition	UBERON:0003672	Spondyloepimetaphyseal dysplasia - abnormal dentition	Requires curation	pat_id_17763	http://www.orphanet.org/rdfns#	
sella turcica	UBERON:0003689	Pituitary deficiency due to empty sella turcica syndrome	Requires curation	pat_id_12128	http://www.orphanet.org/rdfns#	
vocal cord	UBERON:0003706	Congenital laryngeal palsy	Requires curation	pat_id_16750	http://www.orphanet.org/rdfns#	
vocal cord	UBERON:0003706	Ptosis - vocal cord paralysis	Requires curation	pat_id_2697	http://www.orphanet.org/rdfns#	
vocal cord	UBERON:0003706	Laryngeal abductor paralysis	Requires curation	pat_id_2552	http://www.orphanet.org/rdfns#	
Mullerian duct	UBERON:0003890	Persistent Mullerian duct syndrome	Requires curation	pat_id_1553	http://www.orphanet.org/rdfns#	
Mullerian duct	UBERON:0003890	Mullerian aplasia	Requires curation	pat_id_11033	http://www.orphanet.org/rdfns#	
vena cava	UBERON:0004087	TARP syndrome	Requires curation	pat_id_2614	http://www.orphanet.org/rdfns#	
midface	UBERON:0004089	Alport syndrome - intellectual deficit - midface hypoplasia - elliptocytosis	Requires curation	pat_id_11738	http://www.orphanet.org/rdfns#	
external genitalia	UBERON:0004176	PELVIS syndrome	Requires curation	pat_id_11599	http://www.orphanet.org/rdfns#	
eye muscle	UBERON:0004277	Muscle eye brain disease	Requires curation	pat_id_8726	http://www.orphanet.org/rdfns#	
cerebellar vermis	UBERON:0004720	Joubert syndrome with hepatic defect	Requires curation	pat_id_1644	http://www.orphanet.org/rdfns#	
skeletal tissue	UBERON:0004755	Camptodactyly - fibrous tissue hyperplasia - skeletal dysplasia	Requires curation	pat_id_1544	http://www.orphanet.org/rdfns#	
Rathke's pouch	UBERON:0005356	Pituitary deficiency due to Rathke's pouch cysts	Requires curation	pat_id_12124	http://www.orphanet.org/rdfns#	
coronary sinus	UBERON:0005438	"Atrial septal defect, coronary sinus type"	Requires curation	pat_id_14121	http://www.orphanet.org/rdfns#	
urorectal septum	UBERON:0005760	PELVIS syndrome	Requires curation	pat_id_11599	http://www.orphanet.org/rdfns#	
basement membrane	UBERON:0005769	Basement membrane disease	Requires curation	pat_id_12392	http://www.orphanet.org/rdfns#	
digit 2	UBERON:0006049	Congenital absence/hypoplasia of fingers excluding thumb	Requires curation	pat_id_20944	http://www.orphanet.org/rdfns#	
digit 5	UBERON:0006052	Congenital absence/hypoplasia of fingers excluding thumb	Requires curation	pat_id_20944	http://www.orphanet.org/rdfns#	
oculomotor muscle	UBERON:0006531	Wieacker-Wolff syndrome	Requires curation	pat_id_3036	http://www.orphanet.org/rdfns#	
shell	UBERON:0006612	chitin	Requires curation	CHEBI_17029	http://purl.obolibrary.org/obo/	
canthus	UBERON:0006742	Malposition of external canthus	Requires curation	pat_id_13593	http://www.orphanet.org/rdfns#	
head of femur	UBERON:0006767	"Dysplasia of head of femur, Meyer type"	Requires curation	pat_id_17787	http://www.orphanet.org/rdfns#	
surface	UBERON:0007029	surfactant role	Requires curation	CHEBI_35195	http://purl.obolibrary.org/obo/	
chin	UBERON:0008199	Hereditary geniospasm	Requires curation	pat_id_10721	http://www.orphanet.org/rdfns#	
pulmonary surfactant	UBERON:0008826	Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies	Requires curation	pat_id_14622	http://www.orphanet.org/rdfns#	
eyebrow	UBERON:0010163	Eyebrow hypertrophy	Requires curation	pat_id_13613	http://www.orphanet.org/rdfns#	
